Id,Date,TotalActiveZoneMinutes,FatBurnActiveZoneMinutes,CardioActiveZoneMinutes,PeakActiveZoneMinutes
22115,02/27/2023,12,12,0,0
22115,02/28/2023,102,90,12,0
22115,03/01/2023,61,31,2,28
22115,03/02/2023,34,34,0,0
22115,03/03/2023,8,8,0,0
22115,03/04/2023,22,22,0,0
22115,03/05/2023,70,62,8,0
22115,03/06/2023,10,10,0,0
22115,03/07/2023,29,29,0,0
22115,03/08/2023,17,17,0,0
22115,03/09/2023,21,21,0,0
22115,03/10/2023,22,16,6,0
22115,03/11/2023,37,31,6,0
22115,03/12/2023,25,25,0,0
22115,03/13/2023,15,13,2,0
22115,03/14/2023,4,4,0,0
22115,03/15/2023,18,12,6,0
22115,03/16/2023,13,13,0,0
22115,03/17/2023,9,9,0,0
22115,03/18/2023,84,74,10,0
22115,03/19/2023,2,2,0,0
22115,03/20/2023,28,16,12,0
22115,03/21/2023,57,55,2,0
22115,03/22/2023,5,5,0,0
22116,02/25/2023,9,9,0,0
22116,02/26/2023,114,42,72,0
22116,02/27/2023,6,6,0,0
22116,02/28/2023,2,2,0,0
22116,03/01/2023,7,7,0,0
22116,03/02/2023,4,2,2,0
22116,03/03/2023,18,16,2,0
22116,03/14/2023,1,1,0,0
22116,03/16/2023,17,17,0,0
22116,03/17/2023,1,1,0,0
22116,03/18/2023,21,21,0,0
22116,03/19/2023,4,4,0,0
22117,02/25/2023,5,5,0,0
22117,02/27/2023,1,1,0,0
22117,02/28/2023,9,9,0,0
22117,03/01/2023,1,1,0,0
22117,03/02/2023,8,6,2,0
22117,03/03/2023,7,7,0,0
22117,03/04/2023,2,2,0,0
22117,03/05/2023,1,1,0,0
22117,03/06/2023,2,2,0,0
22117,03/07/2023,3,3,0,0
22117,03/08/2023,11,11,0,0
22117,03/09/2023,16,10,6,0
22117,03/13/2023,11,11,0,0
22117,03/14/2023,4,4,0,0
22118,02/25/2023,41,35,6,0
22118,02/26/2023,65,35,30,0
22118,02/28/2023,5,5,0,0
22118,03/01/2023,77,77,0,0
22118,03/02/2023,9,9,0,0
22118,03/03/2023,7,7,0,0
22118,03/04/2023,329,175,150,4
22118,03/05/2023,320,128,190,2
22118,03/06/2023,3,3,0,0
22118,03/07/2023,5,5,0,0
22118,03/08/2023,116,48,68,0
22118,03/09/2023,14,14,0,0
22118,03/10/2023,8,8,0,0
22118,03/11/2023,313,165,148,0
22118,03/12/2023,240,126,114,0
22118,03/13/2023,93,51,42,0
22118,03/14/2023,51,51,0,0
22118,03/15/2023,129,43,86,0
22118,03/16/2023,23,21,2,0
22118,03/17/2023,144,114,30,0
22118,03/18/2023,239,151,76,12
22118,03/19/2023,18,16,2,0
22119,02/25/2023,50,50,0,0
22119,02/26/2023,28,28,0,0
22119,02/27/2023,43,43,0,0
22119,02/28/2023,11,11,0,0
22119,03/01/2023,27,27,0,0
22119,03/02/2023,10,10,0,0
22119,03/03/2023,21,19,2,0
22119,03/04/2023,3,3,0,0
22119,03/05/2023,16,16,0,0
22119,03/06/2023,27,27,0,0
22119,03/07/2023,11,11,0,0
22119,03/08/2023,19,19,0,0
22119,03/09/2023,27,27,0,0
22119,03/10/2023,21,21,0,0
22119,03/11/2023,32,32,0,0
22119,03/12/2023,9,9,0,0
22119,03/13/2023,12,12,0,0
22119,03/14/2023,10,10,0,0
22119,03/15/2023,58,58,0,0
22119,03/17/2023,12,12,0,0
22119,03/18/2023,10,10,0,0
22119,03/19/2023,67,63,4,0
22119,03/20/2023,20,20,0,0
22119,03/21/2023,10,10,0,0
22119,03/22/2023,42,42,0,0
22120,02/25/2023,165,67,82,16
22120,02/26/2023,8,8,0,0
22120,02/27/2023,70,16,54,0
22120,02/28/2023,62,20,42,0
22120,03/02/2023,102,44,58,0
22120,03/04/2023,143,77,64,2
22120,03/05/2023,27,25,2,0
22120,03/06/2023,52,36,16,0
22120,03/07/2023,107,53,54,0
22120,03/08/2023,23,5,18,0
22120,03/09/2023,110,32,74,4
22120,03/10/2023,14,14,0,0
22120,03/11/2023,4,4,0,0
22120,03/13/2023,85,59,24,2
22120,03/14/2023,14,14,0,0
22120,03/15/2023,21,19,2,0
22120,03/16/2023,13,11,2,0
22120,03/18/2023,94,46,46,2
22120,03/19/2023,16,16,0,0
22120,03/20/2023,42,32,10,0
22120,03/21/2023,77,35,42,0
22202,02/26/2023,4,4,0,0
22202,03/03/2023,10,10,0,0
22202,03/04/2023,2,2,0,0
22202,03/05/2023,62,52,10,0
22202,03/06/2023,14,14,0,0
22202,03/07/2023,3,3,0,0
22202,03/08/2023,9,3,6,0
22202,03/09/2023,3,3,0,0
22202,03/10/2023,5,5,0,0
22202,03/11/2023,29,29,0,0
22202,03/12/2023,17,15,2,0
22202,03/13/2023,14,14,0,0
22202,03/14/2023,4,4,0,0
22202,03/15/2023,9,9,0,0
22202,03/16/2023,7,7,0,0
22202,03/17/2023,19,19,0,0
22202,03/18/2023,6,6,0,0
22202,03/20/2023,3,3,0,0
22204,02/25/2023,7,1,6,0
22204,02/27/2023,4,4,0,0
22204,03/01/2023,8,4,4,0
22204,03/02/2023,3,3,0,0
22204,03/03/2023,4,4,0,0
22204,03/04/2023,3,3,0,0
22204,03/11/2023,11,11,0,0
22204,03/12/2023,13,13,0,0
22204,03/13/2023,8,8,0,0
22204,03/14/2023,2,2,0,0
22204,03/15/2023,11,11,0,0
22204,03/19/2023,4,0,4,0
22204,03/20/2023,3,3,0,0
22204,03/21/2023,4,4,0,0
22204,03/22/2023,3,3,0,0
22210,02/25/2023,14,14,0,0
22210,02/26/2023,38,32,6,0
22210,02/27/2023,60,60,0,0
22210,02/28/2023,13,9,4,0
22210,03/01/2023,100,32,66,2
22210,03/02/2023,48,42,6,0
22210,03/03/2023,6,6,0,0
22210,03/04/2023,7,7,0,0
22210,03/05/2023,3,3,0,0
22210,03/06/2023,58,58,0,0
22210,03/07/2023,14,14,0,0
22210,03/09/2023,46,16,30,0
22210,03/10/2023,6,6,0,0
22210,03/11/2023,6,6,0,0
22210,03/12/2023,2,2,0,0
22210,03/13/2023,6,6,0,0
22210,03/14/2023,11,11,0,0
22210,03/16/2023,18,18,0,0
22210,03/17/2023,9,9,0,0
22210,03/18/2023,8,8,0,0
22210,03/19/2023,1,1,0,0
22210,03/20/2023,2,2,0,0
22210,03/21/2023,5,5,0,0
22211,03/07/2023,39,39,0,0
22211,03/08/2023,2,2,0,0
22211,03/09/2023,72,72,0,0
22211,03/10/2023,54,54,0,0
22211,03/11/2023,45,43,2,0
22211,03/13/2023,76,72,4,0
22211,03/14/2023,30,30,0,0
22211,03/15/2023,24,22,2,0
22211,03/16/2023,15,15,0,0
22211,03/17/2023,10,10,0,0
22211,03/19/2023,48,44,4,0
22212,02/25/2023,17,17,0,0
22212,02/26/2023,2,2,0,0
22212,02/27/2023,1,1,0,0
22212,02/28/2023,1,1,0,0
22212,03/01/2023,3,3,0,0
22212,03/02/2023,11,11,0,0
22212,03/03/2023,6,6,0,0
22212,03/04/2023,13,13,0,0
22212,03/05/2023,32,32,0,0
22212,03/06/2023,2,2,0,0
22212,03/08/2023,3,3,0,0
22212,03/09/2023,6,6,0,0
22212,03/10/2023,2,2,0,0
22212,03/11/2023,2,2,0,0
22212,03/12/2023,25,21,4,0
22212,03/13/2023,1,1,0,0
22212,03/14/2023,5,5,0,0
22212,03/15/2023,1,1,0,0
22212,03/16/2023,4,4,0,0
22212,03/17/2023,7,3,4,0
22212,03/18/2023,1,1,0,0
22212,03/19/2023,7,7,0,0
22212,03/20/2023,5,5,0,0
22213,02/25/2023,4,4,0,0
22213,02/26/2023,10,10,0,0
22213,02/27/2023,15,15,0,0
22213,02/28/2023,2,2,0,0
22213,03/01/2023,58,50,8,0
22213,03/02/2023,11,11,0,0
22213,03/03/2023,5,5,0,0
22213,03/04/2023,23,19,4,0
22213,03/05/2023,36,36,0,0
22213,03/06/2023,1,1,0,0
22213,03/08/2023,4,4,0,0
22213,03/09/2023,2,2,0,0
22213,03/10/2023,18,18,0,0
22213,03/11/2023,35,29,6,0
22213,03/12/2023,6,6,0,0
22213,03/14/2023,44,44,0,0
22213,03/15/2023,3,3,0,0
22213,03/16/2023,6,6,0,0
22213,03/17/2023,22,22,0,0
22213,03/18/2023,11,11,0,0
22213,03/20/2023,6,6,0,0
22215,02/25/2023,2,2,0,0
22215,02/26/2023,1,1,0,0
22215,02/27/2023,12,12,0,0
22215,02/28/2023,2,2,0,0
22215,03/01/2023,1,1,0,0
22215,03/02/2023,13,13,0,0
22215,03/03/2023,20,20,0,0
22215,03/04/2023,42,42,0,0
22215,03/05/2023,34,34,0,0
22215,03/06/2023,5,5,0,0
22215,03/07/2023,34,30,4,0
22215,03/08/2023,39,25,12,2
22215,03/09/2023,49,33,16,0
22215,03/10/2023,34,20,14,0
22215,03/11/2023,9,9,0,0
22215,03/12/2023,118,110,8,0
22215,03/13/2023,31,23,8,0
22215,03/14/2023,28,18,10,0
22215,03/15/2023,17,9,8,0
22215,03/16/2023,34,24,10,0
22215,03/17/2023,6,6,0,0
22215,03/18/2023,16,16,0,0
22215,03/19/2023,64,44,20,0
22215,03/20/2023,77,49,28,0
22215,03/21/2023,40,34,6,0
22215,03/22/2023,20,20,0,0
22216,02/25/2023,2,2,0,0
22216,02/26/2023,8,8,0,0
22216,02/27/2023,55,51,4,0
22216,02/28/2023,128,38,80,10
22216,03/01/2023,82,40,42,0
22216,03/02/2023,58,56,2,0
22216,03/04/2023,10,10,0,0
22216,03/05/2023,28,12,16,0
22216,03/06/2023,90,46,44,0
22216,03/07/2023,1,1,0,0
22216,03/08/2023,30,30,0,0
22216,03/09/2023,5,5,0,0
22216,03/11/2023,20,16,4,0
22216,03/12/2023,9,9,0,0
22216,03/13/2023,2,2,0,0
22216,03/14/2023,4,4,0,0
22216,03/15/2023,16,8,8,0
22216,03/16/2023,7,7,0,0
22216,03/17/2023,2,2,0,0
22216,03/18/2023,2,2,0,0
22216,03/19/2023,1,1,0,0
22216,03/20/2023,14,12,2,0
22216,03/21/2023,7,7,0,0
22216,03/22/2023,6,6,0,0
22217,02/25/2023,8,8,0,0
22217,02/26/2023,5,5,0,0
22217,02/27/2023,3,3,0,0
22217,02/28/2023,2,2,0,0
22217,03/01/2023,10,10,0,0
22217,03/02/2023,10,10,0,0
22217,03/03/2023,6,6,0,0
22217,03/04/2023,6,6,0,0
22217,03/05/2023,6,6,0,0
22217,03/06/2023,2,2,0,0
22217,03/08/2023,16,2,14,0
22217,03/15/2023,4,4,0,0
22217,03/16/2023,4,4,0,0
22217,03/17/2023,1,1,0,0
22218,03/01/2023,15,15,0,0
22218,03/02/2023,3,3,0,0
22218,03/03/2023,25,25,0,0
22218,03/04/2023,27,27,0,0
22218,03/05/2023,16,16,0,0
22218,03/06/2023,12,12,0,0
22218,03/07/2023,22,20,2,0
22218,03/08/2023,10,10,0,0
22218,03/09/2023,10,10,0,0
22218,03/10/2023,34,34,0,0
22218,03/11/2023,7,7,0,0
22218,03/12/2023,6,6,0,0
22218,03/13/2023,26,26,0,0
22218,03/14/2023,30,30,0,0
22218,03/15/2023,46,38,8,0
22218,03/16/2023,1,1,0,0
22218,03/17/2023,19,19,0,0
22218,03/18/2023,41,41,0,0
22218,03/19/2023,31,31,0,0
22218,03/20/2023,4,4,0,0
22301,02/27/2023,54,38,14,2
22301,02/28/2023,45,29,8,8
22301,03/01/2023,30,26,2,2
22301,03/02/2023,81,55,20,6
22301,03/03/2023,38,30,6,2
22301,03/04/2023,2,2,0,0
22301,03/05/2023,7,7,0,0
22301,03/06/2023,83,71,8,4
22301,03/07/2023,44,32,10,2
22301,03/08/2023,71,41,16,14
22301,03/09/2023,71,43,12,16
22301,03/10/2023,13,9,4,0
22301,03/11/2023,90,38,52,0
22301,03/12/2023,48,24,24,0
22301,03/13/2023,21,21,0,0
22301,03/14/2023,45,35,8,2
22301,03/15/2023,65,53,10,2
22301,03/16/2023,10,10,0,0
22301,03/17/2023,63,43,12,8
22301,03/18/2023,7,7,0,0
22301,03/19/2023,12,12,0,0
22301,03/20/2023,19,13,2,4
22301,03/21/2023,29,25,4,0
22301,03/22/2023,24,12,6,6
22302,02/27/2023,5,5,0,0
22302,02/28/2023,24,22,2,0
22302,03/01/2023,2,2,0,0
22302,03/02/2023,3,3,0,0
22302,03/03/2023,24,24,0,0
22302,03/05/2023,50,18,32,0
22302,03/06/2023,28,22,6,0
22302,03/07/2023,7,7,0,0
22302,03/08/2023,2,2,0,0
22302,03/09/2023,1,1,0,0
22302,03/10/2023,3,3,0,0
22302,03/11/2023,5,5,0,0
22302,03/12/2023,3,3,0,0
22302,03/13/2023,13,11,2,0
22302,03/14/2023,5,5,0,0
22302,03/15/2023,19,19,0,0
22302,03/16/2023,1,1,0,0
22302,03/17/2023,5,5,0,0
22302,03/18/2023,6,6,0,0
22302,03/19/2023,3,1,2,0
22302,03/20/2023,4,4,0,0
22302,03/21/2023,4,4,0,0
22310,02/27/2023,9,5,4,0
22310,02/28/2023,10,10,0,0
22310,03/01/2023,2,2,0,0
22310,03/03/2023,3,3,0,0
22310,03/05/2023,3,3,0,0
22310,03/06/2023,5,5,0,0
22310,03/07/2023,4,4,0,0
22310,03/08/2023,3,3,0,0
22310,03/09/2023,2,2,0,0
22310,03/10/2023,3,3,0,0
22310,03/12/2023,1,1,0,0
22310,03/13/2023,2,2,0,0
22310,03/14/2023,20,20,0,0
22310,03/16/2023,66,66,0,0
22310,03/17/2023,10,10,0,0
22310,03/20/2023,5,5,0,0
22310,03/21/2023,5,5,0,0
22311,02/27/2023,2,2,0,0
22311,02/28/2023,1,1,0,0
22311,03/01/2023,10,10,0,0
22311,03/02/2023,11,11,0,0
22311,03/03/2023,8,8,0,0
22311,03/04/2023,3,3,0,0
22311,03/05/2023,4,4,0,0
22311,03/06/2023,11,11,0,0
22311,03/07/2023,10,10,0,0
22311,03/08/2023,2,0,2,0
22311,03/09/2023,14,14,0,0
22311,03/11/2023,8,6,2,0
22311,03/12/2023,4,4,0,0
22311,03/13/2023,3,3,0,0
22311,03/15/2023,10,10,0,0
22311,03/16/2023,10,10,0,0
22311,03/17/2023,465,325,140,0
22311,03/19/2023,4,4,0,0
22311,03/20/2023,8,8,0,0
22311,03/21/2023,5,3,2,0
22311,03/22/2023,1,1,0,0
22312,02/27/2023,31,31,0,0
22312,02/28/2023,2,2,0,0
22312,03/01/2023,18,18,0,0
22312,03/02/2023,3,3,0,0
22312,03/03/2023,2,2,0,0
22312,03/05/2023,12,12,0,0
22312,03/06/2023,18,18,0,0
22312,03/07/2023,28,26,2,0
22312,03/08/2023,18,18,0,0
22312,03/09/2023,1,1,0,0
22312,03/15/2023,1,1,0,0
22312,03/16/2023,12,12,0,0
22312,03/20/2023,29,29,0,0
22312,03/21/2023,7,7,0,0
22312,03/22/2023,19,17,2,0
22313,02/28/2023,69,69,0,0
22313,03/01/2023,34,34,0,0
22313,03/02/2023,35,35,0,0
22313,03/03/2023,39,35,2,2
22313,03/04/2023,37,35,2,0
22313,03/05/2023,106,88,18,0
22313,03/06/2023,34,34,0,0
22313,03/07/2023,34,32,2,0
22313,03/08/2023,30,30,0,0
22313,03/09/2023,39,37,2,0
22313,03/10/2023,8,8,0,0
22313,03/11/2023,36,36,0,0
22313,03/12/2023,18,18,0,0
22313,03/13/2023,28,28,0,0
22313,03/14/2023,30,30,0,0
22313,03/15/2023,38,38,0,0
22313,03/16/2023,15,15,0,0
22313,03/17/2023,9,9,0,0
22313,03/18/2023,19,19,0,0
22313,03/19/2023,50,50,0,0
22313,03/20/2023,86,82,4,0
22313,03/21/2023,64,60,4,0
22313,03/22/2023,51,51,0,0
22314,02/27/2023,592,198,232,162
22314,02/28/2023,774,278,270,226
22314,03/01/2023,631,199,300,132
22314,03/02/2023,762,302,296,164
22314,03/03/2023,1087,417,516,154
22314,03/04/2023,736,324,230,182
22314,03/05/2023,253,23,88,142
22314,03/06/2023,1090,250,358,482
22314,03/07/2023,762,188,296,278
22314,03/08/2023,939,205,358,376
22314,03/09/2023,672,176,240,256
22314,03/10/2023,173,47,78,48
22314,03/11/2023,746,194,372,180
22314,03/12/2023,179,31,88,60
22314,03/13/2023,619,117,242,260
22314,03/14/2023,387,147,150,90
22314,03/15/2023,614,264,186,164
22314,03/19/2023,523,87,134,302
22314,03/20/2023,779,195,308,276
22314,03/21/2023,745,229,254,262
22314,03/22/2023,534,104,134,296
22315,03/06/2023,70,64,6,0
22315,03/07/2023,11,11,0,0
22315,03/08/2023,35,25,10,0
22315,03/09/2023,46,26,20,0
22315,03/10/2023,80,60,20,0
22315,03/11/2023,11,9,2,0
22315,03/12/2023,9,9,0,0
22315,03/13/2023,45,33,12,0
22315,03/14/2023,8,8,0,0
22315,03/15/2023,109,79,30,0
22315,03/16/2023,1,1,0,0
22315,03/17/2023,70,58,12,0
22315,03/19/2023,1,1,0,0
22315,03/20/2023,72,66,6,0
22315,03/21/2023,8,8,0,0
22316,02/27/2023,87,85,2,0
22316,02/28/2023,113,113,0,0
22316,03/01/2023,32,32,0,0
22316,03/02/2023,158,150,8,0
22316,03/03/2023,73,73,0,0
22316,03/04/2023,50,50,0,0
22316,03/05/2023,56,56,0,0
22316,03/06/2023,76,70,6,0
22316,03/07/2023,66,66,0,0
22316,03/08/2023,70,70,0,0
22316,03/09/2023,169,139,30,0
22316,03/10/2023,126,80,42,4
22316,03/11/2023,68,68,0,0
22316,03/12/2023,71,59,12,0
22316,03/13/2023,44,42,2,0
22316,03/14/2023,19,17,2,0
22316,03/15/2023,29,29,0,0
22316,03/16/2023,50,50,0,0
22316,03/17/2023,63,61,2,0
22316,03/18/2023,3,3,0,0
22316,03/19/2023,51,49,2,0
22316,03/20/2023,49,49,0,0
22316,03/21/2023,129,119,10,0
22316,03/22/2023,73,73,0,0
22317,03/06/2023,6,6,0,0
22317,03/07/2023,20,14,6,0
22317,03/08/2023,6,6,0,0
22317,03/09/2023,9,9,0,0
22317,03/11/2023,3,3,0,0
22317,03/13/2023,6,6,0,0
22317,03/14/2023,12,12,0,0
22317,03/15/2023,16,16,0,0
22317,03/16/2023,3,3,0,0
22317,03/17/2023,45,43,2,0
22401,03/02/2023,4,4,0,0
22401,03/03/2023,3,3,0,0
22401,03/04/2023,16,16,0,0
22401,03/05/2023,17,13,4,0
22401,03/06/2023,1,1,0,0
22401,03/07/2023,4,4,0,0
22401,03/09/2023,3,1,2,0
22401,03/10/2023,10,10,0,0
22401,03/11/2023,4,2,2,0
22401,03/13/2023,4,4,0,0
22401,03/14/2023,29,29,0,0
22401,03/16/2023,7,7,0,0
22401,03/17/2023,9,7,2,0
22401,03/18/2023,18,12,6,0
22402,03/03/2023,28,26,2,0
22402,03/04/2023,45,27,18,0
22402,03/06/2023,5,5,0,0
22402,03/07/2023,1,1,0,0
22402,03/08/2023,16,16,0,0
22402,03/09/2023,9,7,0,2
22402,03/10/2023,6,4,2,0
22402,03/11/2023,1,1,0,0
22402,03/14/2023,3,3,0,0
22402,03/19/2023,1,1,0,0
22402,03/21/2023,1,1,0,0
22410,02/28/2023,1,1,0,0
22410,03/01/2023,206,192,14,0
22410,03/02/2023,343,265,78,0
22410,03/03/2023,162,162,0,0
22410,03/04/2023,12,8,4,0
22410,03/05/2023,40,40,0,0
22410,03/06/2023,197,195,2,0
22410,03/07/2023,241,233,8,0
22410,03/08/2023,98,96,2,0
22410,03/09/2023,86,86,0,0
22410,03/10/2023,135,133,2,0
22410,03/11/2023,57,57,0,0
22410,03/12/2023,64,64,0,0
22410,03/13/2023,63,61,2,0
22410,03/14/2023,99,93,6,0
22410,03/15/2023,308,262,46,0
22410,03/16/2023,48,48,0,0
22410,03/17/2023,244,238,6,0
22410,03/18/2023,40,36,4,0
22410,03/19/2023,103,93,10,0
22410,03/20/2023,120,118,2,0
22410,03/21/2023,130,128,2,0
22410,03/22/2023,122,112,10,0
22411,03/02/2023,1,1,0,0
22411,03/03/2023,99,99,0,0
22411,03/05/2023,1,1,0,0
22411,03/06/2023,307,301,6,0
22411,03/07/2023,340,330,10,0
22411,03/08/2023,18,18,0,0
22411,03/09/2023,29,27,2,0
22411,03/10/2023,140,84,56,0
22411,03/11/2023,2,2,0,0
22411,03/12/2023,21,21,0,0
22411,03/13/2023,8,8,0,0
22411,03/16/2023,76,62,14,0
22411,03/17/2023,51,51,0,0
22411,03/18/2023,5,5,0,0
22501,02/23/2023,78,20,52,6
22501,02/24/2023,14,14,0,0
22501,02/25/2023,142,56,58,28
22501,02/26/2023,213,123,66,24
22501,02/27/2023,110,110,0,0
22501,02/28/2023,170,82,74,14
22501,03/01/2023,4,4,0,0
22501,03/02/2023,80,32,30,18
22501,03/04/2023,99,61,32,6
22501,03/05/2023,92,50,36,6
22501,03/06/2023,139,77,52,10
22501,03/07/2023,7,7,0,0
22501,03/08/2023,6,6,0,0
22501,03/09/2023,58,30,28,0
22501,03/12/2023,53,23,26,4
22501,03/13/2023,123,35,88,0
22501,03/14/2023,53,25,28,0
22501,03/15/2023,88,26,62,0
22501,03/16/2023,96,36,56,4
22501,03/17/2023,4,4,0,0
22501,03/21/2023,7,7,0,0
22501,03/22/2023,6,6,0,0
22502,02/23/2023,1,1,0,0
22502,02/24/2023,2,2,0,0
22502,02/26/2023,1,1,0,0
22502,02/27/2023,2,2,0,0
22502,02/28/2023,4,2,2,0
22502,03/03/2023,2,2,0,0
22502,03/04/2023,6,6,0,0
22502,03/05/2023,2,2,0,0
22502,03/06/2023,25,21,4,0
22502,03/07/2023,20,14,6,0
22502,03/08/2023,22,22,0,0
22502,03/09/2023,18,18,0,0
22502,03/10/2023,5,5,0,0
22502,03/13/2023,6,6,0,0
22502,03/14/2023,1,1,0,0
22502,03/15/2023,32,32,0,0
22502,03/16/2023,6,6,0,0
22502,03/17/2023,5,5,0,0
22502,03/18/2023,2,2,0,0
22502,03/19/2023,2,2,0,0
22502,03/20/2023,4,4,0,0
22502,03/21/2023,9,9,0,0
22502,03/22/2023,7,7,0,0
22510,02/23/2023,10,10,0,0
22510,02/24/2023,11,11,0,0
22510,02/25/2023,15,13,2,0
22510,02/27/2023,1,1,0,0
22510,02/28/2023,2,2,0,0
22510,03/01/2023,25,25,0,0
22510,03/03/2023,16,12,4,0
22510,03/04/2023,6,6,0,0
22510,03/05/2023,4,4,0,0
22510,03/06/2023,1,1,0,0
22510,03/07/2023,7,7,0,0
22510,03/08/2023,2,0,0,2
22510,03/09/2023,13,13,0,0
22510,03/10/2023,5,5,0,0
22510,03/11/2023,16,16,0,0
22510,03/13/2023,1,1,0,0
22510,03/14/2023,1,1,0,0
22510,03/15/2023,1,1,0,0
22510,03/22/2023,1,1,0,0
22511,02/24/2023,2,2,0,0
22511,02/25/2023,110,94,16,0
22511,02/26/2023,38,30,8,0
22511,02/27/2023,47,37,10,0
22511,03/01/2023,1,1,0,0
22511,03/03/2023,3,3,0,0
22511,03/04/2023,13,13,0,0
22511,03/05/2023,33,23,10,0
22511,03/06/2023,3,3,0,0
22511,03/07/2023,1,1,0,0
22511,03/09/2023,1,1,0,0
22511,03/11/2023,31,21,10,0
22511,03/12/2023,16,16,0,0
22511,03/14/2023,9,9,0,0
22511,03/15/2023,5,5,0,0
22511,03/16/2023,1,1,0,0
22511,03/17/2023,2,2,0,0
22511,03/18/2023,2,2,0,0
22512,02/23/2023,3,3,0,0
22512,02/24/2023,2,2,0,0
22512,02/26/2023,2,2,0,0
22512,02/27/2023,11,9,2,0
22512,02/28/2023,17,17,0,0
22512,03/01/2023,2,2,0,0
22512,03/02/2023,20,16,4,0
22512,03/03/2023,5,5,0,0
22512,03/04/2023,10,10,0,0
22512,03/05/2023,5,5,0,0
22512,03/06/2023,3,3,0,0
22512,03/07/2023,2,2,0,0
22512,03/08/2023,1,1,0,0
22512,03/09/2023,11,11,0,0
22512,03/10/2023,3,3,0,0
22512,03/11/2023,13,13,0,0
22512,03/13/2023,1,1,0,0
22512,03/14/2023,1,1,0,0
22512,03/15/2023,1,1,0,0
22512,03/16/2023,2,2,0,0
22512,03/18/2023,17,11,6,0
22512,03/19/2023,1,1,0,0
22512,03/20/2023,2,2,0,0
22512,03/21/2023,2,2,0,0
22513,02/23/2023,6,6,0,0
22513,02/24/2023,29,25,4,0
22513,02/25/2023,6,4,2,0
22513,02/26/2023,6,6,0,0
22513,02/27/2023,8,8,0,0
22513,02/28/2023,25,25,0,0
22513,03/01/2023,15,15,0,0
22513,03/02/2023,13,13,0,0
22513,03/03/2023,21,21,0,0
22513,03/04/2023,4,2,2,0
22513,03/05/2023,16,16,0,0
22513,03/06/2023,41,41,0,0
22513,03/07/2023,38,38,0,0
22513,03/08/2023,14,14,0,0
22513,03/09/2023,8,8,0,0
22513,03/10/2023,17,17,0,0
22513,03/11/2023,49,47,2,0
22513,03/13/2023,7,7,0,0
22513,03/14/2023,7,7,0,0
22513,03/15/2023,18,18,0,0
22513,03/16/2023,4,4,0,0
22513,03/17/2023,5,5,0,0
22513,03/18/2023,3,3,0,0
22513,03/19/2023,2,2,0,0
22513,03/20/2023,29,29,0,0
22513,03/21/2023,38,38,0,0
22514,02/23/2023,1,1,0,0
22514,02/24/2023,5,5,0,0
22514,02/25/2023,3,3,0,0
22514,02/26/2023,64,56,8,0
22514,02/27/2023,34,30,4,0
22514,02/28/2023,27,27,0,0
22514,03/01/2023,7,7,0,0
22514,03/02/2023,25,25,0,0
22514,03/03/2023,2,2,0,0
22514,03/04/2023,12,12,0,0
22514,03/06/2023,37,37,0,0
22514,03/07/2023,33,33,0,0
22514,03/08/2023,16,16,0,0
22514,03/09/2023,8,8,0,0
22514,03/10/2023,22,22,0,0
22514,03/11/2023,3,3,0,0
22514,03/12/2023,1,1,0,0
22514,03/13/2023,3,3,0,0
22514,03/14/2023,7,7,0,0
22514,03/15/2023,27,27,0,0
22514,03/16/2023,35,35,0,0
22514,03/17/2023,36,36,0,0
22514,03/18/2023,1,1,0,0
22515,02/28/2023,1,1,0,0
22515,03/01/2023,7,7,0,0
22515,03/02/2023,1,1,0,0
22515,03/03/2023,8,6,2,0
22515,03/04/2023,5,5,0,0
22515,03/05/2023,20,14,6,0
22515,03/06/2023,4,4,0,0
22515,03/07/2023,23,23,0,0
22515,03/08/2023,6,6,0,0
22515,03/09/2023,20,12,8,0
22515,03/10/2023,5,5,0,0
22515,03/11/2023,4,4,0,0
22515,03/12/2023,8,4,4,0
22515,03/13/2023,1,1,0,0
22515,03/14/2023,20,20,0,0
22515,03/15/2023,1,1,0,0
22515,03/16/2023,5,5,0,0
22515,03/17/2023,15,15,0,0
22515,03/18/2023,1,1,0,0
22515,03/19/2023,20,16,4,0
22515,03/20/2023,9,9,0,0
22515,03/21/2023,14,14,0,0
22515,03/22/2023,2,2,0,0
22601,02/28/2023,5,5,0,0
22601,03/01/2023,2,2,0,0
22601,03/03/2023,4,0,2,2
22601,03/04/2023,93,43,38,12
22601,03/07/2023,2,2,0,0
22601,03/09/2023,3,3,0,0
22601,03/10/2023,11,9,2,0
22601,03/11/2023,18,18,0,0
22601,03/12/2023,1,1,0,0
22601,03/21/2023,27,27,0,0
22601,03/22/2023,1,1,0,0
22602,03/01/2023,13,13,0,0
22602,03/02/2023,1,1,0,0
22602,03/03/2023,34,34,0,0
22602,03/04/2023,3,3,0,0
22602,03/05/2023,4,4,0,0
22602,03/07/2023,10,8,2,0
22602,03/08/2023,2,2,0,0
22602,03/09/2023,17,17,0,0
22602,03/10/2023,2,2,0,0
22603,02/28/2023,29,29,0,0
22603,03/01/2023,1,1,0,0
22603,03/02/2023,2,2,0,0
22603,03/03/2023,9,9,0,0
22603,03/04/2023,22,20,2,0
22603,03/05/2023,13,13,0,0
22603,03/06/2023,2,2,0,0
22603,03/07/2023,1,1,0,0
22603,03/08/2023,4,4,0,0
