Id,ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
21223,3/18/2023,717,93,0,0,0,1.0900000333786,0,0
21223,3/19/2023,653,87,0,0,0,1.35000002384186,0,0
21223,3/20/2023,618,413,8,6,0,6.5,0.009999999776483,0.03999999910593
21223,3/21/2023,580,359,3,7,0,5.21999979019165,0.140000000596046,0.029999999329448
21223,3/22/2023,0,35,0,0,0,0.519999980926514,0,0
21224,2/28/2023,1440,0,0,0,0,0,0,0
21224,3/1/2023,1164,214,42,20,0,2.14000010490417,0.360000014305115,0.349999994039536
21224,3/2/2023,318,570,10,19,0,9.77000045776367,0.03999999910593,0.050000000745058
21224,3/3/2023,282,576,38,7,0.140000000596046,9.57999992370605,0.620000004768372,0.25
21224,3/4/2023,483,314,33,2,0,3.80999994277954,0.490000009536743,0.100000001490116
21224,3/5/2023,481,395,94,10,0,5.19999980926514,2.85999989509583,0.629999995231628
21224,3/6/2023,155,634,40,6,0,10.2200002670288,0.600000023841858,0.25
21224,3/7/2023,424,518,32,1,0,8.52000045776367,0.239999994635582,0.029999999329448
21224,3/8/2023,371,553,12,3,0,9,0.100000001490116,0.25
21224,3/9/2023,406,555,36,0,0,9.60000038146973,0.77999997138977,0
21224,3/10/2023,442,480,52,4,0,7.15999984741211,0.6700000166893,0.070000000298023
21224,3/11/2023,395,355,97,2,0,3.76999998092651,0.479999989271164,0.019999999552965
21224,3/12/2023,714,159,13,1,0,1.89999997615814,0.230000004172325,0.03999999910593
21224,3/13/2023,586,355,30,7,0.150000005960464,5.59000015258789,1.03999996185303,0.219999998807907
21224,3/14/2023,361,406,0,0,0,6.07999992370605,0,0
21224,3/15/2023,834,319,7,2,0,3.53999996185303,0.230000004172325,0.079999998211861
21224,3/16/2023,1126,208,0,0,0,2.53999996185303,0,0
21224,3/17/2023,477,24,0,0,0,0.479999989271164,0,0
21224,3/18/2023,650,390,6,2,0,4.8899998664856,0.119999997317791,0.029999999329448
21224,3/19/2023,491,279,0,0,0,3.6800000667572,0,0
21224,3/20/2023,1440,0,0,0,0,0,0,0
21225,2/28/2023,707,192,0,0,0,2.59999990463257,0,0
21225,3/1/2023,795,168,0,0,0,2.32999992370605,0,0
21225,3/2/2023,566,397,0,0,0,5.61999988555908,0,0
21225,3/3/2023,661,225,0,0,0,3.28999996185303,0,0
21225,3/4/2023,684,247,0,0,0,2.13000011444092,0,0
21225,3/5/2023,717,168,8,5,0,2.23000001907349,0.189999997615814,0.090000003576279
21225,3/6/2023,703,200,0,0,0,2.83999991416931,0,0
21225,3/7/2023,494,419,7,0,0,6.1399998664856,0.180000007152557,0
21225,3/8/2023,529,325,30,18,0,5.07000017166138,1.0900000333786,0.25
21225,3/9/2023,539,366,14,0,0,5.3600001335144,0.319999992847443,0
21225,3/10/2023,532,397,0,0,0,5.84000015258789,0,0
21225,3/11/2023,635,385,0,0,0,7.71999979019165,0,0
21225,3/12/2023,691,225,0,0,0,4.32000017166138,0,0
21225,3/13/2023,644,226,15,7,0,3.57999992370605,0.360000014305115,0.170000001788139
21225,3/14/2023,762,267,0,0,0,4.15999984741211,0,0
21225,3/15/2023,665,167,0,0,0,2.20000004768372,0,0
21225,3/16/2023,777,109,0,0,0,1.11000001430511,0,0
21225,3/17/2023,1296,144,0,0,0,1.35000002384186,0,0
21225,3/18/2023,785,144,8,6,0,1.91999995708466,0.119999997317791,0.209999993443489
21225,3/19/2023,826,136,0,0,0,1.79999995231628,0,0
21225,3/20/2023,502,431,0,0,0,8.90999984741211,0,0
21225,3/21/2023,475,442,0,0,0,7.76000022888184,0,0
21225,3/22/2023,0,31,0,0,0,0.560000002384186,0,0
21226,2/28/2023,423,473,0,0,0,7.53999996185303,0,0
21226,3/1/2023,569,339,16,76,0,4.84000015258789,0.430000007152557,3.9300000667572
21226,3/2/2023,306,460,8,94,0.019999999552965,7.17999982833862,0.109999999403954,4.03000020980835
21226,3/3/2023,510,371,0,0,0,5.78000020980835,0,0
21226,3/4/2023,527,245,18,36,0,3.82999992370605,1.28999996185303,2.95000004768372
21226,3/5/2023,526,294,0,0,0,4.17000007629395,0,0
21226,3/6/2023,549,382,13,1,0,5.30999994277954,0.270000010728836,0.059999998658895
21226,3/7/2023,530,347,5,24,0,4.73999977111816,0.330000013113022,1.87999999523163
21226,3/8/2023,517,293,0,0,0,4.09999990463257,0,0
21226,3/9/2023,1255,11,0,0,0,0.070000000298023,0,0
21226,3/10/2023,1264,43,0,0,0,0.28999999165535,0,0
21226,3/11/2023,1141,12,0,0,0,0.109999999403954,0,0
21226,3/12/2023,608,35,0,0,0,0.310000002384186,0,0
21226,3/13/2023,523,234,0,0,0,3.02999997138977,0,0
21226,3/14/2023,648,204,0,0,0,2.83999991416931,0,0
21226,3/15/2023,575,272,14,22,0,3.75,0.340000003576279,1.94000005722046
21226,3/16/2023,566,153,0,0,0,1.58000004291534,0,0
21226,3/17/2023,716,170,11,1,0,2.10999989509583,0,0
21226,3/18/2023,719,98,0,0,0,0.9200000166893,0,0
21226,3/19/2023,607,92,0,0,0,1.07000005245209,0,0
21226,3/20/2023,1066,367,7,0,0,6.03000020980835,0.209999993443489,0
21226,3/21/2023,579,402,4,46,0,5.78000020980835,0.319999992847443,4.30999994277954
21226,3/22/2023,78,202,7,2,0,2.92000007629395,0.029999999329448,0
21227,2/28/2023,91,545,23,134,0,11.1499996185303,0.939999997615814,9.77999973297119
21227,3/1/2023,310,524,32,139,0,9.92000007629395,0.899999976158142,10.4300003051758
21227,3/2/2023,332,476,19,69,0,7.92999982833862,0.589999973773956,4.26999998092651
21227,3/3/2023,1263,98,0,0,0,0.980000019073486,0,0
21227,3/4/2023,660,262,0,0,0,3.60999989509583,0,0
21227,3/5/2023,251,451,19,146,0,7.90999984741211,0.740000009536743,10.0299997329712
21227,3/6/2023,399,509,4,80,0,8.97999954223633,0.140000000596046,5.84000015258789
21227,3/7/2023,877,39,7,48,0,0.509999990463257,0.189999997615814,3.05999994277954
21227,3/8/2023,914,452,49,25,0,8.36999988555908,0.8299999833107,0.330000013113022
21227,3/9/2023,366,473,33,147,0,8.46000003814697,0.709999978542328,10.3999996185303
21227,3/10/2023,520,452,15,7,0,6.84000015258789,0.600000023841858,0.239999994635582
21227,3/11/2023,1012,375,26,27,0,5.80999994277954,0.689999997615814,1.66999995708466
21227,3/12/2023,351,402,42,89,0,7.55999994277954,1.23000001907349,6.44000005722046
21227,3/13/2023,305,485,19,111,0,10.7799997329712,0.730000019073486,7.80999994277954
21227,3/14/2023,302,412,83,142,0,7.96000003814697,3.24000000953674,8.44999980926514
21227,3/15/2023,387,486,19,78,0.009999999776483,10.2700004577637,0.660000026226044,5.44999980926514
21227,3/16/2023,500,340,44,80,0,4.80999994277954,0.959999978542328,5.07000017166138
21227,3/17/2023,1040,316,17,67,0,5.23999977111816,0.370000004768372,4.86999988555908
21227,3/18/2023,870,373,72,125,0.009999999776483,5.46000003814697,1.38999998569489,7.5
21227,3/19/2023,384,374,26,171,0,5.44999980926514,0.730000019073486,14.039999961853
21227,3/20/2023,383,498,6,129,0,8.47999954223633,0.180000007152557,11.2399997711182
21227,3/21/2023,337,583,9,60,0,10.3000001907349,0.28999999165535,4.3600001335144
21227,3/22/2023,0,55,11,51,0,0.610000014305115,0.319999992847443,3.89000010490417
21228,2/28/2023,1440,0,0,0,0,0,0,0
21228,3/1/2023,1391,49,0,0,0,0.600000023841858,0,0
21228,3/2/2023,633,325,4,7,0,4.80000019073486,0.209999993443489,0.569999992847443
21228,3/3/2023,645,301,10,21,0,4.57999992370605,0.209999993443489,1.22000002861023
21228,3/4/2023,1185,121,7,0,0.200000002980232,1.88999998569489,0.25,0
21228,3/5/2023,759,211,0,0,0,2.77999997138977,0,0
21228,3/6/2023,581,310,6,5,0,5.32999992370605,0.270000010728836,0.25
21228,3/7/2023,648,254,11,21,0,3.69000005722046,0.370000004768372,1.01999998092651
21228,3/8/2023,1098,330,2,10,0,4.63000011444092,0.050000000745058,0.540000021457672
21228,3/9/2023,524,331,7,0,0,5.28999996185303,0.070000000298023,0
21228,3/10/2023,606,282,10,0,0,4,0.280000001192093,0
21228,3/11/2023,125,159,0,0,0,2.4300000667572,0,0
21228,3/12/2023,573,112,2,50,0,1.10000002384186,0.090000003576279,3.72000002861023
21228,3/13/2023,744,286,9,0,0,4.46999979019165,0.25,0
21228,3/14/2023,485,228,0,0,0,3.33999991416931,0,0
21228,3/15/2023,507,302,21,0,0,4.73999977111816,0.709999978542328,0
21228,3/16/2023,708,107,0,0,0,1.60000002384186,0,0
21228,3/17/2023,624,106,0,0,0,1.69000005722046,0,0
21228,3/18/2023,566,190,0,0,0,3.00999999046326,0,0
21228,3/19/2023,711,185,0,0,0,2.99000000953674,0,0
21228,3/20/2023,540,377,0,0,0,5.90999984741211,0,0
21228,3/21/2023,682,281,5,15,0,4.40999984741211,0.189999997615814,1.48000001907349
21228,3/22/2023,96,101,0,0,0,1.67999994754791,0,0
21301,2/28/2023,764,267,0,0,0,5.55000019073486,0,0
21301,3/1/2023,721,288,11,3,0,5.23000001907349,0.550000011920929,0.209999993443489
21301,3/2/2023,735,269,6,3,0,5.30000019073486,0.340000003576279,0.209999993443489
21301,3/3/2023,715,244,0,0,0,4.55000019073486,0,0
21301,3/4/2023,770,214,0,0,0,3.92000007629395,0,0
21301,3/5/2023,810,174,0,0,0,3.73000001907349,0,0
21301,3/6/2023,726,250,0,0,0,5.51000022888184,0,0
21301,3/7/2023,687,286,6,4,0,4.78000020980835,0.349999994039536,0.28999999165535
21301,3/8/2023,705,279,9,10,0,5.40000009536743,0.469999998807907,0.730000019073486
21301,3/9/2023,714,303,0,0,0,6.6100001335144,0,0
21301,3/10/2023,658,362,18,5,0,7.03000020980835,0.939999997615814,0.360000014305115
21301,3/11/2023,754,263,7,5,0,4.90000009536743,0.28999999165535,0.409999996423721
21301,3/12/2023,701,372,8,0,0,7.1100001335144,0.25,0
21301,3/13/2023,680,294,41,10,0,5.69000005722046,1.36000001430511,0.479999989271164
21301,3/14/2023,724,291,12,16,0,5.28000020980835,0.409999996423721,1.1599999666214
21301,3/15/2023,836,250,50,19,0,3.88000011444092,1.75999999046326,1.17999994754791
21301,3/16/2023,745,266,2,22,0,5.26999998092651,0.109999999403954,1.74000000953674
21301,3/17/2023,744,223,7,35,0,4.28999996185303,0.239999994635582,2.45000004768372
21301,3/18/2023,831,239,3,15,0,5.8600001335144,0.150000005960464,1.12999999523163
21301,3/19/2023,735,297,10,5,0,6.8600001335144,0.400000005960464,0.360000014305115
21301,3/20/2023,580,275,10,18,0,5.51000022888184,0.479999989271164,1.41999995708466
21301,3/21/2023,788,232,6,7,0,4.25,0.270000010728836,0.490000009536743
21301,3/22/2023,567,91,0,0,0,1.60000002384186,0,0
21302,2/28/2023,679,289,0,0,0,4.96000003814697,0,0
21302,3/1/2023,604,326,9,0,0,5.96999979019165,0.200000002980232,0
21302,3/2/2023,584,378,12,1,0,7.73000001907349,0.709999978542328,0.070000000298023
21302,3/3/2023,603,236,22,13,0,3.22000002861023,0.620000004768372,0.649999976158142
21302,3/4/2023,491,232,0,0,0,4.82999992370605,0,0
21302,3/5/2023,576,364,0,0,0,7.55000019073486,0,0
21302,3/6/2023,686,322,7,1,0,5.19999980926514,0.300000011920929,0.070000000298023
21302,3/7/2023,663,305,0,0,0,5.23000001907349,0,0
21302,3/8/2023,683,324,0,0,0,5.44999980926514,0,0
21302,3/9/2023,610,331,0,0,0,6.26000022888184,0,0
21302,3/10/2023,725,308,0,0,0,5.8899998664856,0,0
21302,3/11/2023,564,338,22,13,0,7.3899998664856,0.9200000166893,0.939999997615814
21302,3/12/2023,938,342,0,0,0,5.65000009536743,0,0
21302,3/13/2023,550,392,0,0,0,8.35000038146973,0,0
21302,3/14/2023,533,378,41,56,0.009999999776483,6.8600001335144,2.20000004768372,3.63000011444092
21302,3/15/2023,477,392,50,71,0.009999999776483,6.78000020980835,2.98000001907349,4.90999984741211
21302,3/16/2023,462,378,87,35,0,6.96000003814697,3.05999994277954,2.23000001907349
21302,3/17/2023,824,272,17,2,0,4.69999980926514,1.04999995231628,0.140000000596046
21302,3/18/2023,788,224,0,0,0,3.49000000953674,0,0
21302,3/19/2023,564,236,9,67,0,4.51999998092651,0.509999990463257,5.07000017166138
21302,3/20/2023,865,213,14,4,0,3.79999995231628,0.600000023841858,0.300000011920929
21302,3/21/2023,618,309,20,27,0,5.61999988555908,0.930000007152557,1.91999995708466
21302,3/22/2023,215,141,0,0,0,2.57999992370605,0,0
21303,2/28/2023,607,326,64,20,0,6.32999992370605,1.86000001430511,1.19000005722046
21303,3/1/2023,611,329,31,7,0,6.38000011444092,0.740000009536743,0.379999995231628
21303,3/2/2023,587,333,9,0,0,6.09999990463257,0.319999992847443,0
21303,3/3/2023,902,274,14,3,0,5.78999996185303,0.540000021457672,0.090000003576279
21303,3/4/2023,442,282,7,5,0,7.01000022888184,0.310000002384186,0.300000011920929
21303,3/5/2023,573,267,18,3,0,5.94000005722046,0.660000026226044,0.150000005960464
21303,3/6/2023,547,314,26,4,0,6.73999977111816,0.980000019073486,0.280000001192093
21303,3/7/2023,674,284,15,4,0,4.84000015258789,0.620000004768372,0.180000007152557
21303,3/8/2023,510,359,72,24,0,5.67000007629395,1.30999994277954,1.27999997138977
21303,3/9/2023,572,348,67,21,0,7.01999998092651,2.07999992370606,1.32000005245209
21303,3/10/2023,561,274,30,4,0,6.15999984741211,1.4099999666214,0.28999999165535
21303,3/11/2023,680,228,0,0,0,4.76000022888184,0,0
21303,3/12/2023,1228,212,0,0,0,4.17000007629395,0,0
21303,3/13/2023,566,257,0,0,0,4.6100001335144,0,0
21303,3/14/2023,644,219,23,7,0,3.64000010490417,0.709999978542328,0.419999986886978
21303,3/15/2023,693,222,29,1,0,3.94000005722046,1.11000001430511,0.029999999329448
21303,3/16/2023,601,294,26,7,0,5.19999980926514,0.660000026226044,0.360000014305115
21303,3/17/2023,547,340,9,0,0,6.69999980926514,0.219999998807907,0
21303,3/18/2023,608,284,0,0,0,5.44999980926514,0,0
21303,3/19/2023,1154,274,11,1,0,5.63000011444092,0.400000005960464,0.079999998211861
21303,3/20/2023,576,327,48,16,0,6.28999996185303,1.72000002861023,0.75
21303,3/21/2023,407,356,30,13,0,6.69999980926514,0.97000002861023,0.769999980926514
21303,3/22/2023,1440,0,0,0,0,0,0,0
21304,2/28/2023,732,238,0,0,0,3.47000002861023,0,0
21304,3/1/2023,717,236,0,0,0,3.73000001907349,0,0
21304,3/2/2023,689,232,10,0,0,3.33999991416931,0.140000000596046,0
21304,3/3/2023,699,199,22,20,0,2.22000002861023,0.400000005960464,0.52999997138977
21304,3/4/2023,671,204,40,14,0,2.3199999332428,1.14999997615814,0.879999995231628
21304,3/5/2023,567,203,19,42,0,2.39000010490417,0.270000010728836,1.3400000333786
21304,3/6/2023,788,174,0,0,0,2.22000002861023,0,0
21304,3/7/2023,728,199,0,0,0,3.14000010490417,0,0
21304,3/8/2023,640,223,0,0,0,2.90000009536743,0,0
21304,3/9/2023,697,303,0,0,0,4.3600001335144,0,0
21304,3/10/2023,764,272,8,0,0,3.80999994277954,0.140000000596046,0
21304,3/11/2023,819,185,0,0,0,2.60999989509583,0,0
21304,3/12/2023,649,233,17,27,0,4.53999996185303,0.319999992847443,1.37000000476837
21304,3/13/2023,697,116,44,89,0,1.49000000953674,0.689999997615814,4.71000003814697
21304,3/14/2023,535,146,53,44,0,2.73000001907349,1.26999998092651,2.8199999332428
21304,3/15/2023,971,174,0,0,0,2.34999990463257,0,0
21304,3/16/2023,637,187,0,0,0,2.25999999046326,0,0
21304,3/17/2023,635,197,0,0,0,2.59999990463257,0,0
21304,3/18/2023,655,137,0,0,0,1.63999998569489,0,0
21304,3/19/2023,631,153,12,9,0,2.05999994277954,0.140000000596046,0.019999999552965
21304,3/20/2023,828,170,0,0,0,1.92999994754791,0,0
21304,3/21/2023,774,153,0,0,0,1.79999995231628,0,0
21304,3/22/2023,260,96,0,0,0,1.51999998092651,0,0
21305,2/28/2023,1440,0,0,0,0,0,0,0
21305,3/1/2023,1224,206,9,1,0,3.53999996185303,0.239999994635582,0.079999998211861
21305,3/2/2023,724,247,0,0,0,4.30000019073486,0,0
21305,3/3/2023,594,251,0,0,0,4.59999990463257,0,0
21305,3/4/2023,1376,41,4,19,0,0.9200000166893,0.209999993443489,1.35000002384186
21305,3/5/2023,693,123,0,0,0,1.52999997138977,0,0
21305,3/6/2023,740,228,7,1,0,2.80999994277954,0.150000005960464,0.019999999552965
21305,3/7/2023,627,280,0,0,0,5.32999992370605,0,0
21305,3/8/2023,493,345,0,0,0,5.03999996185303,0,0
21305,3/9/2023,608,292,0,0,0,4.84999990463257,0,0
21305,3/10/2023,485,358,6,8,0,5.09000015258789,0.219999998807907,0.439999997615814
21305,3/11/2023,837,209,0,0,0,2.79999995231628,0,0
21305,3/12/2023,727,136,11,2,0,2,0.28999999165535,0.090000003576279
21305,3/13/2023,601,261,0,0,0,3.14000010490417,0,0
21305,3/14/2023,718,221,0,0,0,3.51999998092651,0,0
21305,3/15/2023,780,194,0,0,0,1.97000002861023,0,0
21305,3/16/2023,666,261,0,0,0,3.69000005722046,0,0
21305,3/17/2023,749,199,0,0,0,2.70000004768372,0,0
21305,3/18/2023,760,194,0,0,0,2.92000007629395,0,0
21305,3/19/2023,1205,213,15,7,0,3.98000001907349,0.439999997615814,0.300000011920929
21305,3/20/2023,660,258,0,0,0,4.46000003814697,0,0
21305,3/21/2023,772,181,0,0,0,3.17000007629395,0,0
21305,3/22/2023,516,121,5,0,0,2.34999990463257,0.25,0
21306,2/28/2023,681,346,7,1,0,4.86999988555908,0.310000002384186,0.070000000298023
21306,3/1/2023,672,238,12,1,0,3.44000005722046,0.25,0.03999999910593
21306,3/2/2023,586,343,0,0,0,4.53999996185303,0,0
21306,3/3/2023,668,295,0,0,0,4.48999977111816,0,0
21306,3/4/2023,653,237,6,0,0,4.34000015258789,0.330000013113022,0
21306,3/5/2023,648,221,0,0,0,3.47000002861023,0,0
21306,3/6/2023,541,387,68,6,0,5.21000003814697,1.14999997615814,0.28999999165535
21306,3/7/2023,698,308,7,0,0,4.84999990463257,0.200000002980232,0
21306,3/8/2023,685,310,18,4,0,4.13000011444092,0.280000001192093,0.129999995231628
21306,3/9/2023,658,282,44,9,0,3.46000003814697,0.790000021457672,0.200000002980232
21306,3/10/2023,558,179,11,0,0,2.23000001907349,0.189999997615814,0
21306,3/11/2023,729,257,0,0,0,3.91000008583069,0,0
21306,3/12/2023,740,206,9,0,0,3.92000007629395,0.490000009536743,0
21306,3/13/2023,805,192,5,8,0,2.00999999046326,0.100000001490116,0.129999995231628
21306,3/14/2023,525,228,0,0,0,2.54999995231628,0,0
21306,3/15/2023,697,215,0,0,0,3.07999992370605,0,0
21306,3/16/2023,731,245,8,0,0,3.50999999046326,0.150000005960464,0
21306,3/17/2023,735,239,0,0,0,3.15000009536743,0,0
21306,3/18/2023,733,179,0,0,0,1.78999996185303,0,0
21306,3/19/2023,552,178,0,0,0,2.39000010490417,0,0
21306,3/20/2023,625,422,49,2,0,5.30000019073486,0.519999980926514,0.059999998658895
21306,3/21/2023,681,262,18,1,0,3.28999996185303,0.230000004172325,0.029999999329448
21306,3/22/2023,0,0,0,0,0,0,0,0
21307,2/28/2023,1203,237,0,0,0,4.1100001335144,0,0
21307,3/1/2023,660,332,11,0,0,5.94999980926514,0.400000005960464,0
21307,3/2/2023,597,360,0,0,0,5.44000005722046,0,0
21307,3/3/2023,550,285,10,0,0,4.19000005722046,0.070000000298023,0
21307,3/4/2023,629,317,14,13,0,4.6100001335144,0.280000001192093,0.560000002384186
21307,3/5/2023,781,269,8,6,0,4.5,0.189999997615814,0.259999990463257
21307,3/6/2023,639,195,0,0,0,2.75,0,0
21307,3/7/2023,642,279,13,2,0,3.92000007629395,0.730000019073486,0.140000000596046
21307,3/8/2023,721,277,0,0,0,3.99000000953674,0,0
21307,3/9/2023,685,311,0,0,0,5.80000019073486,0,0
21307,3/10/2023,577,329,24,1,0,5.23999977111816,0.730000019073486,0.070000000298023
21307,3/11/2023,636,291,37,2,0,4.28999996185303,0.889999985694885,0.100000001490116
21307,3/12/2023,752,195,12,6,0,2.22000002861023,0.140000000596046,0.170000001788139
21307,3/13/2023,596,240,0,0,0,4.67000007629395,0,0
21307,3/14/2023,1157,157,27,5,0,2.82999992370605,1.11000001430511,0.03999999910593
21307,3/15/2023,805,228,0,0,0,4.5,0,0
21307,3/16/2023,604,137,0,0,0,2.76999998092651,0,0
21307,3/17/2023,836,285,97,50,0,4.17000007629395,1.73000001907349,1.19000005722046
21307,3/18/2023,1323,94,17,6,0,1.6599999666214,0.259999990463257,0.180000007152557
21307,3/19/2023,643,317,0,0,0,5.98000001907349,0,0
21307,3/20/2023,572,241,0,0,0,3.53999996185303,0,0
21307,3/21/2023,663,244,0,0,0,4.28000020980835,0,0
21307,3/22/2023,344,132,0,0,0,2.42000007629395,0,0
21308,3/1/2023,1440,0,0,0,0,0,0,0
21308,3/2/2023,1440,0,0,0,0,0,0,0
21308,3/3/2023,1440,0,0,0,0,0,0,0
21308,3/4/2023,1440,0,0,0,0,0,0,0
21308,3/5/2023,1440,0,0,0,0,0,0,0
21308,3/6/2023,1412,28,0,0,0,0.449999988079071,0,0
21308,3/7/2023,1440,0,0,0,0,0,0,0
21308,3/8/2023,1440,0,0,0,0,0,0,0
21308,3/9/2023,1440,0,0,0,0,0,0,0
21308,3/10/2023,925,0,0,0,0,0,0,0
21311,2/28/2023,699,393,0,0,0,6.90000009536743,0,0
21311,3/1/2023,731,308,0,0,0,6.32000017166138,0,0
21311,3/2/2023,591,353,0,0,0,5.80999994277954,0,0
21311,3/3/2023,434,319,21,7,0,6.13000011444092,0.910000026226044,0.509999990463257
21311,3/4/2023,520,124,0,0,0,1.64999997615814,0,0
21311,3/5/2023,11,148,8,0,0,1.97000002861023,0.159999996423721,0
21311,3/6/2023,791,374,0,0,0,6.03999996185303,0,0
21311,3/7/2023,675,374,9,2,0,5.67999982833862,0.310000002384186,0.129999995231628
21311,3/8/2023,700,302,31,7,0,4.3899998664856,0.589999973773956,0.349999994039536
21311,3/9/2023,637,364,5,1,0,6.51000022888184,0.150000005960464,0.070000000298023
21311,3/10/2023,442,405,50,8,0,7.30999994277954,1.37999999523163,0.129999995231628
21311,3/11/2023,558,6,0,0,0,0.050000000745058,0,0
21311,3/12/2023,1440,0,0,0,0,0,0,0
21311,3/13/2023,1440,0,0,0,0,0,0,0
21311,3/14/2023,1440,0,0,0,0,0,0,0
21311,3/15/2023,1440,0,0,0,0,0,0,0
21311,3/16/2023,1440,0,0,0,0,0,0,0
21311,3/17/2023,1440,0,0,0,0,0,0,0
21311,3/18/2023,1440,0,0,0,0,0,0,0
21311,3/19/2023,1440,0,0,0,0,0,0,0
21311,3/20/2023,1440,0,0,0,0,0,0,0
21311,3/21/2023,1070,370,0,0,0,6.03000020980835,0,0
21311,3/22/2023,195,204,0,0,0,3.91000008583069,0,0
21312,2/28/2023,440,438,140,10,0,7.65000009536743,4.17000007629395,0.629999995231628
21312,3/1/2023,440,431,128,12,0,7.76000022888184,4.17000007629395,0.699999988079071
21312,3/2/2023,454,370,144,33,0,6.21000003814697,3.94000005722046,1.27999997138977
21312,3/3/2023,515,377,78,38,0,7.15000009536743,2.52999997138977,3.34999990463257
21312,3/4/2023,545,356,0,0,0,5.32000017166138,0,0
21312,3/5/2023,750,308,0,0,0,4.07000017166138,0,0
21312,3/6/2023,472,407,129,15,0,6.69999980926514,2.89000010490417,0.759999990463257
21312,3/7/2023,716,172,0,0,0,2.11999988555908,0,0
21312,3/8/2023,541,536,105,17,0,10.1700000762939,3.41000008583069,0.709999978542328
21312,3/9/2023,540,503,9,15,0,9.98999977111816,0.449999988079071,1.13999998569489
21312,3/10/2023,573,509,78,19,0,10.2799997329712,2.41000008583069,0.899999976158142
21312,3/11/2023,691,245,0,0,0,3.33999991416931,0,0
21312,3/12/2023,742,286,0,0,0,4.53000020980835,0,0
21312,3/13/2023,1202,137,0,0,0,1.62999999523163,0,0
21312,3/14/2023,522,244,38,1,0,3.6800000667572,0.660000026226044,0.009999999776483
21312,3/15/2023,742,255,0,0,0,4.09000015258789,0,0
21312,3/16/2023,678,225,0,0,0,2.57999992370605,0,0
21312,3/17/2023,776,201,0,0,0,2.61999988555908,0,0
21312,3/18/2023,918,90,0,0,0,1.38999998569489,0,0
21312,3/19/2023,1141,219,63,17,0,3.3199999332428,1.99000000953674,0.620000004768372
21312,3/20/2023,936,444,43,17,0,8.13000011444092,1.29999995231628,1.00999999046326
21312,3/21/2023,878,439,94,29,0,8.8100004196167,3.59999990463257,2.05999994277954
21312,3/22/2023,264,224,0,0,0,4.26000022888184,0,0
21313,2/28/2023,723,206,0,0,0,3.25999999046326,0,0
21313,3/1/2023,621,274,0,0,0,3.77999997138977,0,0
21313,3/2/2023,502,254,12,16,0,3.70000004768372,0.259999990463257,0.239999994635582
21313,3/3/2023,594,238,0,0,0,3.97000002861023,0,0
21313,3/4/2023,533,250,0,0,0,3.4300000667572,0,0
21313,3/5/2023,693,218,0,0,0,3.13000011444092,0,0
21313,3/6/2023,349,491,52,22,0,8.65999984741211,1.45000004768372,1.47000002861023
21313,3/7/2023,341,498,24,32,0,9.75,0.939999997615814,2.71000003814697
21313,3/8/2023,434,455,43,39,0,8.14000034332275,1.53999996185303,2.57999992370605
21313,3/9/2023,350,459,21,17,0,8.21000003814697,0.910000026226044,1.36000001430511
21313,3/10/2023,540,397,61,22,0,7.26000022888184,1.62999999523163,1.75999999046326
21313,3/11/2023,578,139,2,8,0,1.94000005722046,0.109999999403954,0.569999992847443
21313,3/12/2023,1330,103,7,0,0.400000005960464,1,0.070000000298023,0
21313,3/13/2023,657,153,0,0,0,1.75999999046326,0,0
21313,3/14/2023,768,176,0,0,0,1.89999997615814,0,0
21313,3/15/2023,627,196,0,0,0,2.86999988555908,0,0
21313,3/16/2023,592,199,0,0,0,2.74000000953674,0,0
21313,3/17/2023,539,262,42,19,0.639999985694885,4.53999996185303,1.27999997138977,0.620000004768372
21313,3/18/2023,870,229,39,4,0,3.98000001907349,1.96000003814697,0.280000001192093
21313,3/19/2023,727,193,0,0,0,2.49000000953674,0,0
21313,3/20/2023,429,380,96,16,0,6.30999994277954,3.13000011444092,1.28999996185303
21313,3/21/2023,1436,4,0,0,0,0.029999999329448,0,0
21313,3/22/2023,42,241,11,14,0,4.15999984741211,0.409999996423721,1.25999999046326
21314,2/28/2023,591,400,43,6,0,6.13000011444092,1.13999998569489,0.230000004172325
21314,3/1/2023,537,457,10,0,0,6.94000005722046,0.129999995231628,0
21314,3/2/2023,656,405,33,7,0,6.67000007629395,0.930000007152557,0.639999985694885
21314,3/3/2023,352,432,7,0,0,7.13000011444092,0.270000010728836,0
21314,3/4/2023,575,198,0,0,0,2.4300000667572,0,0
21314,3/5/2023,802,112,0,0,0,1.36000001430511,0,0
21314,3/6/2023,760,395,11,7,0,5.96000003814697,0.259999990463257,0.610000014305115
21314,3/7/2023,532,440,15,3,0,6.44999980926514,0.52999997138977,0.170000001788139
21314,3/8/2023,507,414,30,1,0,6.53000020980835,0.680000007152557,0
21314,3/9/2023,608,381,9,0,0,5.90000009536743,0.219999998807907,0
21314,3/10/2023,501,420,119,5,0,6.32999992370605,2.53999996185303,0.280000001192093
21314,3/11/2023,618,227,7,0,0,3.07999992370605,0.280000001192093,0
21314,3/12/2023,728,144,0,0,0,1.72000002861023,0,0
21314,3/13/2023,689,200,0,0,0,2.54999995231628,0,0
