Id,ActivityDay,StepTotal
22115,3/9/2023,10929
22115,3/10/2023,10039
22115,3/11/2023,3003
22115,3/12/2023,4001
22115,3/13/2023,8734
22115,3/14/2023,7069
22115,3/15/2023,4197
22115,3/16/2023,5324
22115,3/17/2023,8172
22115,3/18/2023,9744
22115,3/19/2023,5077
22115,3/20/2023,11078
22115,3/21/2023,10634
22115,3/22/2023,5683
22116,2/25/2023,9832
22116,2/26/2023,9719
22116,2/27/2023,13826
22116,2/28/2023,15821
22116,3/1/2023,12305
22116,3/2/2023,11394
22116,3/3/2023,9639
22116,3/4/2023,6447
22116,3/5/2023,13228
22116,3/6/2023,10638
22116,3/7/2023,13684
22116,3/8/2023,10021
22116,3/9/2023,11774
22116,3/10/2023,11466
22116,3/11/2023,5562
22116,3/12/2023,10016
22116,3/13/2023,7871
22116,3/14/2023,8940
22116,3/15/2023,7163
22116,3/16/2023,6749
22116,3/17/2023,13386
22116,3/18/2023,8352
22116,3/19/2023,5304
22116,3/20/2023,11971
22116,3/21/2023,12554
22116,3/22/2023,5819
22117,2/25/2023,2754
22117,2/26/2023,1776
22117,2/27/2023,6591
22117,2/28/2023,11992
22117,3/1/2023,7781
22117,3/2/2023,7664
22117,3/3/2023,5635
22117,3/4/2023,10245
22117,3/5/2023,7860
22117,3/6/2023,7775
22117,3/7/2023,6546
22117,3/8/2023,6798
22117,3/9/2023,7577
22117,3/10/2023,8096
22117,3/11/2023,4429
22117,3/12/2023,1324
22117,3/13/2023,16749
22117,3/14/2023,2770
22117,3/15/2023,2174
22117,3/16/2023,0
22117,3/17/2023,0
22117,3/18/2023,0
22117,3/19/2023,0
22117,3/20/2023,0
22117,3/21/2023,0
22117,3/22/2023,0
22118,2/25/2023,10297
22118,2/26/2023,9995
22118,2/27/2023,5863
22118,2/28/2023,9606
22118,3/1/2023,15314
22118,3/2/2023,10301
22118,3/3/2023,9617
22118,3/4/2023,17242
22118,3/5/2023,15693
22118,3/6/2023,8445
22118,3/7/2023,10581
22118,3/8/2023,13967
22118,3/9/2023,10090
22118,3/10/2023,12526
22118,3/11/2023,22427
22118,3/12/2023,15915
22118,3/13/2023,4889
22118,3/14/2023,6226
22118,3/15/2023,10867
22118,3/16/2023,4563
22118,3/17/2023,12252
22118,3/18/2023,9332
22118,3/19/2023,4357
22118,3/20/2023,0
22119,2/25/2023,6349
22119,2/26/2023,6037
22119,2/27/2023,11205
22119,2/28/2023,12092
22119,3/1/2023,13938
22119,3/2/2023,10147
22119,3/3/2023,10052
22119,3/4/2023,2608
22119,3/5/2023,5052
22119,3/6/2023,10510
22119,3/7/2023,8715
22119,3/8/2023,6155
22119,3/9/2023,8165
22119,3/10/2023,10388
22119,3/11/2023,5144
22119,3/12/2023,4831
22119,3/13/2023,3660
22119,3/14/2023,7455
22119,3/15/2023,10067
22119,3/16/2023,2946
22119,3/17/2023,6862
22119,3/18/2023,6656
22119,3/19/2023,6435
22119,3/20/2023,7073
22119,3/21/2023,8272
22119,3/22/2023,5677
22120,2/25/2023,12692
22120,2/26/2023,10227
22120,2/27/2023,10344
22120,2/28/2023,10844
22120,3/1/2023,7495
22120,3/2/2023,12457
22120,3/3/2023,5613
22120,3/4/2023,11915
22120,3/5/2023,10378
22120,3/6/2023,10223
22120,3/7/2023,10061
22120,3/8/2023,6000
22120,3/9/2023,12003
22120,3/10/2023,6433
22120,3/11/2023,5343
22120,3/12/2023,327
22120,3/13/2023,6385
22120,3/14/2023,5761
22120,3/15/2023,6103
22120,3/16/2023,7319
22120,3/17/2023,324
22120,3/18/2023,8611
22120,3/19/2023,7623
22120,3/20/2023,8405
22120,3/21/2023,8966
22120,3/22/2023,5819
22201,2/25/2023,0
22202,2/25/2023,5108
22202,2/26/2023,4673
22202,2/27/2023,4650
22202,2/28/2023,10470
22202,3/1/2023,5005
22202,3/2/2023,5373
22202,3/3/2023,10040
22202,3/4/2023,10927
22202,3/5/2023,8487
22202,3/6/2023,7134
22202,3/7/2023,4561
22202,3/8/2023,5557
22202,3/9/2023,4693
22202,3/10/2023,3863
22202,3/11/2023,3148
22202,3/12/2023,7480
22202,3/13/2023,3556
22202,3/14/2023,4979
22202,3/15/2023,5619
22202,3/16/2023,4866
22202,3/17/2023,11048
22202,3/18/2023,739
22202,3/19/2023,0
22202,3/20/2023,5126
22202,3/21/2023,5143
22202,3/22/2023,3612
22203,2/25/2023,0
22204,2/25/2023,6758
22204,2/26/2023,5301
22204,2/27/2023,6196
22204,2/28/2023,5313
22204,3/1/2023,4096
22204,3/2/2023,5058
22204,3/3/2023,5097
22204,3/4/2023,8684
22204,3/5/2023,7118
22204,3/6/2023,4622
22204,3/7/2023,7150
22204,3/8/2023,0
22204,3/9/2023,0
22204,3/10/2023,0
22204,3/11/2023,1943
22204,3/12/2023,4635
22204,3/13/2023,4048
22204,3/14/2023,3653
22204,3/15/2023,4996
22204,3/16/2023,5977
22204,3/17/2023,48
22204,3/18/2023,11
22204,3/19/2023,2857
22204,3/20/2023,2935
22204,3/21/2023,2930
22204,3/22/2023,3553
22210,2/25/2023,4970
22210,2/26/2023,12874
22210,2/27/2023,13984
22210,2/28/2023,6773
22210,3/1/2023,14322
22210,3/2/2023,9110
22210,3/3/2023,11567
22210,3/4/2023,11125
22210,3/5/2023,5863
22210,3/6/2023,13682
22210,3/7/2023,5637
22210,3/8/2023,5152
22210,3/9/2023,10054
22210,3/10/2023,5816
22210,3/11/2023,6203
22210,3/12/2023,5710
22210,3/13/2023,8354
22210,3/14/2023,10105
22210,3/15/2023,8403
22210,3/16/2023,4593
22210,3/17/2023,6192
22210,3/18/2023,6086
22210,3/19/2023,5506
22210,3/20/2023,5352
22210,3/21/2023,4286
22210,3/22/2023,2279
22211,2/25/2023,0
22211,2/26/2023,0
22211,2/27/2023,0
22211,2/28/2023,0
22211,3/1/2023,373
22211,3/2/2023,0
22211,3/3/2023,0
22211,3/4/2023,0
22211,3/5/2023,0
22211,3/6/2023,0
22211,3/7/2023,6647
22211,3/8/2023,7206
22211,3/9/2023,6501
22211,3/10/2023,5354
22211,3/11/2023,7516
22211,3/12/2023,61
22211,3/13/2023,3865
22211,3/14/2023,6107
22211,3/15/2023,3603
22211,3/16/2023,4300
22211,3/17/2023,2997
22211,3/18/2023,3323
22211,3/19/2023,2674
22211,3/20/2023,1062
22212,2/25/2023,5667
22212,2/26/2023,7461
22212,2/27/2023,10232
22212,2/28/2023,7106
22212,3/1/2023,7361
22212,3/2/2023,8831
22212,3/3/2023,11751
22212,3/4/2023,8232
22212,3/5/2023,10170
22212,3/6/2023,8125
22212,3/7/2023,9413
22212,3/8/2023,8292
22212,3/9/2023,10057
22212,3/10/2023,9894
22212,3/11/2023,7873
22212,3/12/2023,12852
22212,3/13/2023,7636
22212,3/14/2023,9222
22212,3/15/2023,6705
22212,3/16/2023,6475
22212,3/17/2023,5921
22212,3/18/2023,6697
22212,3/19/2023,2571
22212,3/20/2023,10000
22212,3/21/2023,8190
22212,3/22/2023,0
22213,2/25/2023,4511
22213,2/26/2023,3279
22213,2/27/2023,6641
22213,2/28/2023,7175
22213,3/1/2023,9620
22213,3/2/2023,5985
22213,3/3/2023,7928
22213,3/4/2023,8673
22213,3/5/2023,4113
22213,3/6/2023,6444
22213,3/7/2023,5242
22213,3/8/2023,6293
22213,3/9/2023,6557
22213,3/10/2023,8672
22213,3/11/2023,6284
22213,3/12/2023,4472
22213,3/13/2023,2251
22213,3/14/2023,5147
22213,3/15/2023,4897
22213,3/16/2023,3148
22213,3/17/2023,4237
22213,3/18/2023,5139
22213,3/19/2023,2232
22213,3/20/2023,5143
22213,3/21/2023,4724
22213,3/22/2023,2540
22215,2/25/2023,2927
22215,2/26/2023,7180
22215,2/27/2023,8071
22215,2/28/2023,5721
22215,3/1/2023,6043
22215,3/2/2023,7071
22215,3/3/2023,10055
22215,3/4/2023,10048
22215,3/5/2023,7631
22215,3/6/2023,7472
22215,3/7/2023,10163
22215,3/8/2023,10128
22215,3/9/2023,11013
22215,3/10/2023,10112
22215,3/11/2023,7030
22215,3/12/2023,12657
22215,3/13/2023,13474
22215,3/14/2023,10297
22215,3/15/2023,10065
22215,3/16/2023,10297
22215,3/17/2023,8754
22215,3/18/2023,8506
22215,3/19/2023,13508
22215,3/20/2023,14040
22215,3/21/2023,12918
22215,3/22/2023,3880
22216,2/25/2023,5663
22216,2/26/2023,6341
22216,2/27/2023,12206
22216,2/28/2023,12507
22216,3/1/2023,12888
22216,3/2/2023,11994
22216,3/3/2023,3752
22216,3/4/2023,5182
22216,3/5/2023,8267
22216,3/6/2023,13740
22216,3/7/2023,3750
22216,3/8/2023,4960
22216,3/9/2023,6449
22216,3/10/2023,5951
22216,3/11/2023,5250
22216,3/12/2023,4742
22216,3/13/2023,6950
22216,3/14/2023,11438
22216,3/15/2023,3372
22216,3/16/2023,4711
22216,3/17/2023,4717
22216,3/18/2023,5687
22216,3/19/2023,4438
22216,3/20/2023,10216
22216,3/21/2023,7589
22216,3/22/2023,5971
22217,2/25/2023,6512
22217,2/26/2023,2762
22217,2/27/2023,9553
22217,2/28/2023,6085
22217,3/1/2023,9022
22217,3/2/2023,8571
22217,3/3/2023,7031
22217,3/4/2023,4163
22217,3/5/2023,1620
22217,3/6/2023,9739
22217,3/7/2023,7852
22217,3/8/2023,8269
22217,3/9/2023,8269
22217,3/10/2023,3807
22217,3/11/2023,1650
22217,3/12/2023,0
22217,3/13/2023,3879
22217,3/14/2023,63
22217,3/15/2023,6626
22217,3/16/2023,4530
22217,3/17/2023,3096
22217,3/18/2023,1807
22217,3/19/2023,0
22217,3/20/2023,0
22217,3/21/2023,0
22217,3/22/2023,0
22218,3/1/2023,14015
22218,3/2/2023,14552
22218,3/3/2023,12749
22218,3/4/2023,6152
22218,3/5/2023,5993
22218,3/6/2023,10799
22218,3/7/2023,15220
22218,3/8/2023,12997
22218,3/9/2023,12759
22218,3/10/2023,9995
22218,3/11/2023,6539
22218,3/12/2023,9646
22218,3/13/2023,5792
22218,3/14/2023,10972
22218,3/15/2023,6804
22218,3/16/2023,7206
22218,3/17/2023,8563
22218,3/18/2023,11551
22218,3/19/2023,9192
22218,3/20/2023,9103
22218,3/21/2023,0
22301,2/25/2023,536
22301,2/26/2023,567
22301,2/27/2023,6392
22301,2/28/2023,6366
22301,3/1/2023,3959
22301,3/2/2023,5458
22301,3/3/2023,6328
22301,3/4/2023,620
22301,3/5/2023,3572
22301,3/6/2023,6986
22301,3/7/2023,6275
22301,3/8/2023,5230
22301,3/9/2023,7348
22301,3/10/2023,5994
22301,3/11/2023,8097
22301,3/12/2023,8549
22301,3/13/2023,2236
22301,3/14/2023,4526
22301,3/15/2023,8172
22301,3/16/2023,4092
22301,3/17/2023,5670
22301,3/18/2023,5105
22301,3/19/2023,5122
22301,3/20/2023,3903
22301,3/21/2023,4056
22301,3/22/2023,4335
22302,2/25/2023,0
22302,2/26/2023,0
22302,2/27/2023,4617
22302,2/28/2023,12151
22302,3/1/2023,10360
22302,3/2/2023,9398
22302,3/3/2023,8011
22302,3/4/2023,12342
22302,3/5/2023,12439
22302,3/6/2023,9400
22302,3/7/2023,11356
22302,3/8/2023,3800
22302,3/9/2023,9869
22302,3/10/2023,10958
22302,3/11/2023,9761
22302,3/12/2023,5527
22302,3/13/2023,11730
22302,3/14/2023,6846
22302,3/15/2023,10933
22302,3/16/2023,4750
22302,3/17/2023,11230
22302,3/18/2023,7142
22302,3/19/2023,7985
22302,3/20/2023,10556
22302,3/21/2023,10229
22302,3/22/2023,3274
22310,2/25/2023,3710
22310,2/26/2023,676
22310,2/27/2023,7448
22310,2/28/2023,9216
22310,3/1/2023,7963
22310,3/2/2023,5353
22310,3/3/2023,7954
22310,3/4/2023,2727
22310,3/5/2023,1789
22310,3/6/2023,7143
22310,3/7/2023,7589
22310,3/8/2023,6925
22310,3/9/2023,6884
22310,3/10/2023,9979
22310,3/11/2023,2902
22310,3/12/2023,489
22310,3/13/2023,3742
22310,3/14/2023,5810
22310,3/15/2023,3694
22310,3/16/2023,4274
22310,3/17/2023,7683
22310,3/18/2023,2684
22310,3/19/2023,729
22310,3/20/2023,6038
22310,3/21/2023,6851
22310,3/22/2023,5217
22311,2/25/2023,0
22311,2/26/2023,0
22311,2/27/2023,4363
22311,2/28/2023,9935
22311,3/1/2023,11095
22311,3/2/2023,10380
22311,3/3/2023,7869
22311,3/4/2023,4771
22311,3/5/2023,5870
22311,3/6/2023,12613
22311,3/7/2023,12684
22311,3/8/2023,11174
22311,3/9/2023,11342
22311,3/10/2023,10120
22311,3/11/2023,6287
22311,3/12/2023,5227
22311,3/13/2023,5521
22311,3/14/2023,2605
22311,3/15/2023,4942
22311,3/16/2023,7132
22311,3/17/2023,15076
22311,3/18/2023,4134
22311,3/19/2023,7275
22311,3/20/2023,11876
22311,3/21/2023,10870
22311,3/22/2023,7262
22312,2/27/2023,6941
22312,2/28/2023,6689
22312,3/1/2023,9185
22312,3/2/2023,7821
22312,3/3/2023,6745
22312,3/4/2023,663
22312,3/5/2023,3277
22312,3/6/2023,9487
22312,3/7/2023,8192
22312,3/8/2023,6785
22312,3/9/2023,7932
22312,3/10/2023,2110
22312,3/11/2023,668
22312,3/12/2023,916
22312,3/13/2023,2209
22312,3/14/2023,3942
22312,3/15/2023,1547
22312,3/16/2023,3310
22312,3/17/2023,1536
22312,3/18/2023,638
22312,3/19/2023,588
22312,3/20/2023,8509
22312,3/21/2023,7287
22312,3/22/2023,5522
22313,2/25/2023,0
22313,2/26/2023,0
22313,2/27/2023,3807
22313,2/28/2023,11959
22313,3/1/2023,10440
22313,3/2/2023,11386
22313,3/3/2023,10263
22313,3/4/2023,7560
22313,3/5/2023,9521
22313,3/6/2023,9602
22313,3/7/2023,10733
22313,3/8/2023,12300
22313,3/9/2023,10971
22313,3/10/2023,8356
22313,3/11/2023,7378
22313,3/12/2023,6407
22313,3/13/2023,10722
22313,3/14/2023,6067
22313,3/15/2023,9612
22313,3/16/2023,11184
22313,3/17/2023,10140
22313,3/18/2023,7036
22313,3/19/2023,6299
22313,3/20/2023,8650
22313,3/21/2023,7376
22313,3/22/2023,5751
22314,2/25/2023,0
22314,2/26/2023,0
22314,2/27/2023,6470
22314,2/28/2023,6401
22314,3/1/2023,6967
22314,3/2/2023,7730
22314,3/3/2023,9614
22314,3/4/2023,7084
22314,3/5/2023,2066
22314,3/6/2023,10288
22314,3/7/2023,7664
22314,3/8/2023,9997
22314,3/9/2023,7626
22314,3/10/2023,1516
22314,3/11/2023,4952
22314,3/12/2023,966
22314,3/13/2023,5236
22314,3/14/2023,4146
22314,3/15/2023,8014
22314,3/16/2023,0
22314,3/17/2023,0
22314,3/18/2023,0
22314,3/19/2023,6152
22314,3/20/2023,7024
22314,3/21/2023,9466
22314,3/22/2023,5534
22315,2/25/2023,0
22315,2/26/2023,0
22315,2/27/2023,0
22315,2/28/2023,0
22315,3/1/2023,0
22315,3/2/2023,0
22315,3/3/2023,0
22315,3/4/2023,0
22315,3/5/2023,0
22315,3/6/2023,7620
22315,3/7/2023,8408
22315,3/8/2023,9906
22315,3/9/2023,8283
22315,3/10/2023,9210
22315,3/11/2023,1990
22315,3/12/2023,1797
22315,3/13/2023,6245
22315,3/14/2023,4227
22315,3/15/2023,10178
22315,3/16/2023,4371
22315,3/17/2023,10505
22315,3/18/2023,1759
22315,3/19/2023,3723
22315,3/20/2023,9489
22315,3/21/2023,5210
22315,3/22/2023,12
22316,2/25/2023,0
22316,2/26/2023,0
22316,2/27/2023,4066
22316,2/28/2023,7265
22316,3/1/2023,2199
22316,3/2/2023,6486
22316,3/3/2023,7837
22316,3/4/2023,3738
22316,3/5/2023,2428
22316,3/6/2023,2729
22316,3/7/2023,6911
22316,3/8/2023,5636
22316,3/9/2023,5788
22316,3/10/2023,4919
22316,3/11/2023,3867
22316,3/12/2023,2096
22316,3/13/2023,3076
22316,3/14/2023,1053
22316,3/15/2023,4214
22316,3/16/2023,2438
22316,3/17/2023,3936
22316,3/18/2023,1055
22316,3/19/2023,3306
22316,3/20/2023,2884
22316,3/21/2023,5872
22316,3/22/2023,2568
22317,2/27/2023,0
22317,2/28/2023,0
22317,3/1/2023,0
22317,3/2/2023,0
22317,3/3/2023,0
22317,3/4/2023,0
22317,3/5/2023,0
22317,3/6/2023,3274
22317,3/7/2023,7142
22317,3/8/2023,7974
22317,3/9/2023,7346
22317,3/10/2023,4632
22317,3/11/2023,4611
22317,3/12/2023,5257
22317,3/13/2023,5444
22317,3/14/2023,5995
22317,3/15/2023,7510
22317,3/16/2023,3255
22317,3/17/2023,9229
22317,3/18/2023,114
22401,2/27/2023,0
22401,2/28/2023,0
22401,3/1/2023,0
22401,3/2/2023,3830
22401,3/3/2023,8668
22401,3/4/2023,1668
22401,3/5/2023,2940
22401,3/6/2023,8789
22401,3/7/2023,8380
22401,3/8/2023,7178
22401,3/9/2023,6767
22401,3/10/2023,5810
22401,3/11/2023,5678
22401,3/12/2023,2283
22401,3/13/2023,8387
22401,3/14/2023,6011
22401,3/15/2023,7982
22401,3/16/2023,6800
22401,3/17/2023,6889
22401,3/18/2023,8098
22401,3/19/2023,2676
22401,3/20/2023,112
22401,3/21/2023,3687
22401,3/22/2023,4051
22402,2/27/2023,0
22402,2/28/2023,0
22402,3/1/2023,0
22402,3/2/2023,0
22402,3/3/2023,2590
22402,3/4/2023,2315
22402,3/5/2023,2704
22402,3/6/2023,3723
22402,3/7/2023,4787
22402,3/8/2023,2590
22402,3/9/2023,3915
22402,3/10/2023,3323
22402,3/11/2023,1305
22402,3/12/2023,1809
22402,3/13/2023,2304
22402,3/14/2023,2995
22402,3/15/2023,1903
22402,3/16/2023,2755
22402,3/17/2023,2125
22402,3/18/2023,1046
22402,3/19/2023,1685
22402,3/20/2023,3024
22402,3/21/2023,3784
22402,3/22/2023,1169
22410,2/27/2023,0
22410,2/28/2023,230
22410,3/1/2023,12815
22410,3/2/2023,11387
22410,3/3/2023,13631
22410,3/4/2023,3426
22410,3/5/2023,6157
22410,3/6/2023,12064
22410,3/7/2023,12760
22410,3/8/2023,11550
22410,3/9/2023,12631
22410,3/10/2023,11844
22410,3/11/2023,6213
22410,3/12/2023,6407
22410,3/13/2023,5065
22410,3/14/2023,6084
22410,3/15/2023,11546
22410,3/16/2023,5837
22410,3/17/2023,11942
22410,3/18/2023,8974
22410,3/19/2023,7194
22410,3/20/2023,14558
22410,3/21/2023,11168
22410,3/22/2023,8675
22411,2/27/2023,0
22411,2/28/2023,0
22411,3/1/2023,0
22411,3/2/2023,1006
22411,3/3/2023,8668
22411,3/4/2023,694
22411,3/5/2023,1545
22411,3/6/2023,12649
22411,3/7/2023,10916
22411,3/8/2023,21408
22411,3/9/2023,15613
22411,3/10/2023,18098
22411,3/11/2023,9802
22411,3/12/2023,12342
22411,3/13/2023,11822
22411,3/14/2023,13690
22411,3/15/2023,5078
22411,3/16/2023,19404
22411,3/17/2023,20778
22411,3/18/2023,22157
22411,3/19/2023,14873
22411,3/20/2023,18483
22411,3/21/2023,0
22501,2/23/2023,5025
22501,2/24/2023,5616
22501,2/25/2023,2957
22501,2/26/2023,21124
22501,2/27/2023,5014
22501,2/28/2023,7543
22501,3/1/2023,3216
22501,3/2/2023,6593
22501,3/3/2023,12
22501,3/4/2023,3644
22501,3/5/2023,3337
22501,3/6/2023,5649
22501,3/7/2023,6753
22501,3/8/2023,4728
22501,3/9/2023,5756
22501,3/10/2023,0
22501,3/11/2023,0
22501,3/12/2023,2471
22501,3/13/2023,9178
22501,3/14/2023,6519
22501,3/15/2023,7553
22501,3/16/2023,6213
22501,3/17/2023,3468
22501,3/18/2023,3743
22501,3/19/2023,32402
22501,3/20/2023,23751
22501,3/21/2023,5676
22501,3/22/2023,2513
22502,2/23/2023,3477
22502,2/24/2023,6143
22502,2/25/2023,2449
22502,2/26/2023,4526
22502,2/27/2023,4504
22502,2/28/2023,5670
22502,3/1/2023,6913
22502,3/2/2023,3281
22502,3/3/2023,3605
22502,3/4/2023,3041
22502,3/5/2023,3759
22502,3/6/2023,2745
22502,3/7/2023,3738
22502,3/8/2023,6223
22502,3/9/2023,4297
22502,3/10/2023,2267
22502,3/11/2023,944
22502,3/12/2023,2439
22502,3/13/2023,3223
22502,3/14/2023,3297
22502,3/15/2023,3724
22502,3/16/2023,2780
22502,3/17/2023,3382
22502,3/18/2023,2786
22502,3/19/2023,4019
22502,3/20/2023,5310
22502,3/21/2023,5092
22502,3/22/2023,1149
22510,2/23/2023,10210
22510,2/24/2023,8043
22510,2/25/2023,7625
22510,2/26/2023,7910
22510,2/27/2023,8558
22510,2/28/2023,8781
22510,3/1/2023,6323
22510,3/2/2023,9106
22510,3/3/2023,6094
22510,3/4/2023,2919
22510,3/5/2023,5880
22510,3/6/2023,7346
22510,3/7/2023,9655
22510,3/8/2023,8208
22510,3/9/2023,9311
22510,3/10/2023,9570
22510,3/11/2023,3246
22510,3/12/2023,0
22510,3/13/2023,6628
22510,3/14/2023,5172
22510,3/15/2023,1144
22510,3/16/2023,0
22510,3/17/2023,0
22510,3/18/2023,0
22510,3/19/2023,0
22510,3/20/2023,0
22510,3/21/2023,1144
22510,3/22/2023,660
22511,2/23/2023,11088
22511,2/24/2023,8105
22511,2/25/2023,13033
22511,2/26/2023,3315
22511,2/27/2023,15497
22511,2/28/2023,7420
22511,3/1/2023,5705
22511,3/2/2023,5401
22511,3/3/2023,6775
22511,3/4/2023,10255
22511,3/5/2023,6491
22511,3/6/2023,6745
22511,3/7/2023,4753
22511,3/8/2023,7109
22511,3/9/2023,6797
22511,3/10/2023,10191
22511,3/11/2023,1100
22511,3/12/2023,7293
22511,3/13/2023,5144
22511,3/14/2023,3953
22511,3/15/2023,3591
22511,3/16/2023,5797
22511,3/17/2023,6270
22511,3/18/2023,8021
22512,2/23/2023,7505
22512,2/24/2023,6349
22512,2/25/2023,3558
22512,2/26/2023,4674
22512,2/27/2023,7767
22512,2/28/2023,7739
22512,3/1/2023,7356
22512,3/2/2023,6591
22512,3/3/2023,7155
22512,3/4/2023,6295
22512,3/5/2023,4224
22512,3/6/2023,8267
22512,3/7/2023,6173
22512,3/8/2023,7711
22512,3/9/2023,7953
22512,3/10/2023,7621
22512,3/11/2023,6692
22512,3/12/2023,3428
22512,3/13/2023,5255
22512,3/14/2023,3259
22512,3/15/2023,4859
22512,3/16/2023,5094
22512,3/17/2023,7167
22512,3/18/2023,4497
22512,3/19/2023,3995
22512,3/20/2023,7362
22512,3/21/2023,7310
22512,3/22/2023,553
22513,2/23/2023,10119
22513,2/24/2023,7302
22513,2/25/2023,2982
22513,2/26/2023,3330
22513,2/27/2023,7762
22513,2/28/2023,7497
22513,3/1/2023,9911
22513,3/2/2023,8108
22513,3/3/2023,9479
22513,3/4/2023,1388
22513,3/5/2023,2401
22513,3/6/2023,9809
22513,3/7/2023,11446
22513,3/8/2023,9385
22513,3/9/2023,7652
22513,3/10/2023,9806
22513,3/11/2023,3539
22513,3/12/2023,21
22513,3/13/2023,6064
22513,3/14/2023,3091
22513,3/15/2023,5306
22513,3/16/2023,2812
22513,3/17/2023,5385
22513,3/18/2023,6048
22513,3/19/2023,3649
22513,3/20/2023,8592
22513,3/21/2023,9039
22513,3/22/2023,0
22514,2/23/2023,4190
22514,2/24/2023,7501
22514,2/25/2023,1746
22514,2/26/2023,2802
22514,2/27/2023,5173
22514,2/28/2023,3379
22514,3/1/2023,4662
22514,3/2/2023,4023
22514,3/3/2023,2977
22514,3/4/2023,3257
22514,3/5/2023,4158
22514,3/6/2023,5301
22514,3/7/2023,6393
22514,3/8/2023,6122
22514,3/9/2023,4750
22514,3/10/2023,7075
22514,3/11/2023,1743
22514,3/12/2023,1048
22514,3/13/2023,3984
22514,3/14/2023,3671
22514,3/15/2023,3460
22514,3/16/2023,6063
22514,3/17/2023,8669
22514,3/18/2023,3421
22514,3/19/2023,816
22514,3/20/2023,0
22515,2/27/2023,0
22515,2/28/2023,10720
22515,3/1/2023,9338
22515,3/2/2023,7242
22515,3/3/2023,10005
22515,3/4/2023,5642
22515,3/5/2023,2401
22515,3/6/2023,575
22515,3/7/2023,13460
22515,3/8/2023,7430
22515,3/9/2023,7427
22515,3/10/2023,8906
22515,3/11/2023,1875
22515,3/12/2023,2369
22515,3/13/2023,7442
22515,3/14/2023,4983
22515,3/15/2023,3942
22515,3/16/2023,5320
22515,3/17/2023,6027
22515,3/18/2023,2381
22515,3/19/2023,4279
22515,3/20/2023,9845
22515,3/21/2023,12531
22515,3/22/2023,2717
22601,2/27/2023,0
22601,2/28/2023,7314
22601,3/1/2023,1629
22601,3/2/2023,660
22601,3/3/2023,1022
22601,3/4/2023,3888
22601,3/5/2023,699
22601,3/6/2023,781
22601,3/7/2023,2106
22601,3/8/2023,7391
22601,3/9/2023,7350
22601,3/10/2023,10994
22601,3/11/2023,7627
22601,3/12/2023,2655
22601,3/13/2023,0
22601,3/14/2023,0
22601,3/15/2023,0
22601,3/16/2023,0
22601,3/17/2023,0
22601,3/18/2023,0
22601,3/19/2023,0
22601,3/20/2023,0
22601,3/21/2023,2126
22601,3/22/2023,3169
22602,3/1/2023,7599
22602,3/2/2023,7526
22602,3/3/2023,10075
22602,3/4/2023,10394
22602,3/5/2023,7162
22602,3/6/2023,7105
22602,3/7/2023,7187
22602,3/8/2023,8924
22602,3/9/2023,8960
22602,3/10/2023,9021
22602,3/11/2023,0
22603,2/27/2023,0
22603,2/28/2023,7707
22603,3/1/2023,5731
22603,3/2/2023,6733
22603,3/3/2023,6734
22603,3/4/2023,6466
22603,3/5/2023,3305
22603,3/6/2023,6368
22603,3/7/2023,8060
22603,3/8/2023,5861
22603,3/9/2023,5472
22603,3/10/2023,6452
22603,3/11/2023,1214
22603,3/12/2023,3776
22603,3/13/2023,5824
22603,3/14/2023,5746
22603,3/15/2023,4499
22603,3/16/2023,4702
22603,3/17/2023,5567
22603,3/18/2023,2543
22603,3/19/2023,4305
22603,3/20/2023,9212
22603,3/21/2023,8998
22603,3/22/2023,3575
22604,2/27/2023,0
22604,2/28/2023,6655
22604,3/1/2023,9940
22604,3/2/2023,16210
22604,3/3/2023,11368
22604,3/4/2023,10553
22604,3/5/2023,10918
22604,3/6/2023,11176
22604,3/7/2023,10818
22604,3/8/2023,8266
22604,3/9/2023,17103
22604,3/10/2023,5815
22604,3/11/2023,8790
22604,3/12/2023,6009
22604,3/13/2023,9703
22604,3/14/2023,7736
22604,3/15/2023,12404
22604,3/16/2023,8362
22604,3/17/2023,11823
22604,3/18/2023,8190
22604,3/19/2023,8216
22604,3/20/2023,8360
22604,3/21/2023,10970
22604,3/22/2023,998
22605,2/27/2023,7465
22605,2/28/2023,2778
22605,3/1/2023,9203
22605,3/2/2023,7952
22605,3/3/2023,6772
22605,3/4/2023,3823
22605,3/5/2023,5095
22605,3/6/2023,7700
22605,3/7/2023,7856
22605,3/8/2023,8107
22605,3/9/2023,9035
22605,3/10/2023,10139
22605,3/11/2023,4716
22605,3/12/2023,2570
22605,3/13/2023,3750
22605,3/14/2023,3667
22605,3/15/2023,7290
22605,3/16/2023,6804
22605,3/17/2023,4601
22605,3/18/2023,3633
22605,3/19/2023,3547
22605,3/20/2023,6181
22605,3/21/2023,5796
22605,3/22/2023,4280
22610,2/27/2023,0
22610,2/28/2023,0
22610,3/1/2023,0
22610,3/2/2023,11001
22610,3/3/2023,9662
22610,3/4/2023,6428
22610,3/5/2023,10374
22610,3/6/2023,10431
22610,3/7/2023,2172
22610,3/8/2023,10218
22610,3/9/2023,8735
22610,3/10/2023,10062
22610,3/11/2023,6371
22610,3/12/2023,8767
22610,3/13/2023,7586
22610,3/14/2023,8075
22610,3/15/2023,6960
22610,3/16/2023,7543
22610,3/17/2023,11745
22610,3/18/2023,7732
