Id,ActivityDay,Calories
21119,3/10/2023,2851
21119,3/11/2023,2456
21119,3/12/2023,2506
21119,3/13/2023,1949
21119,3/14/2023,2266
21119,3/15/2023,1666
21119,3/16/2023,1970
21119,3/17/2023,2186
21119,3/18/2023,2097
21119,3/19/2023,2375
21119,3/20/2023,2068
21119,3/21/2023,2867
21119,3/22/2023,1416
21120,2/28/2023,2443
21120,3/1/2023,2499
21120,3/2/2023,2562
21120,3/3/2023,2815
21120,3/4/2023,1855
21120,3/5/2023,1949
21120,3/6/2023,2383
21120,3/7/2023,2402
21120,3/8/2023,2583
21120,3/9/2023,2413
21120,3/10/2023,2203
21120,3/11/2023,2312
21120,3/12/2023,1883
21120,3/13/2023,2428
21120,3/14/2023,2366
21120,3/15/2023,2412
21120,3/16/2023,2453
21120,3/17/2023,2394
21120,3/18/2023,2256
21120,3/19/2023,1937
21120,3/20/2023,2521
21120,3/21/2023,2695
21120,3/22/2023,1509
21121,2/28/2023,2150
21121,3/1/2023,2248
21121,3/2/2023,2215
21121,3/3/2023,1609
21121,3/4/2023,1248
21121,3/5/2023,1248
21121,3/6/2023,2065
21121,3/7/2023,2018
21121,3/8/2023,2049
21121,3/9/2023,2300
21121,3/10/2023,1249
21121,3/11/2023,1248
21121,3/12/2023,1248
21121,3/13/2023,2276
21121,3/14/2023,1838
21121,3/15/2023,2195
21121,3/16/2023,2175
21121,3/17/2023,1504
21122,2/28/2023,1833
21122,3/1/2023,1974
21122,3/2/2023,1158
21122,3/3/2023,2243
21122,3/4/2023,1157
21122,3/5/2023,1157
21122,3/6/2023,1743
21122,3/7/2023,1778
21122,3/8/2023,1338
21122,3/9/2023,1158
21122,3/10/2023,1656
21122,3/11/2023,1203
21122,3/12/2023,1577
21122,3/13/2023,1669
21122,3/14/2023,1695
21122,3/15/2023,1164
21122,3/16/2023,1157
21122,3/17/2023,1157
21122,3/18/2023,1235
21122,3/19/2023,1552
21122,3/20/2023,1866
21122,3/21/2023,912
21123,2/28/2023,2172
21123,3/1/2023,1978
21123,3/2/2023,1992
21123,3/3/2023,2108
21123,3/4/2023,2267
21123,3/5/2023,2295
21123,3/6/2023,1841
21123,3/7/2023,2117
21123,3/8/2023,1586
21123,3/9/2023,1964
21123,3/10/2023,2025
21123,3/11/2023,2086
21123,3/12/2023,2173
21123,3/13/2023,1925
21123,3/14/2023,2450
21123,3/15/2023,1519
21123,3/16/2023,2159
21123,3/17/2023,2344
21123,3/18/2023,2095
21123,3/19/2023,2010
21123,3/20/2023,471
21124,2/28/2023,1795
21124,3/1/2023,1946
21124,3/2/2023,1562
21124,3/3/2023,1956
21124,3/4/2023,1827
21124,3/5/2023,1783
21124,3/6/2023,1715
21124,3/7/2023,1716
21124,3/8/2023,1858
21124,3/9/2023,1648
21124,3/10/2023,1697
21124,3/11/2023,2311
21124,3/12/2023,1479
21124,3/13/2023,1160
21124,3/14/2023,1963
21124,3/15/2023,1699
21124,3/16/2023,2184
21124,3/17/2023,1907
21124,3/18/2023,2190
21124,3/19/2023,2371
21124,3/20/2023,1988
21124,3/21/2023,1842
21124,3/22/2023,1044
21125,2/28/2023,2949
21125,3/1/2023,3294
21125,3/2/2023,3309
21125,3/3/2023,3071
21125,3/4/2023,1715
21125,3/5/2023,1715
21125,3/6/2023,1715
21125,3/7/2023,1715
21125,3/8/2023,1715
21125,3/9/2023,2976
21125,3/10/2023,1715
21125,3/11/2023,2611
21125,3/12/2023,1719
21125,3/13/2023,2868
21125,3/14/2023,1715
21125,3/15/2023,2756
21125,3/16/2023,1715
21125,3/17/2023,2202
21201,2/28/2023,1813
21201,3/1/2023,2144
21201,3/2/2023,2105
21201,3/3/2023,1866
21201,3/4/2023,2112
21201,3/5/2023,1765
21201,3/6/2023,2211
21201,3/7/2023,1512
21201,3/8/2023,2146
21201,3/9/2023,2044
21201,3/10/2023,2343
21201,3/11/2023,1880
21201,3/12/2023,1930
21201,3/13/2023,1575
21201,3/14/2023,2220
21201,3/15/2023,1828
21201,3/16/2023,2126
21201,3/17/2023,1811
21201,3/18/2023,1926
21201,3/19/2023,1882
21201,3/20/2023,1980
21201,3/21/2023,2317
21201,3/22/2023,879
21202,2/28/2023,2103
21202,3/1/2023,1966
21202,3/2/2023,2022
21202,3/3/2023,2015
21202,3/4/2023,2412
21202,3/5/2023,2084
21202,3/6/2023,2210
21202,3/7/2023,2216
21202,3/8/2023,2068
21202,3/9/2023,1859
21202,3/10/2023,2100
21202,3/11/2023,2426
21202,3/12/2023,1829
21202,3/13/2023,1878
21202,3/14/2023,2065
21202,3/15/2023,1819
21202,3/16/2023,1894
21202,3/17/2023,1929
21202,3/18/2023,2119
21202,3/19/2023,2045
21202,3/20/2023,2235
21202,3/21/2023,2005
21202,3/22/2023,541
21203,2/28/2023,2726
21203,3/1/2023,2972
21203,3/2/2023,2899
21203,3/3/2023,2902
21203,3/4/2023,2776
21203,3/5/2023,2770
21203,3/6/2023,2805
21203,3/7/2023,2939
21203,3/8/2023,2807
21203,3/9/2023,2795
21203,3/10/2023,2733
21203,3/11/2023,2388
21203,3/12/2023,2922
21203,3/13/2023,2573
21203,3/14/2023,2521
21203,3/15/2023,2647
21203,3/16/2023,2515
21203,3/17/2023,2617
21203,3/18/2023,2907
21203,3/19/2023,2939
21203,3/20/2023,2895
21203,3/21/2023,2738
21203,3/22/2023,1640
21205,2/28/2023,3144
21205,3/1/2023,3398
21205,3/2/2023,3617
21205,3/3/2023,3159
21205,3/4/2023,2981
21205,3/5/2023,2372
21205,3/6/2023,2735
21205,3/7/2023,2158
21205,3/8/2023,2788
21205,3/9/2023,2413
21205,3/10/2023,2923
21205,3/11/2023,3293
21205,3/12/2023,3377
21205,3/13/2023,2759
21205,3/14/2023,2632
21205,3/15/2023,2726
21205,3/16/2023,2594
21205,3/17/2023,2295
21205,3/18/2023,2345
21205,3/19/2023,2609
21205,3/20/2023,4451
21205,3/21/2023,3765
21205,3/22/2023,1506
21211,2/28/2023,2114
21211,3/1/2023,2058
21211,3/2/2023,1919
21211,3/3/2023,2066
21211,3/4/2023,2119
21211,3/5/2023,1761
21211,3/6/2023,2030
21211,3/7/2023,1775
21211,3/8/2023,1886
21211,3/9/2023,2169
21211,3/10/2023,2268
21211,3/11/2023,1689
21211,3/12/2023,1646
21211,3/13/2023,1589
21211,3/14/2023,1694
21211,3/15/2023,1910
21211,3/16/2023,1638
21211,3/17/2023,1653
21211,3/18/2023,1489
21211,3/19/2023,1526
21211,3/20/2023,0
21212,2/28/2023,3145
21212,3/1/2023,2887
21212,3/2/2023,3083
21212,3/3/2023,2977
21212,3/4/2023,2327
21212,3/5/2023,2706
21212,3/6/2023,3228
21212,3/7/2023,3011
21212,3/8/2023,2940
21212,3/9/2023,3321
21212,3/10/2023,3591
21212,3/11/2023,3146
21212,3/12/2023,2822
21212,3/13/2023,3214
21212,3/14/2023,2485
21212,3/15/2023,2366
21212,3/16/2023,1780
21212,3/17/2023,2548
21212,3/18/2023,2733
21212,3/19/2023,2090
21212,3/20/2023,3159
21212,3/21/2023,3039
21212,3/22/2023,1669
21213,2/28/2023,2436
21213,3/1/2023,2395
21213,3/2/2023,2372
21213,3/3/2023,2457
21213,3/4/2023,2107
21213,3/5/2023,2361
21213,3/6/2023,2386
21213,3/7/2023,2469
21213,3/8/2023,2550
21213,3/9/2023,2741
21213,3/10/2023,2663
21213,3/11/2023,2213
21213,3/12/2023,2557
21213,3/13/2023,2491
21213,3/14/2023,2382
21213,3/15/2023,2518
21213,3/16/2023,2122
21213,3/17/2023,2306
21213,3/18/2023,1869
21213,3/19/2023,2415
21213,3/20/2023,2907
21213,3/21/2023,2663
21213,3/22/2023,1210
21214,2/28/2023,1951
21214,3/1/2023,1998
21214,3/2/2023,3490
21214,3/3/2023,3307
21214,3/4/2023,3641
21214,3/5/2023,3073
21214,3/6/2023,2488
21214,3/7/2023,1429
21215,2/28/2023,2443
21215,3/1/2023,2309
21215,3/2/2023,2412
21215,3/3/2023,2613
21215,3/4/2023,2066
21215,3/5/2023,1915
21215,3/6/2023,2421
21215,3/7/2023,2374
21215,3/8/2023,2482
21215,3/9/2023,2980
21215,3/10/2023,2260
21215,3/11/2023,2185
21215,3/12/2023,2406
21215,3/13/2023,2044
21215,3/14/2023,2213
21215,3/15/2023,1787
21215,3/16/2023,1942
21215,3/17/2023,2082
21215,3/18/2023,2257
21215,3/19/2023,1949
21215,3/20/2023,2330
21215,3/21/2023,2270
21215,3/22/2023,1263
21216,2/28/2023,2729
21216,3/1/2023,2658
21216,3/2/2023,2585
21216,3/3/2023,2717
21216,3/4/2023,2339
21216,3/5/2023,2495
21216,3/6/2023,2948
21216,3/7/2023,2793
21216,3/8/2023,2788
21216,3/9/2023,2883
21216,3/10/2023,2839
21216,3/11/2023,2181
21216,3/12/2023,2683
21216,3/13/2023,1709
21216,3/14/2023,2201
21216,3/15/2023,2082
21216,3/16/2023,2346
21216,3/17/2023,2052
21216,3/18/2023,3176
21216,3/19/2023,2098
21216,3/20/2023,2645
21216,3/21/2023,2773
21216,3/22/2023,1431
21217,2/28/2023,2679
21217,3/1/2023,2385
21217,3/2/2023,2440
21217,3/3/2023,2818
21217,3/4/2023,2416
21217,3/5/2023,3098
21217,3/6/2023,2122
21217,3/7/2023,2429
21217,3/8/2023,2473
21217,3/9/2023,2466
21217,3/10/2023,2823
21217,3/11/2023,2562
21217,3/12/2023,2368
21217,3/13/2023,2134
21217,3/14/2023,2043
21217,3/15/2023,2363
21217,3/16/2023,2062
21217,3/17/2023,2405
21217,3/18/2023,2076
21217,3/19/2023,2544
21217,3/20/2023,2441
21217,3/21/2023,2494
21217,3/22/2023,0
21218,2/28/2023,2710
21218,3/1/2023,3331
21218,3/2/2023,3235
21218,3/3/2023,3357
21218,3/4/2023,2410
21218,3/5/2023,2890
21218,3/6/2023,3300
21218,3/7/2023,3087
21218,3/8/2023,3401
21218,3/9/2023,2644
21218,3/10/2023,4057
21218,3/11/2023,3693
21218,3/12/2023,4364
21218,3/13/2023,3953
21218,3/14/2023,4050
21218,3/15/2023,4756
21218,3/16/2023,5418
21218,3/17/2023,4215
21218,3/18/2023,2365
21218,3/19/2023,2185
21218,3/20/2023,3023
21218,3/21/2023,2734
21218,3/22/2023,2107
21219,2/28/2023,1521
21219,3/1/2023,2217
21219,3/2/2023,2546
21219,3/3/2023,2545
21219,3/4/2023,1625
21219,3/5/2023,1476
21219,3/6/2023,2088
21219,3/7/2023,2571
21219,3/8/2023,2249
21219,3/9/2023,1475
21219,3/10/2023,1475
21219,3/11/2023,1582
21219,3/12/2023,1474
21219,3/13/2023,1474
21219,3/14/2023,1474
21219,3/15/2023,1474
21219,3/16/2023,1474
21219,3/17/2023,1474
21219,3/18/2023,1474
21219,3/19/2023,1474
21219,3/20/2023,2004
21219,3/21/2023,2393
21219,3/22/2023,1520
21220,2/28/2023,2035
21220,3/1/2023,2612
21220,3/2/2023,2111
21220,3/3/2023,1894
21220,3/4/2023,2911
21220,3/5/2023,2209
21220,3/6/2023,3249
21220,3/7/2023,2963
21220,3/8/2023,2693
21220,3/9/2023,2598
21220,3/10/2023,2531
21220,3/11/2023,2028
21220,3/12/2023,1975
21220,3/13/2023,2354
21220,3/14/2023,1576
21220,3/15/2023,2249
21220,3/16/2023,2369
21220,3/17/2023,2022
21220,3/18/2023,1696
21220,3/19/2023,2011
21220,3/20/2023,2550
21220,3/21/2023,2314
21220,3/22/2023,460
21221,2/28/2023,2391
21221,3/1/2023,2481
21221,3/2/2023,2019
21221,3/3/2023,2737
21221,3/4/2023,2417
21221,3/5/2023,2090
21221,3/6/2023,2537
21221,3/7/2023,2325
21221,3/8/2023,2456
21221,3/9/2023,2380
21221,3/10/2023,2531
21221,3/11/2023,2247
21221,3/12/2023,2320
21221,3/13/2023,2117
21221,3/14/2023,2113
21221,3/15/2023,2400
21221,3/16/2023,2469
21221,3/17/2023,2181
21221,3/18/2023,2280
21221,3/19/2023,2169
21221,3/20/2023,2438
21221,3/21/2023,2408
21221,3/22/2023,1459
21222,2/28/2023,2681
21222,3/1/2023,2705
21222,3/2/2023,2619
21222,3/3/2023,2519
21222,3/4/2023,2236
21222,3/5/2023,2372
21222,3/6/2023,2939
21222,3/7/2023,2917
21222,3/8/2023,2782
21222,3/9/2023,2791
21222,3/10/2023,3147
21222,3/11/2023,2600
21222,3/12/2023,2398
21222,3/13/2023,2497
21222,3/14/2023,2294
21222,3/15/2023,2100
21222,3/16/2023,2452
21222,3/17/2023,2185
21222,3/18/2023,2682
21222,3/19/2023,2846
21222,3/20/2023,3259
21222,3/21/2023,2996
21222,3/22/2023,1563
21223,2/28/2023,2364
21223,3/1/2023,2321
21223,3/2/2023,2187
21223,3/3/2023,2262
21223,3/4/2023,2216
21223,3/5/2023,1759
21223,3/6/2023,2339
21223,3/7/2023,2286
21223,3/8/2023,2755
21223,3/9/2023,2348
21223,3/10/2023,2143
21223,3/11/2023,1876
21223,3/12/2023,1775
21223,3/13/2023,1612
21223,3/14/2023,1687
21223,3/15/2023,1917
21223,3/16/2023,1869
21223,3/17/2023,1848
21223,3/18/2023,1597
21223,3/19/2023,1614
21223,3/20/2023,2430
21223,3/21/2023,2289
21223,3/22/2023,555
21224,2/28/2023,1437
21224,3/1/2023,2377
21224,3/2/2023,3175
21224,3/3/2023,3283
21224,3/4/2023,2438
21224,3/5/2023,2986
21224,3/6/2023,3383
21224,3/7/2023,3074
21224,3/8/2023,2939
21224,3/9/2023,3100
21224,3/10/2023,3039
21224,3/11/2023,2811
21224,3/12/2023,1969
21224,3/13/2023,2626
21224,3/14/2023,2565
21224,3/15/2023,2402
21224,3/16/2023,1994
21224,3/17/2023,1487
21224,3/18/2023,2582
21224,3/19/2023,2019
21224,3/20/2023,0
21225,2/28/2023,1762
21225,3/1/2023,1751
21225,3/2/2023,2402
21225,3/3/2023,1951
21225,3/4/2023,1994
21225,3/5/2023,1873
21225,3/6/2023,1852
21225,3/7/2023,2491
21225,3/8/2023,2388
21225,3/9/2023,2236
21225,3/10/2023,2315
21225,3/11/2023,2183
21225,3/12/2023,1901
21225,3/13/2023,2014
21225,3/14/2023,1862
21225,3/15/2023,1689
21225,3/16/2023,1595
21225,3/17/2023,1709
21225,3/18/2023,1742
21225,3/19/2023,1650
21225,3/20/2023,2289
21225,3/21/2023,2311
21225,3/22/2023,493
21226,2/28/2023,2351
21226,3/1/2023,2729
21226,3/2/2023,3107
21226,3/3/2023,2100
21226,3/4/2023,2100
21226,3/5/2023,1909
21226,3/6/2023,2132
21226,3/7/2023,2140
21226,3/8/2023,1901
21226,3/9/2023,1345
21226,3/10/2023,1398
21226,3/11/2023,1344
21226,3/12/2023,1377
21226,3/13/2023,1766
21226,3/14/2023,1724
21226,3/15/2023,2134
21226,3/16/2023,1637
21226,3/17/2023,1743
21226,3/18/2023,1517
21226,3/19/2023,1484
21226,3/20/2023,2202
21226,3/21/2023,2425
21226,3/22/2023,1182
21227,2/28/2023,3146
21227,3/1/2023,3220
21227,3/2/2023,2520
21227,3/3/2023,1291
21227,3/4/2023,1649
21227,3/5/2023,3028
21227,3/6/2023,2521
21227,3/7/2023,2642
21227,3/8/2023,2257
21227,3/9/2023,3100
21227,3/10/2023,2071
21227,3/11/2023,2110
21227,3/12/2023,2540
21227,3/13/2023,2817
21227,3/14/2023,3015
21227,3/15/2023,2679
21227,3/16/2023,2371
21227,3/17/2023,2145
21227,3/18/2023,2892
21227,3/19/2023,3050
21227,3/20/2023,2946
21227,3/21/2023,2559
21227,3/22/2023,778
21228,2/28/2023,1474
21228,3/1/2023,1610
21228,3/2/2023,2477
21228,3/3/2023,2510
21228,3/4/2023,1908
21228,3/5/2023,2070
21228,3/6/2023,2481
21228,3/7/2023,2397
21228,3/8/2023,2578
21228,3/9/2023,2508
21228,3/10/2023,2334
21228,3/11/2023,1902
21228,3/12/2023,2123
21228,3/13/2023,2260
21228,3/14/2023,2051
21228,3/15/2023,2347
21228,3/16/2023,1859
21228,3/17/2023,1789
21228,3/18/2023,1995
21228,3/19/2023,2053
21228,3/20/2023,2588
21228,3/21/2023,2432
21228,3/22/2023,1201
21301,2/28/2023,2579
21301,3/1/2023,2731
21301,3/2/2023,2673
21301,3/3/2023,2562
21301,3/4/2023,2443
21301,3/5/2023,2332
21301,3/6/2023,2594
21301,3/7/2023,2669
21301,3/8/2023,2854
21301,3/9/2023,2781
21301,3/10/2023,3055
21301,3/11/2023,2722
21301,3/12/2023,3163
21301,3/13/2023,3169
21301,3/14/2023,3004
21301,3/15/2023,3199
21301,3/16/2023,2857
21301,3/17/2023,2940
21301,3/18/2023,2816
21301,3/19/2023,3052
21301,3/20/2023,2942
21301,3/21/2023,2723
21301,3/22/2023,1317
21302,2/28/2023,2333
21302,3/1/2023,2464
21302,3/2/2023,2594
21302,3/3/2023,2426
21302,3/4/2023,2244
21302,3/5/2023,2565
21302,3/6/2023,2462
21302,3/7/2023,2302
21302,3/8/2023,2325
21302,3/9/2023,2487
21302,3/10/2023,2359
21302,3/11/2023,2606
21302,3/12/2023,2370
21302,3/13/2023,2511
21302,3/14/2023,2912
21302,3/15/2023,3137
21302,3/16/2023,3152
21302,3/17/2023,2315
21302,3/18/2023,2049
21302,3/19/2023,2574
21302,3/20/2023,2234
21302,3/21/2023,2568
21302,3/22/2023,1227
21303,2/28/2023,2920
21303,3/1/2023,2656
21303,3/2/2023,2490
21303,3/3/2023,2353
21303,3/4/2023,2430
21303,3/5/2023,2376
21303,3/6/2023,2545
21303,3/7/2023,2324
21303,3/8/2023,2977
21303,3/9/2023,2951
21303,3/10/2023,2435
21303,3/11/2023,2102
21303,3/12/2023,2056
21303,3/13/2023,2231
21303,3/14/2023,2226
21303,3/15/2023,2301
21303,3/16/2023,2458
21303,3/17/2023,2420
21303,3/18/2023,2237
21303,3/19/2023,2357
21303,3/20/2023,2722
21303,3/21/2023,2597
21303,3/22/2023,0
21304,2/28/2023,2726
21304,3/1/2023,2783
21304,3/2/2023,2820
21304,3/3/2023,2997
21304,3/4/2023,2967
21304,3/5/2023,3039
21304,3/6/2023,2532
21304,3/7/2023,2586
21304,3/8/2023,2614
21304,3/9/2023,2937
21304,3/10/2023,2961
21304,3/11/2023,2692
21304,3/12/2023,3493
21304,3/13/2023,3623
21304,3/14/2023,3321
21304,3/15/2023,2563
21304,3/16/2023,2549
21304,3/17/2023,2547
21304,3/18/2023,2402
21304,3/19/2023,2621
21304,3/20/2023,2471
21304,3/21/2023,2412
21304,3/22/2023,1411
21305,2/28/2023,1474
21305,3/1/2023,2108
21305,3/2/2023,2058
21305,3/3/2023,2134
21305,3/4/2023,1723
21305,3/5/2023,1748
21305,3/6/2023,2087
21305,3/7/2023,2236
21305,3/8/2023,2429
21305,3/9/2023,2212
21305,3/10/2023,2442
21305,3/11/2023,1968
21305,3/12/2023,1911
21305,3/13/2023,2086
21305,3/14/2023,2084
21305,3/15/2023,1923
21305,3/16/2023,2143
21305,3/17/2023,2004
21305,3/18/2023,1977
21305,3/19/2023,2191
21305,3/20/2023,2169
21305,3/21/2023,1960
21305,3/22/2023,1177
21306,2/28/2023,2431
21306,3/1/2023,2242
21306,3/2/2023,2545
21306,3/3/2023,2317
21306,3/4/2023,2162
21306,3/5/2023,2140
21306,3/6/2023,2962
21306,3/7/2023,2348
21306,3/8/2023,2474
21306,3/9/2023,2475
21306,3/10/2023,2055
21306,3/11/2023,2196
21306,3/12/2023,2096
21306,3/13/2023,2119
21306,3/14/2023,2089
21306,3/15/2023,1988
21306,3/16/2023,2143
21306,3/17/2023,2112
21306,3/18/2023,1931
21306,3/19/2023,1936
21306,3/20/2023,2865
21306,3/21/2023,2317
21306,3/22/2023,324
21307,2/28/2023,1807
21307,3/1/2023,2098
21307,3/2/2023,2025
21307,3/3/2023,1955
21307,3/4/2023,2167
21307,3/5/2023,2006
21307,3/6/2023,1635
21307,3/7/2023,1906
21307,3/8/2023,1953
21307,3/9/2023,1933
21307,3/10/2023,2096
21307,3/11/2023,2113
21307,3/12/2023,1773
21307,3/13/2023,1846
21307,3/14/2023,1753
21307,3/15/2023,1811
21307,3/16/2023,1586
21307,3/17/2023,2555
21307,3/18/2023,1628
21307,3/19/2023,2019
21307,3/20/2023,1795
21307,3/21/2023,1855
21307,3/22/2023,1010
21308,3/1/2023,1474
21308,3/2/2023,1474
21308,3/3/2023,1475
21308,3/4/2023,1474
21308,3/5/2023,1474
21308,3/6/2023,1539
21308,3/7/2023,1475
21308,3/8/2023,1475
21308,3/9/2023,1475
21308,3/10/2023,947
21311,2/28/2023,2483
21311,3/1/2023,2368
21311,3/2/2023,2375
21311,3/3/2023,2546
21311,3/4/2023,1793
21311,3/5/2023,1860
21311,3/6/2023,2437
21311,3/7/2023,2531
21311,3/8/2023,2509
21311,3/9/2023,2476
21311,3/10/2023,2843
21311,3/11/2023,1491
21311,3/12/2023,1474
21311,3/13/2023,1474
21311,3/14/2023,1475
21311,3/15/2023,1474
21311,3/16/2023,1474
21311,3/17/2023,1474
21311,3/18/2023,1474
21311,3/19/2023,1474
21311,3/20/2023,1474
21311,3/21/2023,2441
21311,3/22/2023,1326
21312,2/28/2023,3081
21312,3/1/2023,3076
21312,3/2/2023,3151
21312,3/3/2023,2939
21312,3/4/2023,2129
21312,3/5/2023,2040
21312,3/6/2023,3094
21312,3/7/2023,1712
21312,3/8/2023,3277
21312,3/9/2023,2697
21312,3/10/2023,3110
21312,3/11/2023,1912
21312,3/12/2023,2011
21312,3/13/2023,1765
21312,3/14/2023,2187
21312,3/15/2023,2044
21312,3/16/2023,1877
21312,3/17/2023,1816
21312,3/18/2023,1555
21312,3/19/2023,2277
21312,3/20/2023,2895
21312,3/21/2023,3097
21312,3/22/2023,1330
21313,2/28/2023,1939
21313,3/1/2023,2114
21313,3/2/2023,2165
21313,3/3/2023,2030
21313,3/4/2023,1974
21313,3/5/2023,2002
21313,3/6/2023,3105
21313,3/7/2023,3083
21313,3/8/2023,2960
21313,3/9/2023,2838
21313,3/10/2023,2976
21313,3/11/2023,1878
21313,3/12/2023,1705
21313,3/13/2023,1758
21313,3/14/2023,1780
21313,3/15/2023,1868
21313,3/16/2023,1880
21313,3/17/2023,2411
21313,3/18/2023,2221
21313,3/19/2023,1950
21313,3/20/2023,2969
21313,3/21/2023,1444
21313,3/22/2023,1572
21314,2/28/2023,2868
21314,3/1/2023,2798
21314,3/2/2023,2803
21314,3/3/2023,2818
21314,3/4/2023,1993
21314,3/5/2023,1784
21314,3/6/2023,2681
21314,3/7/2023,2749
21314,3/8/2023,2773
21314,3/9/2023,2724
21314,3/10/2023,3149
21314,3/11/2023,2094
21314,3/12/2023,1811
21314,3/13/2023,1976
21314,3/14/2023,1822
21314,3/15/2023,1873
21314,3/16/2023,2214
21314,3/17/2023,2276
21314,3/18/2023,2505
21314,3/19/2023,1899
21314,3/20/2023,2436
21314,3/21/2023,1826
21314,3/22/2023,1568
21315,2/28/2023,2486
21315,3/1/2023,2500
21315,3/2/2023,2409
21315,3/3/2023,2562
21315,3/4/2023,1957
21315,3/5/2023,2014
21315,3/6/2023,2455
21315,3/7/2023,2827
21315,3/8/2023,2656
21315,3/9/2023,2817
21315,3/10/2023,2796
21315,3/11/2023,2069
21315,3/12/2023,2203
21315,3/13/2023,2157
21315,3/14/2023,1795
21315,3/15/2023,1948
21315,3/16/2023,1989
21315,3/17/2023,2439
21315,3/18/2023,1793
21315,3/19/2023,2165
21315,3/20/2023,2554
21315,3/21/2023,454
21316,2/28/2023,2390
21316,3/1/2023,2443
21316,3/2/2023,2386
21316,3/3/2023,2705
21316,3/4/2023,1663
21316,3/5/2023,1710
21316,3/6/2023,2228
21316,3/7/2023,2358
21316,3/8/2023,1626
21316,3/9/2023,1839
21316,3/10/2023,2559
21316,3/11/2023,1754
21316,3/12/2023,1875
21316,3/13/2023,1799
21316,3/14/2023,1818
21316,3/15/2023,1800
21316,3/16/2023,1686
21316,3/17/2023,1693
21316,3/18/2023,1863
21316,3/19/2023,1838
21316,3/20/2023,2293
21316,3/21/2023,2195
21316,3/22/2023,1344
21317,2/28/2023,2890
21317,3/1/2023,2681
21317,3/2/2023,2568
21317,3/3/2023,2609
21317,3/4/2023,1951
21317,3/5/2023,2016
21317,3/6/2023,2729
21317,3/7/2023,2774
21317,3/8/2023,2738
21317,3/9/2023,2711
21317,3/10/2023,2771
21317,3/11/2023,1949
21317,3/12/2023,1854
21317,3/13/2023,2070
21317,3/14/2023,2253
21317,3/15/2023,2408
21317,3/16/2023,2556
21317,3/17/2023,2173
21317,3/18/2023,1972
21317,3/19/2023,2051
21317,3/20/2023,2252
21317,3/21/2023,2536
21317,3/22/2023,1472
21318,2/28/2023,2980
21318,3/1/2023,3493
21318,3/2/2023,2666
21318,3/3/2023,3525
21318,3/4/2023,2268
21318,3/5/2023,2569
21318,3/6/2023,3338
21318,3/7/2023,3253
21318,3/8/2023,3347
21318,3/9/2023,3414
21318,3/10/2023,2879
21318,3/11/2023,2480
21318,3/12/2023,2632
21318,3/13/2023,2451
21318,3/14/2023,2417
21318,3/15/2023,3053
21318,3/16/2023,2437
21318,3/17/2023,2232
21318,3/18/2023,2459
21318,3/19/2023,2902
21318,3/20/2023,3171
21318,3/21/2023,3098
21318,3/22/2023,1719
21319,2/28/2023,2699
21319,3/1/2023,2832
21319,3/2/2023,2954
21319,3/3/2023,2909
21319,3/4/2023,2182
21319,3/5/2023,2041
21319,3/6/2023,2652
21319,3/7/2023,2698
21319,3/8/2023,2940
21319,3/9/2023,2763
21319,3/10/2023,2927
21319,3/11/2023,2631
21319,3/12/2023,2054
21319,3/13/2023,2519
21319,3/14/2023,2124
21319,3/15/2023,2284
21319,3/16/2023,2755
21319,3/17/2023,2349
21319,3/18/2023,2693
21319,3/19/2023,2304
21319,3/20/2023,2856
21319,3/21/2023,2838
21319,3/22/2023,1494
21320,2/28/2023,1156
21320,3/1/2023,2380
21320,3/2/2023,2671
21320,3/3/2023,2210
21320,3/4/2023,1709
21320,3/5/2023,2208
21320,3/6/2023,2269
21320,3/7/2023,2094
21320,3/8/2023,2344
21320,3/9/2023,2235
21320,3/10/2023,2524
21320,3/11/2023,1788
21320,3/12/2023,1557
21320,3/13/2023,1891
21320,3/14/2023,1748
21320,3/15/2023,1816
21320,3/16/2023,1103
21320,3/17/2023,1166
21320,3/18/2023,1702
21320,3/19/2023,1804
21320,3/20/2023,2459
21320,3/21/2023,2441
21320,3/22/2023,1360
21321,2/28/2023,2706
21321,3/1/2023,2006
21321,3/2/2023,1792
21321,3/3/2023,1957
21321,3/4/2023,2018
21321,3/5/2023,1957
21321,3/6/2023,2539
21321,3/7/2023,2501
21321,3/8/2023,2273
21321,3/9/2023,2145
21321,3/10/2023,2606
21321,3/11/2023,1928
21321,3/12/2023,2021
21321,3/13/2023,1716
21321,3/14/2023,1739
21321,3/15/2023,1879
21321,3/16/2023,1911
21321,3/17/2023,1907
21321,3/18/2023,1687
21321,3/19/2023,1781
21321,3/20/2023,1441
21321,3/21/2023,2491
21321,3/22/2023,1237
21322,2/28/2023,1703
21322,3/1/2023,3026
21322,3/2/2023,2391
21322,3/3/2023,2165
21322,3/4/2023,1964
21322,3/5/2023,1864
21322,3/6/2023,2346
21322,3/7/2023,2291
21322,3/8/2023,2083
21322,3/9/2023,2109
21322,3/10/2023,2263
21322,3/11/2023,1487
21322,3/12/2023,951
21323,2/28/2023,2845
21323,3/1/2023,2700
21323,3/2/2023,3166
21323,3/3/2023,3398
21323,3/4/2023,2757
21323,3/5/2023,2405
21323,3/6/2023,2724
21323,3/7/2023,2986
21323,3/8/2023,2804
21323,3/9/2023,2978
21323,3/10/2023,3630
21323,3/11/2023,2087
21323,3/12/2023,2193
21323,3/13/2023,2218
21323,3/14/2023,1737
21323,3/15/2023,1721
