Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
21223,3/4/2023,7448,4.90999984741211,4.90999984741211,0,0,0,4.8899998664856,0,0,0,385,577,2216,,1395,488,62
21223,3/5/2023,2578,1.70000004768372,1.70000004768372,0,0,0.170000001788139,1.52999997138977,0,0,10,119,758,1759,,1395,240,62
21223,3/6/2023,8022,5.28000020980835,5.28000020980835,0,0.389999985694885,0.180000007152557,4.69000005722046,0,13,5,316,561,2339,,1395,654,61
21223,3/7/2023,9046,5.96999979019165,5.96999979019165,0,0.52999997138977,0.009999999776483,5.42000007629395,0,14,1,335,199,2286,,1395,597,61
21223,3/8/2023,11763,7.76000022888184,7.76000022888184,0,0.689999997615814,0.810000002384186,6.23000001907349,0,16,110,379,474,2755,,1395,923,60
21223,3/9/2023,8585,5.65999984741211,5.65999984741211,0,0,0.469999998807907,5.17000007629395,0,0,63,338,500,2348,,1395,609,62
21223,3/10/2023,8048,5.30999994277954,5.30999994277954,0,0,0,5.28999996185303,0,0,0,351,644,2143,,1395,447,62
21223,3/11/2023,5354,3.52999997138977,3.52999997138977,0,0.140000000596046,0.680000007152557,2.69000005722046,0,2,11,186,884,1876,,1395,298,62
21223,3/12/2023,3404,2.24000000953674,2.24000000953674,0,0,0,2.24000000953674,0,0,0,170,718,1775,,1395,215,64
21223,3/13/2023,1823,1.20000004768372,1.20000004768372,0,0,0,1.20000004768372,0,0,0,102,728,1612,,1395,125,65
21223,3/14/2023,3011,1.98000001907349,1.98000001907349,0,0,0,1.98000001907349,0,0,0,133,711,1687,,1395,168,64
21223,3/15/2023,4224,2.91000008583069,2.91000008583069,0,0,0,2.90000009536743,0,0,0,208,752,1917,,1395,323,64
21223,3/16/2023,3917,2.57999992370605,2.57999992370605,0,0,0,2.5699999332428,0,0,0,218,697,1869,,1395,271,66
21223,3/17/2023,5176,3.41000008583069,3.41000008583069,0,0.469999998807907,0.759999990463257,2.1800000667572,0,7,18,125,731,1848,,1395,283,67
21223,3/18/2023,1657,1.0900000333786,1.0900000333786,0,0,0,1.0900000333786,0,0,0,93,717,1597,,1395,115,67
21223,3/19/2023,2061,1.36000001430511,1.36000001430511,0,0,0,1.35000002384186,0,0,0,87,653,1614,,1395,137,67
21223,3/20/2023,9965,6.57000017166138,6.57000017166138,0,0.03999999910593,0.009999999776483,6.5,0,6,8,413,618,2430,,1395,681,67
21223,3/21/2023,8206,5.40999984741211,5.40999984741211,0,0.029999999329448,0.140000000596046,5.21999979019165,0,7,3,359,580,2289,,1395,568,69
21223,3/22/2023,791,0.519999980926514,0.519999980926514,0,0,0,0.519999980926514,0,0,0,35,0,555,,473,48,70
21224,2/28/2023,0,0,0,0,0,0,0,0,0,0,0,1440,1437,,1437,0,
21224,3/1/2023,4184,2.84999990463257,2.84999990463257,0,0.349999994039536,0.360000014305115,2.14000010490417,0,20,42,214,1164,2377,,1436,703,
21224,3/2/2023,14498,9.89000034332275,9.89000034332275,0,0.050000000745058,0.03999999910593,9.77000045776367,0,19,10,570,318,3175,,1435,1176,87
21224,3/3/2023,15565,10.6199998855591,10.6199998855591,0.200000002980232,0.25,0.620000004768372,9.57999992370605,0.140000000596046,7,38,576,282,3283,,1429,1286,81
21224,3/4/2023,6457,4.40000009536743,4.40000009536743,0,0.100000001490116,0.490000009536743,3.80999994277954,0,2,33,314,483,2438,,1429,676,84
