Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
22602,3/1/2023 12:00:00 AM,1,425,480
22602,3/2/2023 12:00:00 AM,1,395,457
22602,3/3/2023 12:00:00 AM,1,519,568
22602,3/4/2023 12:00:00 AM,1,360,385
22602,3/5/2023 12:00:00 AM,1,532,595
22602,3/6/2023 12:00:00 AM,1,393,433
22602,3/7/2023 12:00:00 AM,1,475,516
22602,3/8/2023 12:00:00 AM,1,465,504
22602,3/9/2023 12:00:00 AM,1,409,453
22602,3/10/2023 12:00:00 AM,1,541,593
22603,3/1/2023 12:00:00 AM,1,464,520
22603,3/2/2023 12:00:00 AM,1,452,484
22603,3/3/2023 12:00:00 AM,1,336,340
22603,3/4/2023 12:00:00 AM,1,541,565
22603,3/5/2023 12:00:00 AM,1,538,594
22603,3/6/2023 12:00:00 AM,1,298,315
22603,3/7/2023 12:00:00 AM,1,428,490
22603,3/8/2023 12:00:00 AM,2,512,565
22603,3/9/2023 12:00:00 AM,2,404,429
22603,3/10/2023 12:00:00 AM,1,357,361
22603,3/11/2023 12:00:00 AM,2,480,504
22603,3/12/2023 12:00:00 AM,1,71,75
22603,3/13/2023 12:00:00 AM,1,485,527
22603,3/14/2023 12:00:00 AM,1,343,379
22603,3/15/2023 12:00:00 AM,1,402,453
22603,3/16/2023 12:00:00 AM,1,498,576
22603,3/17/2023 12:00:00 AM,1,96,96
22603,3/18/2023 12:00:00 AM,2,427,458
22603,3/19/2023 12:00:00 AM,1,272,278
22603,3/20/2023 12:00:00 AM,1,435,458
22603,3/21/2023 12:00:00 AM,1,357,376
22603,3/22/2023 12:00:00 AM,1,445,466
22604,3/1/2023 12:00:00 AM,2,339,377
22604,3/2/2023 12:00:00 AM,1,283,320
22604,3/3/2023 12:00:00 AM,1,429,459
22604,3/4/2023 12:00:00 AM,1,513,554
22604,3/5/2023 12:00:00 AM,1,472,527
22604,3/6/2023 12:00:00 AM,1,307,354
22604,3/7/2023 12:00:00 AM,1,377,421
22604,3/8/2023 12:00:00 AM,1,317,366
22604,3/9/2023 12:00:00 AM,1,448,479
22604,3/10/2023 12:00:00 AM,1,75,78
22604,3/11/2023 12:00:00 AM,1,565,608
22604,3/12/2023 12:00:00 AM,1,402,466
22604,3/13/2023 12:00:00 AM,1,93,103
22604,3/14/2023 12:00:00 AM,1,603,647
22604,3/15/2023 12:00:00 AM,2,453,482
22604,3/16/2023 12:00:00 AM,1,547,611
22604,3/17/2023 12:00:00 AM,1,354,393
22604,3/19/2023 12:00:00 AM,1,276,299
22604,3/20/2023 12:00:00 AM,1,72,91
22604,3/21/2023 12:00:00 AM,1,308,333
22604,3/22/2023 12:00:00 AM,1,324,357
22605,3/1/2023 12:00:00 AM,1,460,479
22605,3/2/2023 12:00:00 AM,1,491,524
22605,3/3/2023 12:00:00 AM,1,522,580
22605,3/4/2023 12:00:00 AM,2,533,567
22605,3/5/2023 12:00:00 AM,1,585,638
22605,3/6/2023 12:00:00 AM,1,500,529
22605,3/7/2023 12:00:00 AM,1,308,325
22605,3/8/2023 12:00:00 AM,2,291,341
22605,3/9/2023 12:00:00 AM,1,393,408
22605,3/10/2023 12:00:00 AM,1,485,541
22605,3/11/2023 12:00:00 AM,1,288,309
22605,3/12/2023 12:00:00 AM,1,569,591
22605,3/13/2023 12:00:00 AM,2,556,591
22605,3/14/2023 12:00:00 AM,1,444,464
22605,3/15/2023 12:00:00 AM,1,419,458
22605,3/16/2023 12:00:00 AM,1,456,493
22605,3/17/2023 12:00:00 AM,2,395,411
22605,3/18/2023 12:00:00 AM,1,467,521
22605,3/19/2023 12:00:00 AM,1,424,454
22605,3/20/2023 12:00:00 AM,1,388,417
22605,3/21/2023 12:00:00 AM,1,463,479
22605,3/22/2023 12:00:00 AM,1,444,462
22610,3/8/2023 12:00:00 AM,1,512,556
22610,3/9/2023 12:00:00 AM,1,494,525
22610,3/10/2023 12:00:00 AM,1,487,514
22610,3/11/2023 12:00:00 AM,1,513,531
22610,3/12/2023 12:00:00 AM,1,443,493
22610,3/13/2023 12:00:00 AM,1,548,610
22610,3/14/2023 12:00:00 AM,1,492,531
22610,3/15/2023 12:00:00 AM,1,489,515
22610,3/16/2023 12:00:00 AM,1,435,458
22610,3/17/2023 12:00:00 AM,1,407,447
22610,3/18/2023 12:00:00 AM,1,252,266
22610,3/19/2023 12:00:00 AM,1,543,591
22610,3/20/2023 12:00:00 AM,1,398,425
22610,3/21/2023 12:00:00 AM,1,461,476
22611,3/1/2023 12:00:00 AM,1,369,398
22611,3/2/2023 12:00:00 AM,1,365,385
22611,3/3/2023 12:00:00 AM,1,358,392
22611,3/4/2023 12:00:00 AM,1,404,429
22611,3/5/2023 12:00:00 AM,1,485,530
22611,3/6/2023 12:00:00 AM,1,332,364
22611,3/7/2023 12:00:00 AM,1,372,412
22611,3/8/2023 12:00:00 AM,2,423,438
22611,3/9/2023 12:00:00 AM,1,354,374
22611,3/10/2023 12:00:00 AM,1,262,282
22611,3/11/2023 12:00:00 AM,2,438,469
22611,3/12/2023 12:00:00 AM,1,395,426
22611,3/13/2023 12:00:00 AM,1,248,282
22611,3/14/2023 12:00:00 AM,1,355,394
22611,3/15/2023 12:00:00 AM,1,381,414
22611,3/18/2023 12:00:00 AM,1,90,100
22613,3/8/2023 12:00:00 AM,1,424,453
22613,3/9/2023 12:00:00 AM,1,389,413
22613,3/10/2023 12:00:00 AM,1,396,422
22613,3/11/2023 12:00:00 AM,1,516,554
22613,3/12/2023 12:00:00 AM,1,533,591
22613,3/13/2023 12:00:00 AM,3,585,699
22613,3/14/2023 12:00:00 AM,1,468,502
22613,3/15/2023 12:00:00 AM,1,358,394
22613,3/16/2023 12:00:00 AM,1,440,473
22613,3/19/2023 12:00:00 AM,1,65,70
22613,3/20/2023 12:00:00 AM,1,362,371
22613,3/21/2023 12:00:00 AM,1,477,519
22616,3/2/2023 12:00:00 AM,1,428,465
22616,3/3/2023 12:00:00 AM,1,388,433
22616,3/4/2023 12:00:00 AM,2,581,639
22616,3/7/2023 12:00:00 AM,1,483,540
22616,3/8/2023 12:00:00 AM,1,437,488
22616,3/9/2023 12:00:00 AM,1,423,455
22616,3/10/2023 12:00:00 AM,1,345,376
22616,3/12/2023 12:00:00 AM,1,540,585
22616,3/13/2023 12:00:00 AM,2,470,510
22616,3/14/2023 12:00:00 AM,1,400,448
22616,3/15/2023 12:00:00 AM,1,406,455
22616,3/16/2023 12:00:00 AM,1,409,466
22701,3/8/2023 12:00:00 AM,1,450,450
22701,3/9/2023 12:00:00 AM,1,428,475
22701,3/10/2023 12:00:00 AM,1,420,444
22701,3/11/2023 12:00:00 AM,1,777,828
22701,3/12/2023 12:00:00 AM,1,481,522
22701,3/13/2023 12:00:00 AM,1,486,505
22701,3/14/2023 12:00:00 AM,2,529,565
22701,3/15/2023 12:00:00 AM,1,424,467
22701,3/16/2023 12:00:00 AM,2,381,421
22701,3/17/2023 12:00:00 AM,1,528,560
22701,3/18/2023 12:00:00 AM,1,604,644
22701,3/19/2023 12:00:00 AM,1,717,773
22701,3/20/2023 12:00:00 AM,1,424,447
22701,3/21/2023 12:00:00 AM,2,512,562
22701,3/22/2023 12:00:00 AM,1,414,429
22710,3/8/2023 12:00:00 AM,1,504,529
22710,3/9/2023 12:00:00 AM,1,441,478
22710,3/10/2023 12:00:00 AM,1,490,516
22710,3/11/2023 12:00:00 AM,1,581,626
22710,3/12/2023 12:00:00 AM,1,594,607
22710,3/13/2023 12:00:00 AM,1,426,451
22710,3/14/2023 12:00:00 AM,1,369,379
22712,3/4/2023 12:00:00 AM,1,573,610
22712,3/5/2023 12:00:00 AM,1,450,479
22712,3/6/2023 12:00:00 AM,1,478,505
22712,3/7/2023 12:00:00 AM,1,385,406
22712,3/8/2023 12:00:00 AM,1,491,545
22712,3/9/2023 12:00:00 AM,1,407,428
22712,3/10/2023 12:00:00 AM,1,406,422
22712,3/11/2023 12:00:00 AM,1,410,447
22712,3/12/2023 12:00:00 AM,1,424,452
22712,3/13/2023 12:00:00 AM,1,412,439
22712,3/14/2023 12:00:00 AM,1,430,473
22712,3/15/2023 12:00:00 AM,1,308,329
22712,3/16/2023 12:00:00 AM,1,414,447
22712,3/17/2023 12:00:00 AM,1,412,457
22712,3/18/2023 12:00:00 AM,1,394,440
22712,3/19/2023 12:00:00 AM,1,489,528
22712,3/20/2023 12:00:00 AM,1,402,431
22712,3/21/2023 12:00:00 AM,1,462,490
22712,3/22/2023 12:00:00 AM,1,341,363
22803,3/7/2023 12:00:00 AM,1,472,489
22803,3/8/2023 12:00:00 AM,1,346,355
22803,3/10/2023 12:00:00 AM,1,451,465
22803,3/11/2023 12:00:00 AM,1,434,466
22803,3/12/2023 12:00:00 AM,1,621,640
22803,3/13/2023 12:00:00 AM,2,477,528
22803,3/14/2023 12:00:00 AM,1,461,468
22803,3/15/2023 12:00:00 AM,1,436,440
22803,3/16/2023 12:00:00 AM,1,559,587
22803,3/17/2023 12:00:00 AM,1,332,346
22803,3/18/2023 12:00:00 AM,1,564,570
22803,3/19/2023 12:00:00 AM,1,510,586
22803,3/20/2023 12:00:00 AM,1,440,450
22803,3/21/2023 12:00:00 AM,1,462,472
22803,3/22/2023 12:00:00 AM,1,411,430
22810,3/7/2023 12:00:00 AM,1,503,522
22810,3/8/2023 12:00:00 AM,1,447,479
22810,3/9/2023 12:00:00 AM,1,406,442
22810,3/10/2023 12:00:00 AM,1,445,487
22810,3/11/2023 12:00:00 AM,1,595,633
22810,3/12/2023 12:00:00 AM,1,483,509
22810,3/13/2023 12:00:00 AM,1,422,440
22810,3/14/2023 12:00:00 AM,1,406,426
22810,3/15/2023 12:00:00 AM,2,649,686
22810,3/16/2023 12:00:00 AM,1,407,422
22810,3/17/2023 12:00:00 AM,1,539,563
22810,3/18/2023 12:00:00 AM,1,485,519
22810,3/19/2023 12:00:00 AM,1,564,592
22810,3/20/2023 12:00:00 AM,1,266,310
22810,3/21/2023 12:00:00 AM,1,513,545
22810,3/22/2023 12:00:00 AM,1,348,400
22811,3/7/2023 12:00:00 AM,1,464,509
22811,3/8/2023 12:00:00 AM,1,447,482
22811,3/9/2023 12:00:00 AM,1,383,426
22811,3/10/2023 12:00:00 AM,1,551,618
22811,3/11/2023 12:00:00 AM,1,565,644
22811,3/12/2023 12:00:00 AM,1,350,376
22811,3/13/2023 12:00:00 AM,1,543,571
22811,3/14/2023 12:00:00 AM,1,482,524
22811,3/15/2023 12:00:00 AM,1,409,430
22811,3/16/2023 12:00:00 AM,1,446,486
22811,3/17/2023 12:00:00 AM,1,367,391
22811,3/18/2023 12:00:00 AM,1,522,556
22811,3/19/2023 12:00:00 AM,1,446,477
22811,3/20/2023 12:00:00 AM,1,413,430
22811,3/21/2023 12:00:00 AM,1,352,388
22811,3/22/2023 12:00:00 AM,1,470,510
22812,3/7/2023 12:00:00 AM,1,437,470
22812,3/8/2023 12:00:00 AM,1,456,492
22812,3/9/2023 12:00:00 AM,1,436,457
22812,3/10/2023 12:00:00 AM,1,442,474
22812,3/11/2023 12:00:00 AM,1,404,419
22812,3/12/2023 12:00:00 AM,1,439,475
22812,3/13/2023 12:00:00 AM,1,508,568
22812,3/14/2023 12:00:00 AM,1,475,514
22812,3/15/2023 12:00:00 AM,1,439,485
22812,3/16/2023 12:00:00 AM,1,549,605
22812,3/17/2023 12:00:00 AM,1,382,410
22812,3/18/2023 12:00:00 AM,1,374,404
22812,3/19/2023 12:00:00 AM,1,445,466
22812,3/20/2023 12:00:00 AM,1,461,484
22812,3/21/2023 12:00:00 AM,1,447,478
22812,3/22/2023 12:00:00 AM,1,376,412
22813,3/7/2023 12:00:00 AM,2,494,530
22813,3/8/2023 12:00:00 AM,1,318,373
22813,3/10/2023 12:00:00 AM,2,492,555
22813,3/11/2023 12:00:00 AM,1,396,425
22813,3/12/2023 12:00:00 AM,1,594,674
22813,3/13/2023 12:00:00 AM,1,442,522
22813,3/15/2023 12:00:00 AM,2,401,417
22813,3/16/2023 12:00:00 AM,1,324,342
22813,3/17/2023 12:00:00 AM,1,469,494
22813,3/18/2023 12:00:00 AM,1,470,520
22813,3/19/2023 12:00:00 AM,1,651,686
22813,3/20/2023 12:00:00 AM,1,431,483
22813,3/21/2023 12:00:00 AM,1,469,509
22813,3/22/2023 12:00:00 AM,1,378,423
