Id,ActivityDay,ZoneName,Min,Max,Calories,Minutes
21212,2/28/2023,Peak,177,220,0,0
21212,3/1/2023,Out of Range,30,123,2768,1419
21212,3/1/2023,Fat Burn,123,147,116,20
21212,3/1/2023,Cardio,147,177,0,0
21212,3/1/2023,Peak,177,220,0,0
21212,3/2/2023,Out of Range,30,123,2877,1402
21212,3/2/2023,Fat Burn,123,147,207,37
21212,3/2/2023,Cardio,147,177,0,0
21212,3/2/2023,Peak,177,220,0,0
21212,3/3/2023,Out of Range,30,124,2967,1437
21212,3/3/2023,Fat Burn,124,148,10,2
21212,3/3/2023,Cardio,148,177,0,0
21212,3/3/2023,Peak,177,220,0,0
21212,3/4/2023,Out of Range,30,123,2327,1439
21212,3/4/2023,Fat Burn,123,147,0,0
21212,3/4/2023,Cardio,147,177,0,0
21212,3/4/2023,Peak,177,220,0,0
21212,3/5/2023,Out of Range,30,122,2651,1428
21212,3/5/2023,Fat Burn,122,146,55,11
21212,3/5/2023,Cardio,146,176,0,0
21212,3/5/2023,Peak,176,220,0,0
21212,3/6/2023,Out of Range,30,121,3176,1430
21212,3/6/2023,Fat Burn,121,145,52,9
21212,3/6/2023,Cardio,145,176,0,0
21212,3/6/2023,Peak,176,220,0,0
21212,3/7/2023,Out of Range,30,120,2990,1435
21212,3/7/2023,Fat Burn,120,145,22,4
21212,3/7/2023,Cardio,145,176,0,0
21212,3/7/2023,Peak,176,220,0,0
21212,3/8/2023,Out of Range,30,120,2941,1439
21212,3/8/2023,Fat Burn,120,145,0,0
21212,3/8/2023,Cardio,145,176,0,0
21212,3/8/2023,Peak,176,220,0,0
21212,3/9/2023,Out of Range,30,120,3052,1394
21212,3/9/2023,Fat Burn,120,145,269,45
21212,3/9/2023,Cardio,145,176,0,0
21212,3/9/2023,Peak,176,220,0,0
21212,3/10/2023,Out of Range,30,120,3474,1419
21212,3/10/2023,Fat Burn,120,145,112,19
21212,3/10/2023,Cardio,145,176,6,1
21212,3/10/2023,Peak,176,220,0,0
21212,3/11/2023,Out of Range,30,120,3082,1427
21212,3/11/2023,Fat Burn,120,145,64,12
21212,3/11/2023,Cardio,145,176,0,0
21212,3/11/2023,Peak,176,220,0,0
21212,3/12/2023,Out of Range,30,120,2684,1415
21212,3/12/2023,Fat Burn,120,145,138,24
21212,3/12/2023,Cardio,145,176,0,0
21212,3/12/2023,Peak,176,220,0,0
21212,3/13/2023,Out of Range,30,120,3068,1415
21212,3/13/2023,Fat Burn,120,145,147,24
21212,3/13/2023,Cardio,145,176,0,0
21212,3/13/2023,Peak,176,220,0,0
21212,3/14/2023,Out of Range,30,120,2485,1439
21212,3/14/2023,Fat Burn,120,145,0,0
21212,3/14/2023,Cardio,145,176,0,0
21212,3/14/2023,Peak,176,220,0,0
21212,3/15/2023,Out of Range,30,119,2352,1434
21212,3/15/2023,Fat Burn,119,144,15,5
21212,3/15/2023,Cardio,144,176,0,0
21212,3/15/2023,Peak,176,220,0,0
21212,3/16/2023,Out of Range,30,119,1779,1439
21212,3/16/2023,Fat Burn,119,144,0,0
21212,3/16/2023,Cardio,144,176,0,0
21212,3/16/2023,Peak,176,220,0,0
21212,3/17/2023,Out of Range,30,119,2538,1437
21212,3/17/2023,Fat Burn,119,144,10,2
21212,3/17/2023,Cardio,144,176,0,0
21212,3/17/2023,Peak,176,220,0,0
21212,3/18/2023,Out of Range,30,118,2680,1428
21212,3/18/2023,Fat Burn,118,143,54,11
21212,3/18/2023,Cardio,143,175,0,0
21212,3/18/2023,Peak,175,220,0,0
21212,3/19/2023,Out of Range,30,118,2090,1439
21212,3/19/2023,Fat Burn,118,143,0,0
21212,3/19/2023,Cardio,143,175,0,0
21212,3/19/2023,Peak,175,220,0,0
21212,3/20/2023,Out of Range,30,118,2807,1381
21212,3/20/2023,Fat Burn,118,143,353,58
21212,3/20/2023,Cardio,143,175,0,0
21212,3/20/2023,Peak,175,220,0,0
21212,3/21/2023,Out of Range,30,118,2967,1427
21212,3/21/2023,Fat Burn,118,144,67,11
21212,3/21/2023,Cardio,144,175,6,1
21212,3/21/2023,Peak,175,220,0,0
21212,3/22/2023,Out of Range,30,118,1670,801
21212,3/22/2023,Fat Burn,118,144,0,0
21212,3/22/2023,Cardio,144,175,0,0
21212,3/22/2023,Peak,175,220,0,0
21213,2/28/2023,Out of Range,30,108,2250,1410
21213,2/28/2023,Fat Burn,108,130,112,22
21213,2/28/2023,Cardio,130,157,61,7
21213,2/28/2023,Peak,157,220,0,0
21213,3/1/2023,Out of Range,30,109,2153,1398
21213,3/1/2023,Fat Burn,109,130,194,37
21213,3/1/2023,Cardio,130,157,31,4
21213,3/1/2023,Peak,157,220,0,0
21213,3/2/2023,Out of Range,30,108,2094,1395
21213,3/2/2023,Fat Burn,108,130,238,41
21213,3/2/2023,Cardio,130,157,21,3
21213,3/2/2023,Peak,157,220,0,0
21213,3/3/2023,Out of Range,30,109,2238,1400
21213,3/3/2023,Fat Burn,109,130,170,35
21213,3/3/2023,Cardio,130,157,28,4
21213,3/3/2023,Peak,157,220,0,0
21213,3/4/2023,Out of Range,30,109,2036,1427
21213,3/4/2023,Fat Burn,109,130,51,12
21213,3/4/2023,Cardio,130,157,0,0
21213,3/4/2023,Peak,157,220,0,0
21213,3/5/2023,Out of Range,30,109,2065,1396
21213,3/5/2023,Fat Burn,109,131,255,40
21213,3/5/2023,Cardio,131,157,20,3
21213,3/5/2023,Peak,157,220,0,0
21213,3/6/2023,Out of Range,30,109,2153,1409
21213,3/6/2023,Fat Burn,109,130,34,8
21213,3/6/2023,Cardio,130,157,177,22
21213,3/6/2023,Peak,157,220,0,0
21213,3/7/2023,Out of Range,30,108,2356,1423
21213,3/7/2023,Fat Burn,108,130,56,12
21213,3/7/2023,Cardio,130,157,31,4
21213,3/7/2023,Peak,157,220,0,0
21213,3/8/2023,Out of Range,30,109,2425,1417
21213,3/8/2023,Fat Burn,109,130,101,22
21213,3/8/2023,Cardio,130,157,0,0
21213,3/8/2023,Peak,157,220,0,0
21213,3/9/2023,Out of Range,30,110,2461,1393
21213,3/9/2023,Fat Burn,110,131,159,34
21213,3/9/2023,Cardio,131,158,83,11
21213,3/9/2023,Peak,158,220,10,1
21213,3/10/2023,Out of Range,30,109,2602,1433
21213,3/10/2023,Fat Burn,109,131,20,4
21213,3/10/2023,Cardio,131,157,14,2
21213,3/10/2023,Peak,157,220,0,0
21213,3/11/2023,Out of Range,30,111,2127,1427
21213,3/11/2023,Fat Burn,111,132,33,8
21213,3/11/2023,Cardio,132,158,31,4
21213,3/11/2023,Peak,158,220,0,0
21213,3/12/2023,Out of Range,30,112,2400,1410
21213,3/12/2023,Fat Burn,112,132,111,26
21213,3/12/2023,Cardio,132,158,20,3
21213,3/12/2023,Peak,158,220,0,0
21213,3/13/2023,Out of Range,30,112,2401,1425
21213,3/13/2023,Fat Burn,112,132,64,14
21213,3/13/2023,Cardio,132,158,0,0
21213,3/13/2023,Peak,158,220,0,0
21213,3/14/2023,Out of Range,30,112,2317,1433
21213,3/14/2023,Fat Burn,112,132,25,4
21213,3/14/2023,Cardio,132,158,16,2
21213,3/14/2023,Peak,158,220,0,0
21213,3/15/2023,Out of Range,30,111,2396,1421
21213,3/15/2023,Fat Burn,111,132,80,16
21213,3/15/2023,Cardio,132,158,16,2
21213,3/15/2023,Peak,158,220,0,0
21213,3/16/2023,Out of Range,30,109,1953,1408
21213,3/16/2023,Fat Burn,109,131,169,31
21213,3/16/2023,Cardio,131,157,0,0
21213,3/16/2023,Peak,157,220,0,0
21213,3/17/2023,Out of Range,30,108,2246,1428
21213,3/17/2023,Fat Burn,108,130,61,11
21213,3/17/2023,Cardio,130,157,0,0
21213,3/17/2023,Peak,157,220,0,0
21213,3/18/2023,Out of Range,30,108,1866,1438
21213,3/18/2023,Fat Burn,108,130,1,1
21213,3/18/2023,Cardio,130,157,0,0
21213,3/18/2023,Peak,157,220,0,0
21213,3/19/2023,Out of Range,30,107,2085,1390
21213,3/19/2023,Fat Burn,107,129,176,31
21213,3/19/2023,Cardio,129,157,152,18
21213,3/19/2023,Peak,157,220,0,0
21213,3/20/2023,Out of Range,30,106,2354,1351
21213,3/20/2023,Fat Burn,106,128,332,61
21213,3/20/2023,Cardio,128,157,222,27
21213,3/20/2023,Peak,157,220,0,0
21213,3/21/2023,Out of Range,30,106,2474,1408
21213,3/21/2023,Fat Burn,106,129,155,26
21213,3/21/2023,Cardio,129,157,33,5
21213,3/21/2023,Peak,157,220,0,0
21213,3/22/2023,Out of Range,30,107,1211,810
21213,3/22/2023,Fat Burn,107,129,0,0
21213,3/22/2023,Cardio,129,157,0,0
21213,3/22/2023,Peak,157,220,0,0
21214,3/1/2023,Out of Range,30,114,1998,1439
21214,3/1/2023,Fat Burn,114,142,0,0
21214,3/1/2023,Cardio,142,176,0,0
21214,3/1/2023,Peak,176,220,0,0
21214,3/2/2023,Out of Range,30,122,3450,1433
21214,3/2/2023,Fat Burn,122,147,40,6
21214,3/2/2023,Cardio,147,178,0,0
21214,3/2/2023,Peak,178,220,0,0
21214,3/3/2023,Out of Range,30,123,3206,1427
21214,3/3/2023,Fat Burn,123,147,102,12
21214,3/3/2023,Cardio,147,178,0,0
21214,3/3/2023,Peak,178,220,0,0
21214,3/4/2023,Out of Range,30,122,3513,1423
21214,3/4/2023,Fat Burn,122,147,129,16
21214,3/4/2023,Cardio,147,178,0,0
21214,3/4/2023,Peak,178,220,0,0
21214,3/5/2023,Out of Range,30,123,2821,1410
21214,3/5/2023,Fat Burn,123,148,209,26
21214,3/5/2023,Cardio,148,178,43,3
21214,3/5/2023,Peak,178,220,0,0
21214,3/6/2023,Out of Range,30,122,2488,1268
21214,3/6/2023,Fat Burn,122,147,0,0
21214,3/6/2023,Cardio,147,178,0,0
21214,3/6/2023,Peak,178,220,0,0
21214,3/7/2023,Out of Range,30,124,1429,910
21214,3/7/2023,Fat Burn,124,148,0,0
21214,3/7/2023,Cardio,148,178,0,0
21214,3/7/2023,Peak,178,220,0,0
21215,2/28/2023,Out of Range,30,113,2399,1429
21215,2/28/2023,Fat Burn,113,134,44,10
21215,2/28/2023,Cardio,134,161,0,0
21215,2/28/2023,Peak,161,220,0,0
21215,3/1/2023,Out of Range,30,112,2237,1422
21215,3/1/2023,Fat Burn,112,134,73,17
21215,3/1/2023,Cardio,134,160,0,0
21215,3/1/2023,Peak,160,220,0,0
21215,3/2/2023,Out of Range,30,112,2292,1419
21215,3/2/2023,Fat Burn,112,133,112,19
21215,3/2/2023,Cardio,133,160,8,1
21215,3/2/2023,Peak,160,220,0,0
21215,3/3/2023,Out of Range,30,111,2430,1413
21215,3/3/2023,Fat Burn,111,133,71,15
21215,3/3/2023,Cardio,133,160,63,7
21215,3/3/2023,Peak,160,220,48,4
21215,3/4/2023,Out of Range,30,111,2031,1431
21215,3/4/2023,Fat Burn,111,133,35,8
21215,3/4/2023,Cardio,133,160,0,0
21215,3/4/2023,Peak,160,220,0,0
21215,3/5/2023,Out of Range,30,111,1873,1428
21215,3/5/2023,Fat Burn,111,133,43,11
21215,3/5/2023,Cardio,133,160,0,0
21215,3/5/2023,Peak,160,220,0,0
21215,3/6/2023,Out of Range,30,110,2389,1431
21215,3/6/2023,Fat Burn,110,132,33,8
21215,3/6/2023,Cardio,132,160,0,0
21215,3/6/2023,Peak,160,220,0,0
21215,3/7/2023,Out of Range,30,110,2232,1414
21215,3/7/2023,Fat Burn,110,132,142,25
21215,3/7/2023,Cardio,132,160,0,0
21215,3/7/2023,Peak,160,220,0,0
21215,3/8/2023,Out of Range,30,110,2379,1422
21215,3/8/2023,Fat Burn,110,132,62,11
21215,3/8/2023,Cardio,132,160,42,6
21215,3/8/2023,Peak,160,220,0,0
21215,3/9/2023,Out of Range,30,111,2672,1385
21215,3/9/2023,Fat Burn,111,133,213,44
21215,3/9/2023,Cardio,133,160,96,10
21215,3/9/2023,Peak,160,220,0,0
21215,3/10/2023,Out of Range,30,112,2134,1415
21215,3/10/2023,Fat Burn,112,134,94,19
21215,3/10/2023,Cardio,134,160,32,5
21215,3/10/2023,Peak,160,220,0,0
21215,3/11/2023,Out of Range,30,113,2145,1430
21215,3/11/2023,Fat Burn,113,134,41,9
21215,3/11/2023,Cardio,134,161,0,0
21215,3/11/2023,Peak,161,220,0,0
21215,3/12/2023,Out of Range,30,114,2248,1408
21215,3/12/2023,Fat Burn,114,135,147,29
21215,3/12/2023,Cardio,135,161,11,2
21215,3/12/2023,Peak,161,220,0,0
21215,3/13/2023,Out of Range,30,113,1962,1422
21215,3/13/2023,Fat Burn,113,134,74,16
21215,3/13/2023,Cardio,134,161,9,1
21215,3/13/2023,Peak,161,220,0,0
21215,3/14/2023,Out of Range,30,113,2152,1425
21215,3/14/2023,Fat Burn,113,134,62,14
21215,3/14/2023,Cardio,134,161,0,0
21215,3/14/2023,Peak,161,220,0,0
21215,3/15/2023,Out of Range,30,114,1788,1439
21215,3/15/2023,Fat Burn,114,135,0,0
21215,3/15/2023,Cardio,135,161,0,0
21215,3/15/2023,Peak,161,220,0,0
21215,3/16/2023,Out of Range,30,114,1926,1435
21215,3/16/2023,Fat Burn,114,135,17,4
21215,3/16/2023,Cardio,135,161,0,0
21215,3/16/2023,Peak,161,220,0,0
21215,3/17/2023,Out of Range,30,114,2079,1438
21215,3/17/2023,Fat Burn,114,135,4,1
21215,3/17/2023,Cardio,135,161,0,0
21215,3/17/2023,Peak,161,220,0,0
21215,3/18/2023,Out of Range,30,114,2177,1425
21215,3/18/2023,Fat Burn,114,135,81,14
21215,3/18/2023,Cardio,135,161,0,0
21215,3/18/2023,Peak,161,220,0,0
21215,3/19/2023,Out of Range,30,115,1936,1436
21215,3/19/2023,Fat Burn,115,136,13,3
21215,3/19/2023,Cardio,136,161,0,0
21215,3/19/2023,Peak,161,220,0,0
21215,3/20/2023,Out of Range,30,116,2207,1422
21215,3/20/2023,Fat Burn,116,136,20,6
21215,3/20/2023,Cardio,136,161,70,8
21215,3/20/2023,Peak,161,220,33,3
21215,3/21/2023,Out of Range,30,117,2269,1439
21215,3/21/2023,Fat Burn,117,137,0,0
21215,3/21/2023,Cardio,137,162,0,0
21215,3/21/2023,Peak,162,220,0,0
21215,3/22/2023,Out of Range,30,117,1260,810
21215,3/22/2023,Fat Burn,117,137,3,1
21215,3/22/2023,Cardio,137,162,0,0
21215,3/22/2023,Peak,162,220,0,0
21216,2/28/2023,Out of Range,30,121,2710,1433
21216,2/28/2023,Fat Burn,121,140,20,6
21216,2/28/2023,Cardio,140,163,0,0
21216,2/28/2023,Peak,163,220,0,0
21216,3/1/2023,Out of Range,30,121,2601,1424
21216,3/1/2023,Fat Burn,121,139,57,15
21216,3/1/2023,Cardio,139,163,0,0
21216,3/1/2023,Peak,163,220,0,0
21216,3/2/2023,Out of Range,30,120,2517,1428
21216,3/2/2023,Fat Burn,120,139,49,11
21216,3/2/2023,Cardio,139,162,0,0
21216,3/2/2023,Peak,162,220,0,0
21216,3/3/2023,Out of Range,30,118,2558,1407
21216,3/3/2023,Fat Burn,118,138,130,32
21216,3/3/2023,Cardio,138,162,0,0
21216,3/3/2023,Peak,162,220,0,0
21216,3/4/2023,Out of Range,30,117,2326,1435
21216,3/4/2023,Fat Burn,117,137,13,4
21216,3/4/2023,Cardio,137,162,0,0
21216,3/4/2023,Peak,162,220,0,0
21216,3/5/2023,Out of Range,30,116,2484,1434
21216,3/5/2023,Fat Burn,116,136,12,5
21216,3/5/2023,Cardio,136,161,0,0
21216,3/5/2023,Peak,161,220,0,0
21216,3/6/2023,Out of Range,30,116,2830,1411
21216,3/6/2023,Fat Burn,116,136,105,26
21216,3/6/2023,Cardio,136,161,13,2
21216,3/6/2023,Peak,161,220,0,0
21216,3/7/2023,Out of Range,30,116,2676,1415
21216,3/7/2023,Fat Burn,116,136,91,20
21216,3/7/2023,Cardio,136,161,26,4
21216,3/7/2023,Peak,161,220,0,0
21216,3/8/2023,Out of Range,30,116,2745,1429
21216,3/8/2023,Fat Burn,116,136,44,10
21216,3/8/2023,Cardio,136,161,0,0
21216,3/8/2023,Peak,161,220,0,0
21216,3/9/2023,Out of Range,30,117,2813,1425
21216,3/9/2023,Fat Burn,117,137,65,14
21216,3/9/2023,Cardio,137,162,0,0
21216,3/9/2023,Peak,162,220,0,0
21216,3/10/2023,Out of Range,30,117,2771,1423
21216,3/10/2023,Fat Burn,117,137,68,16
21216,3/10/2023,Cardio,137,162,0,0
21216,3/10/2023,Peak,162,220,0,0
21216,3/11/2023,Out of Range,30,115,2171,1436
21216,3/11/2023,Fat Burn,115,136,11,3
21216,3/11/2023,Cardio,136,161,0,0
21216,3/11/2023,Peak,161,220,0,0
21216,3/12/2023,Out of Range,30,115,2535,1412
21216,3/12/2023,Fat Burn,115,135,99,20
21216,3/12/2023,Cardio,135,161,50,7
21216,3/12/2023,Peak,161,220,0,0
21216,3/13/2023,Out of Range,30,116,1627,1424
21216,3/13/2023,Fat Burn,116,136,59,12
21216,3/13/2023,Cardio,136,161,23,3
21216,3/13/2023,Peak,161,220,0,0
21216,3/14/2023,Out of Range,30,115,2174,1432
21216,3/14/2023,Fat Burn,115,136,28,7
21216,3/14/2023,Cardio,136,161,0,0
21216,3/14/2023,Peak,161,220,0,0
21216,3/15/2023,Out of Range,30,116,2040,1429
21216,3/15/2023,Fat Burn,116,136,42,10
21216,3/15/2023,Cardio,136,161,0,0
21216,3/15/2023,Peak,161,220,0,0
21216,3/16/2023,Out of Range,30,116,2338,1437
21216,3/16/2023,Fat Burn,116,136,9,2
21216,3/16/2023,Cardio,136,161,0,0
21216,3/16/2023,Peak,161,220,0,0
21216,3/17/2023,Out of Range,30,117,2033,1434
21216,3/17/2023,Fat Burn,117,137,19,5
21216,3/17/2023,Cardio,137,162,0,0
21216,3/17/2023,Peak,162,220,0,0
21216,3/18/2023,Out of Range,30,116,2692,1341
21216,3/18/2023,Fat Burn,116,136,484,98
21216,3/18/2023,Cardio,136,161,0,0
21216,3/18/2023,Peak,161,220,0,0
21216,3/19/2023,Out of Range,30,117,2071,1432
21216,3/19/2023,Fat Burn,117,137,27,7
21216,3/19/2023,Cardio,137,162,0,0
21216,3/19/2023,Peak,162,220,0,0
21216,3/20/2023,Out of Range,30,118,2617,1432
21216,3/20/2023,Fat Burn,118,137,29,7
21216,3/20/2023,Cardio,137,162,0,0
21216,3/20/2023,Peak,162,220,0,0
21216,3/21/2023,Out of Range,30,118,2745,1433
21216,3/21/2023,Fat Burn,118,137,10,3
21216,3/21/2023,Cardio,137,162,18,3
21216,3/21/2023,Peak,162,220,0,0
21216,3/22/2023,Out of Range,30,118,1424,811
21216,3/22/2023,Fat Burn,118,138,8,2
21216,3/22/2023,Cardio,138,162,0,0
21216,3/22/2023,Peak,162,220,0,0
21217,2/28/2023,Out of Range,30,111,2644,1433
21217,2/28/2023,Fat Burn,111,139,34,6
21217,2/28/2023,Cardio,139,173,0,0
21217,2/28/2023,Peak,173,220,0,0
21217,3/1/2023,Out of Range,30,111,2381,1438
21217,3/1/2023,Fat Burn,111,139,5,1
21217,3/1/2023,Cardio,139,173,0,0
21217,3/1/2023,Peak,173,220,0,0
21217,3/2/2023,Out of Range,30,112,2397,1432
21217,3/2/2023,Fat Burn,112,139,28,5
21217,3/2/2023,Cardio,139,173,16,2
21217,3/2/2023,Peak,173,220,0,0
21217,3/3/2023,Out of Range,30,113,2765,1428
21217,3/3/2023,Fat Burn,113,140,54,11
21217,3/3/2023,Cardio,140,173,0,0
21217,3/3/2023,Peak,173,220,0,0
21217,3/4/2023,Out of Range,30,113,2379,1431
21217,3/4/2023,Fat Burn,113,140,37,8
21217,3/4/2023,Cardio,140,173,0,0
21217,3/4/2023,Peak,173,220,0,0
21217,3/5/2023,Out of Range,30,113,2983,1404
21217,3/5/2023,Fat Burn,113,140,98,19
21217,3/5/2023,Cardio,140,173,0,0
21217,3/5/2023,Peak,173,220,0,0
21217,3/6/2023,Out of Range,30,114,2106,1436
21217,3/6/2023,Fat Burn,114,140,17,3
21217,3/6/2023,Cardio,140,174,0,0
21217,3/6/2023,Peak,174,220,0,0
21217,3/7/2023,Out of Range,30,114,2409,1435
21217,3/7/2023,Fat Burn,114,140,21,4
21217,3/7/2023,Cardio,140,174,0,0
21217,3/7/2023,Peak,174,220,0,0
21217,3/8/2023,Out of Range,30,114,2438,1431
21217,3/8/2023,Fat Burn,114,140,36,8
21217,3/8/2023,Cardio,140,174,0,0
21217,3/8/2023,Peak,174,220,0,0
21217,3/9/2023,Out of Range,30,114,2454,1436
21217,3/9/2023,Fat Burn,114,140,12,3
21217,3/9/2023,Cardio,140,174,0,0
21217,3/9/2023,Peak,174,220,0,0
21217,3/10/2023,Out of Range,30,113,2732,1423
21217,3/10/2023,Fat Burn,113,140,92,16
21217,3/10/2023,Cardio,140,173,0,0
21217,3/10/2023,Peak,173,220,0,0
21217,3/11/2023,Out of Range,30,112,2499,1427
21217,3/11/2023,Fat Burn,112,139,46,10
21217,3/11/2023,Cardio,139,173,18,2
21217,3/11/2023,Peak,173,220,0,0
21217,3/12/2023,Out of Range,30,113,2350,1436
21217,3/12/2023,Fat Burn,113,140,18,3
21217,3/12/2023,Cardio,140,173,0,0
21217,3/12/2023,Peak,173,220,0,0
21217,3/13/2023,Out of Range,30,113,2129,1438
21217,3/13/2023,Fat Burn,113,140,4,1
21217,3/13/2023,Cardio,140,173,0,0
21217,3/13/2023,Peak,173,220,0,0
21217,3/14/2023,Out of Range,30,113,2043,1439
21217,3/14/2023,Fat Burn,113,140,0,0
21217,3/14/2023,Cardio,140,173,0,0
21217,3/14/2023,Peak,173,220,0,0
21217,3/15/2023,Out of Range,30,113,2352,1436
21217,3/15/2023,Fat Burn,113,140,12,3
21217,3/15/2023,Cardio,140,173,0,0
21217,3/15/2023,Peak,173,220,0,0
21217,3/16/2023,Out of Range,30,113,2041,1435
21217,3/16/2023,Fat Burn,113,140,21,4
21217,3/16/2023,Cardio,140,173,0,0
21217,3/16/2023,Peak,173,220,0,0
21217,3/17/2023,Out of Range,30,113,2290,1418
21217,3/17/2023,Fat Burn,113,140,116,21
21217,3/17/2023,Cardio,140,173,0,0
21217,3/17/2023,Peak,173,220,0,0
21217,3/18/2023,Out of Range,30,113,2072,1438
21217,3/18/2023,Fat Burn,113,140,4,1
21217,3/18/2023,Cardio,140,173,0,0
21217,3/18/2023,Peak,173,220,0,0
21217,3/19/2023,Out of Range,30,114,2531,1436
21217,3/19/2023,Fat Burn,114,140,13,3
21217,3/19/2023,Cardio,140,174,0,0
21217,3/19/2023,Peak,174,220,0,0
21217,3/20/2023,Out of Range,30,114,2355,1423
21217,3/20/2023,Fat Burn,114,141,87,16
21217,3/20/2023,Cardio,141,174,0,0
21217,3/20/2023,Peak,174,220,0,0
21217,3/21/2023,Out of Range,30,116,2464,1389
21217,3/21/2023,Fat Burn,116,142,31,7
21217,3/21/2023,Cardio,142,174,0,0
21217,3/21/2023,Peak,174,220,0,0
21218,2/28/2023,Out of Range,30,129,2689,1434
21218,2/28/2023,Fat Burn,129,152,22,5
21218,2/28/2023,Cardio,152,182,0,0
21218,2/28/2023,Peak,182,220,0,0
21218,3/1/2023,Out of Range,30,129,3188,1416
21218,3/1/2023,Fat Burn,129,153,134,22
21218,3/1/2023,Cardio,153,182,10,1
21218,3/1/2023,Peak,182,220,0,0
21218,3/2/2023,Out of Range,30,131,2863,1404
21218,3/2/2023,Fat Burn,131,154,43,7
21218,3/2/2023,Cardio,154,182,206,19
21218,3/2/2023,Peak,182,220,123,9
21218,3/3/2023,Out of Range,30,131,3347,1437
21218,3/3/2023,Fat Burn,131,154,11,2
21218,3/3/2023,Cardio,154,182,0,0
21218,3/3/2023,Peak,182,220,0,0
21218,3/4/2023,Out of Range,30,130,2360,1431
21218,3/4/2023,Fat Burn,130,153,49,8
21218,3/4/2023,Cardio,153,182,0,0
21218,3/4/2023,Peak,182,220,0,0
21218,3/5/2023,Out of Range,30,131,2826,1428
21218,3/5/2023,Fat Burn,131,154,64,11
21218,3/5/2023,Cardio,154,182,0,0
21218,3/5/2023,Peak,182,220,0,0
21218,3/6/2023,Out of Range,30,129,3211,1424
21218,3/6/2023,Fat Burn,129,153,81,14
21218,3/6/2023,Cardio,153,182,8,1
21218,3/6/2023,Peak,182,220,0,0
21218,3/7/2023,Out of Range,30,128,2969,1423
21218,3/7/2023,Fat Burn,128,152,108,15
21218,3/7/2023,Cardio,152,182,9,1
21218,3/7/2023,Peak,182,220,0,0
21218,3/8/2023,Out of Range,30,129,3051,1393
21218,3/8/2023,Fat Burn,129,152,320,43
21218,3/8/2023,Cardio,152,182,31,3
21218,3/8/2023,Peak,182,220,0,0
21218,3/9/2023,Out of Range,30,128,2638,1438
21218,3/9/2023,Fat Burn,128,152,6,1
21218,3/9/2023,Cardio,152,182,0,0
21218,3/9/2023,Peak,182,220,0,0
21218,3/10/2023,Out of Range,30,127,3698,1386
21218,3/10/2023,Fat Burn,127,151,358,53
21218,3/10/2023,Cardio,151,181,0,0
21218,3/10/2023,Peak,181,220,0,0
21218,3/11/2023,Out of Range,30,126,3380,1394
21218,3/11/2023,Fat Burn,126,151,304,44
21218,3/11/2023,Cardio,151,181,9,1
21218,3/11/2023,Peak,181,220,0,0
21218,3/12/2023,Out of Range,30,126,4024,1392
21218,3/12/2023,Fat Burn,126,150,331,46
21218,3/12/2023,Cardio,150,181,10,1
21218,3/12/2023,Peak,181,220,0,0
21218,3/13/2023,Out of Range,30,126,3885,1429
21218,3/13/2023,Fat Burn,126,150,48,8
21218,3/13/2023,Cardio,150,181,21,2
21218,3/13/2023,Peak,181,220,0,0
21218,3/14/2023,Out of Range,30,125,3854,1408
21218,3/14/2023,Fat Burn,125,150,197,31
21218,3/14/2023,Cardio,150,181,0,0
21218,3/14/2023,Peak,181,220,0,0
21218,3/15/2023,Out of Range,30,124,3842,1325
21218,3/15/2023,Fat Burn,124,149,779,102
21218,3/15/2023,Cardio,149,181,135,12
21218,3/15/2023,Peak,181,220,0,0
21218,3/16/2023,Out of Range,30,125,3748,1225
21218,3/16/2023,Fat Burn,125,150,1436,194
21218,3/16/2023,Cardio,150,181,234,20
21218,3/16/2023,Peak,181,220,0,0
21218,3/17/2023,Out of Range,30,125,3254,1318
21218,3/17/2023,Fat Burn,125,150,931,120
21218,3/17/2023,Cardio,150,181,9,1
21218,3/17/2023,Peak,181,220,0,0
21218,3/18/2023,Out of Range,30,125,2366,1439
21218,3/18/2023,Fat Burn,125,150,0,0
21218,3/18/2023,Cardio,150,181,0,0
21218,3/18/2023,Peak,181,220,0,0
21218,3/19/2023,Out of Range,30,125,2125,1429
21218,3/19/2023,Fat Burn,125,150,60,10
21218,3/19/2023,Cardio,150,181,0,0
21218,3/19/2023,Peak,181,220,0,0
21218,3/20/2023,Out of Range,30,125,2861,1415
21218,3/20/2023,Fat Burn,125,150,163,24
21218,3/20/2023,Cardio,150,181,0,0
21218,3/20/2023,Peak,181,220,0,0
21218,3/21/2023,Out of Range,30,126,2708,1434
21218,3/21/2023,Fat Burn,126,150,26,5
21218,3/21/2023,Cardio,150,181,0,0
21218,3/21/2023,Peak,181,220,0,0
21218,3/22/2023,Out of Range,30,126,2034,800
21218,3/22/2023,Fat Burn,126,150,74,12
21218,3/22/2023,Cardio,150,181,0,0
21218,3/22/2023,Peak,181,220,0,0
21219,2/28/2023,Out of Range,30,113,1522,1439
21219,2/28/2023,Fat Burn,113,134,0,0
21219,2/28/2023,Cardio,134,161,0,0
21219,2/28/2023,Peak,161,220,0,0
21219,3/1/2023,Out of Range,30,115,2164,1429
21219,3/1/2023,Fat Burn,115,135,48,9
21219,3/1/2023,Cardio,135,161,6,1
21219,3/1/2023,Peak,161,220,0,0
21219,3/2/2023,Out of Range,30,115,2209,1378
