Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
10410,12/24/22,1,408,430
10410,12/25/22,1,624,655
10410,12/27/22,1,437,472
10410,12/28/22,1,654,681
10410,12/30/22,1,445,495
10410,12/31/22,2,623,701
10412,10/27/22,1,432,453
10412,10/28/22,1,414,453
10412,10/30/22,1,192,192
10412,11/4/22,1,714,724
10412,11/5/22,1,110,110
10413,10/21/22,1,101,110
10413,10/31/22,1,177,183
10413,11/26/22,1,62,63
10413,11/27/22,1,96,96
10413,12/1/22,1,95,101
10413,12/3/22,1,206,210
10413,12/4/22,1,156,158
10415,10/28/22,1,373,406
10415,11/10/22,1,437,507
10415,11/13/22,2,607,659
10415,11/15/22,1,446,471
10415,11/18/22,1,331,375
10415,11/19/22,1,547,568
10415,11/21/22,1,482,516
10415,11/22/22,1,520,549
10415,11/27/22,2,416,444
10415,11/28/22,1,419,445
10415,12/1/22,1,335,382
10415,12/3/22,1,639,735
10415,12/5/22,1,372,426
10415,12/6/22,1,262,262
10415,12/8/22,1,315,365
10415,12/14/22,1,376,422
10415,12/17/22,2,445,502
10415,12/18/22,1,486,533
10415,12/19/22,1,184,197
10501,10/14/22,1,428,445
10501,10/15/22,1,480,526
10501,10/16/22,1,390,437
10501,10/17/22,1,338,346
10501,10/18/22,1,372,392
10501,10/19/22,1,462,489
10501,10/20/22,1,451,478
10501,10/21/22,1,418,453
10501,10/22/22,1,365,413
10501,10/23/22,1,491,563
10501,10/24/22,1,415,440
10501,10/25/22,1,350,384
10501,10/26/22,1,388,418
10501,10/27/22,1,449,481
10501,10/28/22,2,587,662
10501,10/29/22,1,450,505
10501,10/31/22,1,349,381
10501,11/1/22,1,414,477
10501,11/2/22,1,452,506
10501,11/3/22,1,389,422
10501,11/4/22,1,404,443
10501,11/5/22,1,550,615
10501,11/6/22,1,220,239
10501,11/7/22,1,497,533
10501,11/8/22,1,430,459
10501,11/9/22,1,345,386
10501,11/10/22,3,547,598
10501,11/11/22,1,364,403
10501,11/12/22,1,504,539
10501,11/13/22,2,446,482
10501,11/14/22,1,354,400
10501,11/15/22,1,444,481
10501,11/16/22,2,397,453
10501,11/17/22,1,378,427
10501,11/18/22,1,423,463
10501,11/19/22,1,578,607
10501,11/20/22,1,181,200
10501,11/22/22,1,317,363
10501,11/23/22,2,589,655
10501,11/24/22,1,62,69
10501,11/25/22,1,435,492
10501,11/27/22,1,438,464
10501,11/28/22,1,581,611
10501,11/29/22,1,532,556
10501,11/30/22,1,485,521
10501,12/2/22,1,451,506
10501,12/4/22,1,375,384
10501,12/6/22,1,481,546
10501,12/7/22,1,388,417
10501,12/8/22,1,419,477
10501,12/9/22,1,361,411
10502,10/14/22,1,293,326
10502,10/15/22,1,376,421
10502,10/16/22,2,426,477
10502,10/17/22,1,393,426
10502,10/18/22,1,462,507
10502,10/19/22,1,379,409
10502,10/20/22,1,94,114
10502,10/21/22,1,117,124
10502,10/22/22,1,417,455
10502,10/25/22,1,423,453
10502,10/26/22,1,145,161
10502,10/27/22,1,62,62
10502,10/28/22,1,196,382
10502,10/29/22,1,256,325
10502,10/30/22,2,220,443
10502,11/1/22,2,214,425
10502,11/2/22,1,61,197
10502,11/4/22,1,230,429
10502,11/5/22,1,72,129
10502,11/7/22,1,95,194
10502,11/8/22,1,94,111
10502,11/9/22,1,15,70
10502,11/11/22,2,190,478
10502,11/12/22,1,314,446
10502,11/13/22,1,285,571
10502,11/14/22,1,137,443
10502,11/15/22,1,297,523
10502,11/16/22,1,239,428
10502,11/17/22,1,194,471
10502,11/18/22,1,278,409
10502,11/19/22,1,114,320
10502,11/21/22,1,176,449
10502,11/22/22,1,22,84
10502,11/23/22,1,155,285
10502,11/24/22,1,289,571
10502,11/25/22,1,60,190
10502,11/26/22,1,289,586
10502,11/27/22,1,249,435
10502,11/28/22,1,177,444
10502,11/30/22,1,198,430
10502,12/1/22,1,24,132
10502,12/2/22,1,313,507
10502,12/3/22,1,142,320
10502,12/4/22,2,189,271
10502,12/5/22,1,214,420
10502,12/6/22,1,90,220
10502,12/7/22,1,197,372
10502,12/8/22,1,52,116
10502,12/9/22,1,26,68
10502,12/11/22,1,184,458
10503,10/14/22,1,404,423
10503,10/15/22,1,547,556
10503,10/16/22,1,536,564
10503,10/17/22,1,431,463
10503,10/18/22,1,538,555
10503,10/19/22,1,490,503
10503,10/20/22,1,526,552
10503,10/21/22,1,520,529
10503,10/22/22,1,610,618
10503,10/23/22,1,571,593
10503,10/24/22,1,463,472
10503,10/25/22,1,515,533
10503,10/26/22,1,547,556
10503,10/27/22,1,508,523
10503,10/28/22,1,500,512
10503,10/29/22,1,577,585
10503,10/30/22,1,448,454
10503,10/31/22,1,511,521
10503,11/1/22,2,468,476
10503,11/2/22,1,532,542
10503,11/3/22,1,509,520
10503,11/4/22,1,509,519
10503,11/5/22,1,468,479
10503,11/7/22,1,506,532
10503,11/8/22,1,512,531
10503,11/9/22,1,533,543
10503,11/10/22,1,531,551
10503,11/11/22,1,514,530
10503,11/12/22,1,527,535
10503,11/13/22,1,552,564
10503,11/14/22,1,524,529
10503,11/15/22,1,457,470
10503,11/16/22,1,555,561
10503,11/17/22,1,503,515
10503,11/18/22,1,486,492
10503,11/19/22,1,686,707
10503,11/20/22,1,570,587
10503,11/21/22,1,518,546
10503,11/22/22,1,498,508
10503,11/23/22,1,558,563
10503,11/24/22,1,572,581
10503,11/25/22,1,519,562
10503,11/26/22,1,555,574
10503,11/27/22,1,512,519
10503,11/28/22,1,392,414
10503,11/29/22,1,487,499
10503,11/30/22,1,511,550
10503,12/1/22,1,480,496
10503,12/2/22,1,491,520
10503,12/5/22,1,464,495
10503,12/6/22,1,506,515
10503,12/7/22,1,487,517
10503,12/8/22,1,499,531
10503,12/9/22,1,517,546
10503,12/10/22,1,560,574
10503,12/11/22,1,76,76
10503,12/12/22,1,484,518
10503,12/13/22,1,510,522
10503,12/14/22,1,536,559
10503,12/15/22,1,518,538
10503,12/16/22,1,668,721
10503,12/17/22,1,612,622
10504,10/14/22,1,379,401
10504,10/15/22,1,407,448
10504,10/16/22,2,382,430
10504,10/18/22,1,498,515
10504,10/19/22,1,429,442
10504,10/20/22,1,488,514
10504,10/21/22,1,456,468
10504,10/22/22,1,389,393
10504,10/23/22,1,398,423
10504,10/24/22,1,483,504
10504,10/25/22,1,70,71
10504,10/26/22,1,404,418
10504,10/27/22,1,397,423
10504,10/29/22,1,501,537
10504,10/30/22,1,572,603
10504,10/31/22,1,416,461
10504,11/1/22,2,520,541
10504,11/3/22,1,471,490
10504,11/4/22,1,439,473
10504,11/5/22,1,501,553
10504,11/6/22,1,364,386
10504,11/7/22,1,542,576
10504,11/9/22,1,507,529
10504,11/10/22,1,563,611
10504,11/11/22,1,518,587
10504,11/12/22,1,368,386
10504,11/13/22,2,759,831
10504,11/14/22,1,463,486
10504,11/17/22,1,494,503
10504,11/18/22,1,456,490
10504,11/19/22,2,538,567
10504,11/20/22,2,556,586
10504,11/21/22,1,457,485
10504,11/24/22,1,462,484
10504,11/25/22,1,263,274
10504,11/27/22,1,603,675
10504,11/28/22,1,374,392
10504,11/29/22,1,420,468
10504,12/1/22,1,487,516
10504,12/8/22,1,311,324
10504,12/10/22,1,402,413
10505,10/14/22,1,496,518
10505,10/15/22,2,550,553
10505,10/16/22,2,364,375
10505,10/17/22,1,477,480
10505,10/18/22,1,537,561
10505,10/19/22,1,534,536
10505,10/20/22,1,414,422
10505,10/21/22,1,472,498
10505,10/22/22,3,542,560
10505,10/23/22,1,447,454
10505,10/24/22,1,433,437
10505,10/25/22,1,476,495
10505,10/26/22,1,455,468
10505,10/27/22,1,422,428
10505,10/28/22,1,497,543
10505,10/29/22,3,641,647
10505,10/30/22,2,519,545
10505,10/31/22,2,354,373
10505,11/1/22,1,439,485
10505,11/2/22,1,347,355
10505,11/3/22,2,366,375
10505,11/4/22,2,653,697
10505,11/5/22,2,563,569
10505,11/6/22,2,330,342
10505,11/7/22,2,475,487
10505,11/8/22,1,429,433
10505,11/9/22,3,447,468
10505,11/10/22,1,298,311
10505,11/11/22,2,411,432
10505,11/12/22,2,594,613
10505,11/13/22,2,508,518
10505,11/14/22,2,302,310
10505,11/15/22,1,442,457
10505,11/16/22,1,452,493
10505,11/17/22,1,336,344
10505,11/18/22,2,332,344
10505,11/19/22,2,712,721
10505,11/20/22,2,315,319
10505,11/21/22,2,295,314
10505,11/22/22,1,532,573
10505,11/23/22,2,575,580
10505,11/24/22,2,325,326
10505,11/25/22,2,483,498
10505,11/26/22,1,493,524
10505,11/27/22,2,333,334
10505,11/28/22,2,395,397
10505,11/29/22,1,458,468
10505,11/30/22,1,483,506
10505,12/1/22,1,495,502
10505,12/2/22,1,435,441
10505,12/3/22,2,317,320
10505,12/4/22,2,347,352
10505,12/5/22,2,402,426
10505,12/6/22,1,471,501
10505,12/7/22,1,299,301
10505,12/8/22,1,413,448
10505,12/9/22,2,374,383
10505,12/10/22,2,339,343
10505,12/11/22,3,498,513
10505,12/12/22,1,372,413
10505,12/13/22,2,400,403
10505,12/14/22,1,377,423
10505,12/15/22,1,407,424
10505,12/16/22,1,432,447
10505,12/17/22,2,341,355
10505,12/18/22,3,510,531
10601,10/17/22,1,456,487
10601,10/18/22,1,157,169
10601,10/19/22,1,701,791
10601,10/20/22,1,498,538
10601,10/21/22,1,506,531
10601,10/26/22,1,445,488
10601,10/28/22,1,486,525
10601,10/29/22,1,405,416
10601,10/30/22,1,237,257
10601,11/1/22,1,324,340
10601,11/4/22,1,410,433
10601,11/5/22,1,441,476
10601,11/6/22,2,289,310
10601,11/8/22,1,403,423
10601,11/9/22,1,329,339
10601,11/10/22,1,405,427
10601,11/13/22,1,280,313
10601,11/21/22,2,343,363
10601,11/23/22,1,486,507
10602,10/17/22,1,372,409
10602,10/18/22,1,456,505
10602,10/19/22,1,407,434
10602,10/20/22,1,493,536
10602,10/21/22,1,350,372
10602,10/22/22,1,484,510
10602,10/23/22,2,335,370
10602,10/24/22,1,364,384
10602,10/25/22,2,596,654
10602,10/26/22,1,280,299
10602,10/27/22,1,453,511
10602,10/28/22,1,300,320
10602,10/29/22,1,400,426
10602,10/30/22,2,374,399
10602,10/31/22,2,375,421
10602,11/1/22,2,471,503
10602,11/2/22,1,416,445
10602,11/3/22,1,386,435
10602,11/4/22,1,408,453
10602,11/5/22,2,369,397
10602,11/6/22,1,450,508
10602,11/7/22,1,123,141
10602,11/8/22,2,354,399
10602,11/9/22,1,198,209
10602,11/10/22,2,433,468
10602,11/11/22,1,87,98
10602,11/12/22,1,421,482
10602,11/13/22,2,585,637
10602,11/14/22,2,230,243
10602,11/15/22,1,156,162
10602,11/16/22,1,78,79
10602,11/17/22,2,267,273
10602,11/18/22,1,346,382
10602,11/20/22,1,279,289
10602,11/21/22,1,464,522
10602,11/22/22,2,379,402
10602,11/23/22,1,352,385
10602,11/24/22,1,102,116
10602,11/25/22,1,208,215
10602,11/26/22,2,423,444
10602,11/27/22,2,292,301
10602,11/28/22,3,414,423
10602,11/29/22,1,188,206
10602,11/30/22,1,164,167
10602,12/14/22,1,479,528
10602,12/15/22,1,461,474
10602,12/16/22,1,431,455
10602,12/17/22,1,414,468
10602,12/18/22,1,289,305
10602,12/19/22,1,546,588
10602,12/20/22,1,430,470
10602,12/21/22,1,365,391
10602,12/22/22,3,390,403
10602,12/23/22,1,572,615
10602,12/24/22,1,278,306
10602,12/25/22,1,366,413
10602,12/26/22,2,288,309
10602,12/27/22,1,407,447
10602,12/28/22,2,440,470
10602,12/29/22,3,190,201
10602,12/30/22,2,609,682
10602,12/31/22,1,384,404
10603,10/17/22,1,347,351
10603,10/18/22,1,407,417
10603,10/19/22,1,288,292
10603,10/20/22,1,453,463
10603,10/21/22,1,527,535
10603,10/22/22,1,682,704
10603,10/23/22,2,739,753
10603,10/24/22,1,616,636
10603,10/25/22,1,422,424
10603,10/26/22,1,443,457
10603,10/27/22,1,426,438
10603,10/28/22,1,353,368
10603,10/29/22,2,817,857
10603,10/30/22,1,689,707
10603,10/31/22,1,405,408
10603,11/1/22,1,406,413
10603,11/2/22,1,540,567
10603,11/3/22,1,420,428
10603,11/4/22,1,483,495
10603,11/5/22,2,801,817
10603,11/6/22,1,499,532
10603,11/7/22,1,475,481
10603,11/8/22,1,509,524
10603,11/9/22,1,544,558
10603,11/10/22,1,491,497
10603,11/11/22,1,550,566
10603,11/12/22,4,899,937
10603,11/13/22,1,506,511
10603,11/14/22,1,459,485
10603,11/15/22,1,268,288
10603,11/16/22,1,506,525
10603,11/17/22,1,481,493
10603,11/18/22,1,482,500
10603,11/19/22,1,724,744
10603,11/20/22,2,817,853
10603,11/21/22,1,504,513
10603,11/22/22,1,629,666
10603,11/23/22,2,549,619
10603,11/24/22,1,390,408
10603,11/25/22,1,464,469
10603,11/26/22,1,474,487
10603,11/27/22,1,593,602
10603,11/28/22,1,400,408
10603,11/29/22,1,428,441
10603,11/30/22,1,456,479
10603,12/1/22,1,434,441
10603,12/2/22,2,511,522
10603,12/3/22,2,896,911
10603,12/4/22,1,508,525
10603,12/5/22,1,430,441
10603,12/6/22,3,736,746
10603,12/7/22,1,469,488
10603,12/8/22,1,474,478
10603,12/9/22,2,550,577
10603,12/10/22,1,562,568
10603,12/11/22,2,563,574
10603,12/12/22,1,479,487
10603,12/13/22,1,450,486
10604,10/20/22,1,378,402
10604,10/21/22,1,357,386
10604,10/22/22,1,483,529
10604,10/23/22,3,622,663
10604,10/24/22,1,184,198
10604,10/25/22,1,442,462
10604,10/26/22,1,394,417
10604,10/27/22,1,452,489
10604,10/28/22,1,405,428
10604,10/29/22,1,470,493
10604,10/30/22,1,289,330
10604,10/31/22,1,435,473
10604,11/2/22,1,432,466
10604,11/3/22,1,362,380
10604,11/4/22,1,86,98
10604,11/6/22,1,447,482
10604,11/7/22,1,407,439
10604,11/9/22,1,500,567
10604,11/11/22,1,236,256
10604,11/12/22,1,406,427
10604,11/15/22,1,423,448
10604,11/16/22,1,425,444
10604,11/18/22,1,406,445
10604,11/19/22,1,377,407
10604,11/20/22,1,327,348
10604,11/22/22,1,424,456
10604,11/23/22,1,483,562
10604,11/24/22,1,414,428
10604,11/25/22,1,383,406
10604,11/27/22,1,482,513
10604,11/28/22,1,429,445
10604,11/30/22,1,417,435
10604,12/1/22,1,430,451
10604,12/2/22,1,571,634
10604,12/4/22,1,106,118
10604,12/5/22,1,657,752
10604,12/7/22,1,465,481
10604,12/8/22,1,439,472
10604,12/9/22,1,415,448
10604,12/14/22,1,191,209
10604,12/15/22,1,427,473
10604,12/22/22,1,156,163
10604,12/23/22,1,119,130
10604,12/25/22,1,58,64
10604,12/28/22,1,63,71
10605,11/8/22,1,75,90
10605,11/9/22,1,62,64
10606,10/17/22,1,494,522
10606,10/18/22,1,64,64
10606,10/19/22,1,561,608
10606,10/25/22,1,445,476
10606,10/28/22,1,380,394
10606,10/29/22,1,529,601
10607,10/20/22,1,647,676
10607,10/21/22,1,322,342
10607,10/25/22,1,133,133
10607,10/27/22,1,325,329
10607,10/28/22,1,75,76
10607,10/31/22,1,324,329
10607,11/1/22,1,379,386
10607,11/6/22,1,423,433
10607,11/7/22,1,324,360
10607,11/10/22,1,266,273
10607,11/13/22,2,536,585
10607,11/17/22,1,250,260
10607,11/18/22,1,470,476
10607,11/21/22,1,378,406
10607,11/22/22,1,458,474
10607,12/5/22,1,410,416
10608,10/26/22,1,420,437
10608,10/28/22,1,442,493
10608,11/7/22,1,73,74
10608,11/8/22,1,369,415
10608,11/9/22,1,324,329
10609,10/19/22,2,405,434
10609,10/20/22,2,549,583
10609,10/21/22,2,509,558
10609,10/22/22,1,473,499
10609,10/23/22,1,405,441
10609,10/24/22,1,416,443
10609,10/25/22,2,482,528
10609,10/26/22,1,468,512
10609,10/27/22,1,414,459
10609,10/28/22,1,441,474
10609,10/29/22,2,555,593
10609,10/30/22,1,380,402
10609,10/31/22,1,374,400
10609,11/1/22,1,476,513
10609,11/2/22,1,410,446
10609,11/3/22,1,414,439
10609,11/4/22,1,385,431
10609,11/11/22,1,428,450
10609,11/12/22,2,600,639
10609,11/13/22,2,482,502
10609,11/14/22,1,379,426
10609,11/15/22,1,416,445
10609,11/16/22,1,393,426
10609,11/17/22,1,389,417
10610,10/17/22,1,450,504
10610,10/18/22,1,424,454
10610,10/19/22,1,407,444
10610,10/20/22,1,477,525
10610,10/21/22,3,766,862
10610,10/22/22,1,515,602
10610,10/23/22,1,384,430
10610,10/24/22,1,237,254
10610,10/25/22,1,297,318
10610,10/26/22,1,307,348
10610,10/27/22,1,326,347
10610,10/28/22,1,345,359
10610,10/29/22,2,791,845
10610,10/30/22,1,540,620
10610,10/31/22,1,181,192
10610,11/1/22,1,386,422
10610,11/2/22,1,364,396
10610,11/4/22,1,453,500
10610,11/5/22,2,449,495
10610,11/6/22,2,523,560
10610,11/7/22,1,354,358
10610,11/8/22,1,382,439
10610,11/9/22,1,455,482
10610,11/10/22,1,390,425
10610,11/11/22,2,569,609
10610,11/12/22,1,381,406
10610,11/13/22,1,585,659
10610,11/14/22,1,461,516
10610,11/15/22,1,413,460
10610,11/16/22,1,469,539
10610,11/18/22,2,359,374
10610,11/19/22,2,726,835
10610,11/20/22,1,245,260
10610,11/21/22,1,531,587
10610,11/22/22,1,294,328
10610,11/23/22,1,434,455
10610,11/24/22,1,511,566
10610,11/25/22,1,290,325
10610,11/26/22,1,396,424
10610,11/28/22,1,499,529
10610,11/29/22,1,500,557
10610,11/30/22,1,481,549
10610,12/1/22,2,558,607
10610,12/2/22,1,283,294
10610,12/3/22,2,488,537
10610,12/4/22,1,390,443
10610,12/5/22,1,449,479
10610,12/6/22,1,281,312
10610,12/7/22,1,284,318
10610,12/8/22,1,502,539
10610,12/9/22,2,219,228
10610,12/10/22,1,204,222
10610,12/11/22,1,310,373
10610,12/12/22,2,395,457
10610,12/13/22,1,417,477
10610,12/15/22,1,352,412
10611,10/17/22,1,497,539
10611,10/18/22,2,715,789
10611,10/19/22,2,658,712
10611,10/20/22,1,396,429
10611,10/21/22,1,443,474
10611,10/27/22,1,492,565
10611,10/29/22,1,95,108
10611,11/3/22,1,270,316
10611,11/5/22,1,471,486
10611,11/9/22,1,96,96
10611,11/12/22,1,133,136
10611,11/21/22,1,445,465
10611,11/25/22,1,163,165
10611,11/30/22,1,484,502
10611,12/2/22,1,590,630
10611,12/6/22,1,415,418
10611,12/7/22,1,87,87
10612,10/17/22,1,519,524
10612,10/18/22,1,410,424
10612,10/20/22,1,568,568
10612,10/21/22,1,423,442
10612,10/22/22,1,761,797
10612,10/23/22,1,677,701
10612,10/24/22,1,465,477
10612,10/26/22,1,424,431
10612,10/27/22,1,475,480
10612,10/28/22,1,429,429
10612,10/29/22,2,721,750
10612,11/1/22,1,482,490
10612,11/3/22,1,524,533
10612,11/5/22,1,73,84
10612,11/6/22,1,605,632
10612,11/7/22,1,541,556
10612,11/8/22,1,366,368
10612,11/9/22,1,393,396
10612,11/14/22,1,525,561
10612,11/15/22,2,608,644
10612,11/16/22,1,382,387
10612,11/17/22,1,90,98
10612,11/19/22,1,655,683
10612,11/20/22,1,609,622
10612,11/22/22,1,336,347
10612,11/24/22,2,676,687
10612,11/25/22,1,520,524
10612,11/26/22,2,783,826
10612,11/27/22,2,664,688
10612,11/28/22,1,553,565
10612,11/29/22,1,472,478
10612,12/2/22,1,477,485
10612,12/3/22,1,668,686
10612,12/4/22,1,542,548
10612,12/7/22,1,509,519
10612,12/8/22,1,383,395
10612,12/11/22,1,705,757
10612,12/12/22,2,453,472
10613,11/4/22,1,313,333
10614,10/20/22,1,353,369
10614,10/24/22,2,279,290
10614,10/25/22,2,438,461
10614,10/26/22,1,326,364
10614,10/27/22,1,481,511
10614,11/2/22,1,293,318
10614,11/3/22,1,355,395
10614,11/4/22,1,65,70
10615,10/20/22,1,393,448
10615,10/21/22,1,524,574
10615,10/22/22,1,505,544
10615,10/23/22,1,475,517
10615,10/24/22,1,497,530
10615,10/26/22,1,513,541
10615,10/27/22,1,507,554
10615,10/28/22,1,524,581
10615,10/29/22,1,601,653
10615,10/30/22,1,573,625
10615,10/31/22,1,531,582
10615,11/1/22,1,438,461
10615,11/2/22,1,488,526
10615,11/3/22,1,456,489
10615,11/4/22,1,496,525
10615,11/5/22,1,498,558
10615,11/6/22,1,423,499
10615,11/7/22,1,533,577
10615,11/8/22,1,522,550
10615,11/9/22,1,444,464
10615,11/10/22,1,479,507
10615,11/12/22,1,607,650
10615,11/13/22,1,433,503
10615,11/15/22,1,496,547
10615,11/18/22,1,475,509
10615,11/19/22,1,484,536
10615,11/20/22,1,476,537
10615,11/21/22,1,525,597
10615,11/22/22,1,398,423
10615,11/23/22,1,605,651
10615,11/24/22,1,542,605
10615,11/25/22,2,602,640
10615,11/26/22,1,677,734
10615,11/29/22,1,457,484
10615,12/1/22,1,472,502
10615,12/3/22,1,248,289
10615,12/4/22,1,577,634
10615,12/5/22,1,474,526
10615,12/6/22,1,510,564
10615,12/8/22,1,491,545
10615,12/9/22,1,518,566
10616,10/20/22,1,523,586
10616,10/21/22,1,590,665
10616,10/22/22,1,487,555
10616,10/23/22,2,540,582
10616,10/24/22,2,908,978
10616,10/25/22,1,423,470
10616,10/27/22,1,476,560
10616,11/2/22,1,208,215
10616,11/4/22,1,473,549
10616,11/5/22,2,673,753
10616,11/6/22,1,316,336
10616,11/7/22,1,435,472
10616,11/8/22,1,480,500
10616,11/9/22,1,413,462
10616,11/10/22,1,443,495
10616,11/16/22,1,181,181
10616,11/17/22,1,511,511
10616,11/18/22,1,554,636
10616,11/23/22,1,575,630
10616,11/24/22,1,100,105
10616,11/25/22,2,318,322
10701,10/25/22,2,503,571
10701,10/26/22,2,218,238
10701,10/27/22,1,304,340
10701,10/28/22,2,220,250
10701,10/29/22,1,277,311
10701,10/30/22,1,419,438
10701,10/31/22,1,127,144
10701,11/1/22,2,420,450
10701,11/2/22,1,220,243
10701,11/3/22,2,358,397
10701,11/4/22,1,136,142
10701,11/5/22,1,335,358
10701,11/6/22,1,401,419
10701,11/7/22,1,375,405
10701,11/8/22,1,194,213
10701,11/9/22,2,259,296
10701,11/10/22,2,292,326
10701,11/11/22,2,279,293
10701,11/12/22,1,295,318
10701,11/13/22,1,421,479
10701,11/14/22,1,96,107
10701,11/15/22,2,429,466
10701,11/16/22,1,266,293
10701,11/17/22,2,369,390
10701,11/18/22,3,479,522
10701,11/19/22,1,400,427
10701,11/21/22,3,257,290
10701,11/22/22,3,549,613
10701,11/23/22,2,273,298
10701,11/24/22,1,347,397
10701,11/25/22,2,253,267
10701,11/26/22,2,191,214
10701,11/27/22,1,424,474
10701,11/28/22,2,165,171
10701,11/29/22,2,455,511
10701,11/30/22,2,251,267
10701,12/1/22,1,362,424
10701,12/2/22,2,340,364
10701,12/3/22,2,223,248
10701,12/4/22,2,267,282
10701,12/5/22,1,305,327
10701,12/6/22,2,208,239
10701,12/7/22,2,183,199
10701,12/8/22,1,289,321
10701,12/10/22,1,348,402
10701,12/11/22,2,231,243
10701,12/12/22,1,267,301
10701,12/13/22,1,329,356
10701,12/14/22,1,247,260
10701,12/16/22,1,262,302
10701,12/17/22,2,336,376
10701,12/19/22,2,353,385
10701,12/20/22,2,239,263
10701,12/21/22,1,418,421
10701,12/22/22,2,348,398
10701,12/23/22,1,398,436
10702,10/25/22,1,526,559
10702,10/27/22,1,531,583
10702,10/28/22,1,502,552
10702,10/29/22,2,596,635
10702,10/30/22,1,361,381
10702,10/31/22,1,522,551
10702,11/1/22,1,515,546
10702,11/2/22,1,537,564
10702,11/3/22,1,485,512
10702,11/4/22,1,638,676
10702,11/5/22,1,654,688
10702,11/6/22,1,562,604
10702,11/7/22,1,584,613
10702,11/8/22,1,647,683
10702,11/9/22,1,496,552
10702,11/10/22,1,617,653
10702,11/11/22,1,559,570
10702,11/12/22,1,584,607
10702,11/13/22,1,593,609
10702,11/14/22,1,518,542
10702,11/15/22,1,508,546
10702,11/16/22,1,498,563
10702,11/17/22,1,524,556
10702,11/18/22,1,475,502
10702,11/19/22,1,556,566
10702,11/20/22,1,367,393
10702,11/21/22,1,631,645
10702,11/22/22,1,622,638
10702,11/23/22,2,516,538
10702,11/24/22,1,115,118
10702,11/25/22,1,437,485
10702,11/29/22,1,492,507
10702,11/30/22,1,476,511
10702,12/1/22,1,469,493
10702,12/2/22,1,485,505
10702,12/3/22,1,544,560
10702,12/4/22,1,659,700
10702,12/5/22,1,517,551
10702,12/6/22,1,505,521
10702,12/7/22,1,505,529
10702,12/8/22,1,493,528
10702,12/9/22,1,527,538
10702,12/10/22,1,527,553
10702,12/11/22,2,756,817
10702,12/12/22,1,620,735
10702,12/14/22,1,617,652
10702,12/15/22,1,563,582
10702,12/16/22,1,497,523
10702,12/17/22,1,711,769
10702,12/18/22,1,637,658
10702,12/19/22,1,554,580
10702,12/20/22,1,584,615
10703,10/22/22,1,383,398
10703,10/23/22,1,366,383
10703,10/24/22,1,465,524
10703,10/25/22,1,320,328
10703,10/26/22,1,423,438
10703,10/27/22,1,375,397
10703,10/28/22,1,467,497
10703,10/29/22,2,449,465
10703,10/30/22,2,457,502
10703,10/31/22,1,408,441
10703,11/1/22,1,368,403
10703,11/2/22,1,414,419
10703,11/3/22,1,445,469
10703,11/4/22,2,249,270
10703,11/5/22,1,610,661
10703,11/6/22,1,474,497
10703,11/7/22,1,469,493
10703,11/8/22,1,475,487
10703,11/9/22,2,419,431
10703,11/10/22,1,390,406
10703,11/11/22,1,453,464
10703,11/12/22,1,427,447
10703,11/13/22,2,579,616
10703,11/14/22,1,398,407
10703,11/15/22,1,515,540
10703,11/16/22,1,423,455
10703,11/17/22,1,476,493
10703,11/18/22,1,507,549
10703,11/19/22,1,420,444
10703,11/20/22,1,528,591
10703,11/21/22,1,518,530
10703,11/22/22,1,424,464
10703,11/23/22,1,316,336
10703,11/24/22,1,335,352
10703,11/25/22,1,410,433
10703,11/26/22,1,409,436
10703,11/27/22,1,459,499
10703,11/28/22,1,340,359
10703,11/29/22,1,399,412
10703,11/30/22,1,399,414
10703,12/1/22,1,454,462
10703,12/2/22,1,404,421
10703,12/3/22,2,501,523
10703,12/4/22,1,324,337
10703,12/5/22,1,419,437
10703,12/6/22,1,373,386
10703,12/7/22,1,372,393
10703,12/8/22,1,351,370
10703,12/9/22,1,370,380
10703,12/10/22,1,304,319
10703,12/11/22,1,371,385
10703,12/12/22,1,461,475
10703,12/13/22,1,430,438
10703,12/14/22,1,381,392
10703,12/15/22,1,427,475
10703,12/16/22,2,483,516
10703,12/17/22,2,689,767
10703,12/18/22,1,557,579
10703,12/19/22,2,672,732
10703,12/20/22,1,474,517
10703,12/21/22,1,503,509
10703,12/22/22,2,655,715
10703,12/23/22,1,633,660
10703,12/24/22,2,598,613
10703,12/25/22,1,375,413
10703,12/26/22,1,335,366
10703,12/27/22,1,551,568
10703,12/28/22,1,405,442
10703,12/29/22,1,369,395
10703,12/30/22,1,342,353
10703,12/31/22,1,508,595
10703,1/1/23,1,416,431
10703,1/2/23,1,403,443
10704,10/28/22,1,484,530
10704,10/29/22,1,490,574
10704,10/30/22,1,445,522
10704,10/31/22,1,539,577
10704,11/1/22,1,474,550
10704,11/2/22,1,442,481
10704,11/3/22,1,483,526
10704,11/4/22,1,92,95
10704,11/5/22,2,468,487
10704,11/6/22,1,363,371
10704,11/7/22,1,612,645
10704,11/8/22,1,482,509
10704,11/9/22,1,600,660
10704,11/10/22,3,646,741
10704,11/11/22,1,490,527
10704,11/13/22,1,615,644
10704,11/14/22,2,390,415
10704,11/15/22,1,718,743
10704,11/16/22,1,330,350
10704,11/17/22,1,498,558
10704,11/18/22,1,586,661
10704,11/19/22,2,499,554
10704,11/20/22,1,152,170
